case,model,step,n_fixed,n_fixed_wallband,n_fixed_outer,n_moved,Eddy_Viscosity_band_scale,Eddy_Viscosity_band_rms_rel,Eddy_Viscosity_band_max_rel,Eddy_Viscosity_outer_scale,Eddy_Viscosity_outer_rms_rel,Eddy_Viscosity_outer_max_rel,Turb_Kin_Energy_band_scale,Turb_Kin_Energy_band_rms_rel,Turb_Kin_Energy_band_max_rel,Turb_Kin_Energy_outer_scale,Turb_Kin_Energy_outer_rms_rel,Turb_Kin_Energy_outer_max_rel,Omega_band_scale,Omega_band_rms_rel,Omega_band_max_rel,Omega_outer_scale,Omega_outer_rms_rel,Omega_outer_max_rel
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,95,10669,8590,2079,12602,7.8971e-06,3.409e-03,8.841e-02,1.7460e-06,1.411e-04,3.946e-03,2.0585e-04,8.205e-04,1.058e-02,1.3563e-06,3.958e-06,9.629e-05,5.4367e+05,3.987e-06,7.980e-05,8.8179e+00,1.591e-07,2.944e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,100,10669,8590,2079,12602,7.8971e-06,2.577e-03,6.609e-02,1.7460e-06,1.661e-04,5.069e-03,2.0585e-04,6.202e-04,7.933e-03,1.3563e-06,4.522e-06,1.388e-04,5.4367e+05,6.499e-06,3.974e-04,8.8179e+00,1.798e-07,4.276e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,105,10669,8590,2079,12602,7.8971e-06,2.593e-03,5.715e-02,1.7460e-06,1.742e-04,5.578e-03,2.0585e-04,6.517e-04,7.093e-03,1.3563e-06,4.687e-06,1.528e-04,5.4367e+05,7.149e-06,4.652e-04,8.8179e+00,1.814e-07,4.732e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,110,10669,8590,2079,12602,7.8971e-06,2.266e-03,5.385e-02,1.7460e-06,1.711e-04,5.373e-03,2.0585e-04,5.779e-04,7.453e-03,1.3563e-06,4.585e-06,1.473e-04,5.4367e+05,3.638e-06,6.265e-05,8.8179e+00,1.824e-07,4.563e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,115,10669,8590,2079,12602,7.8971e-06,2.592e-03,6.145e-02,1.7460e-06,1.603e-04,5.130e-03,2.0585e-04,5.905e-04,6.220e-03,1.3563e-06,4.414e-06,1.404e-04,5.4367e+05,4.439e-06,1.890e-04,8.8179e+00,1.744e-07,4.333e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,120,10669,8590,2079,12602,7.8971e-06,2.485e-03,8.780e-02,1.7460e-06,1.695e-04,4.824e-03,2.0585e-04,5.461e-04,6.201e-03,1.3563e-06,4.483e-06,1.321e-04,5.4367e+05,3.894e-06,6.352e-05,8.8179e+00,1.766e-07,4.077e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,125,10669,8590,2079,12602,7.8971e-06,2.690e-03,1.023e-01,1.7460e-06,1.459e-04,3.776e-03,2.0585e-04,7.744e-04,8.005e-03,1.3563e-06,3.808e-06,8.756e-05,5.4367e+05,3.908e-06,6.874e-05,8.8179e+00,1.634e-07,2.766e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,130,10669,8590,2079,12602,7.8971e-06,2.524e-03,6.612e-02,1.7460e-06,1.271e-04,3.451e-03,2.0585e-04,7.011e-04,6.866e-03,1.3563e-06,3.271e-06,7.323e-05,5.4367e+05,4.462e-06,1.859e-04,8.8179e+00,1.586e-07,2.252e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,135,10669,8590,2079,12602,7.8971e-06,2.637e-03,7.884e-02,1.7460e-06,1.137e-04,2.581e-03,2.0585e-04,8.071e-04,6.977e-03,1.3563e-06,2.985e-06,5.181e-05,5.4367e+05,5.248e-06,2.753e-04,8.8179e+00,1.448e-07,1.719e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,140,10669,8590,2079,12602,7.8971e-06,2.360e-03,7.148e-02,1.7460e-06,1.138e-04,2.890e-03,2.0585e-04,7.982e-04,6.941e-03,1.3563e-06,2.995e-06,7.331e-05,5.4367e+05,5.589e-06,3.010e-04,8.8179e+00,1.437e-07,2.309e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,145,10669,8590,2079,12602,7.8971e-06,3.052e-03,9.637e-02,1.7460e-06,1.010e-04,3.141e-03,2.0585e-04,8.903e-04,1.147e-02,1.3563e-06,2.307e-06,5.805e-05,5.4367e+05,5.070e-06,2.441e-04,8.8179e+00,1.225e-07,1.612e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,150,10669,8590,2079,12602,7.8971e-06,2.964e-03,8.972e-02,1.7460e-06,1.277e-04,3.258e-03,2.0585e-04,8.565e-04,8.341e-03,1.3563e-06,3.049e-06,7.850e-05,5.4367e+05,4.295e-06,6.254e-05,8.8179e+00,1.393e-07,2.328e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,155,10669,8590,2079,12602,7.8971e-06,3.588e-03,1.437e-01,1.7460e-06,1.248e-04,3.380e-03,2.0585e-04,1.089e-03,1.558e-02,1.3563e-06,3.124e-06,8.278e-05,5.4367e+05,4.060e-06,7.202e-05,8.8179e+00,1.367e-07,2.575e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,160,10669,8590,2079,12602,7.8971e-06,2.996e-03,8.327e-02,1.7460e-06,1.258e-04,3.091e-03,2.0585e-04,9.823e-04,1.389e-02,1.3563e-06,3.318e-06,7.606e-05,5.4367e+05,4.095e-06,1.004e-04,8.8179e+00,1.461e-07,2.421e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,165,10669,8590,2079,12602,7.8971e-06,3.391e-03,7.644e-02,1.7460e-06,1.472e-04,4.157e-03,2.0585e-04,8.698e-04,8.197e-03,1.3563e-06,3.942e-06,1.168e-04,5.4367e+05,4.362e-06,1.675e-04,8.8179e+00,1.715e-07,3.925e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,170,10669,8590,2079,12602,7.8971e-06,3.051e-03,7.181e-02,1.7460e-06,1.725e-04,5.500e-03,2.0585e-04,7.340e-04,8.234e-03,1.3563e-06,4.613e-06,1.541e-04,5.4367e+05,5.066e-06,2.814e-04,8.8179e+00,2.000e-07,5.141e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,175,10669,8590,2079,12602,7.8971e-06,2.659e-03,6.772e-02,1.7460e-06,1.763e-04,4.912e-03,2.0585e-04,7.176e-04,7.179e-03,1.3563e-06,4.620e-06,1.377e-04,5.4367e+05,4.795e-06,2.360e-04,8.8179e+00,1.938e-07,4.597e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,180,10669,8590,2079,12602,7.8971e-06,2.509e-03,5.499e-02,1.7460e-06,1.987e-04,4.594e-03,2.0585e-04,7.695e-04,8.254e-03,1.3563e-06,5.217e-06,1.287e-04,5.4367e+05,4.364e-06,1.814e-04,8.8179e+00,2.056e-07,4.288e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,185,10669,8590,2079,12602,7.8971e-06,3.510e-03,8.221e-02,1.7460e-06,2.384e-04,4.996e-03,2.0585e-04,9.284e-04,1.012e-02,1.3563e-06,6.410e-06,1.396e-04,5.4367e+05,4.062e-06,1.146e-04,8.8179e+00,2.332e-07,4.612e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,190,10669,8590,2079,12602,7.8971e-06,2.783e-03,7.423e-02,1.7460e-06,2.755e-04,5.623e-03,2.0585e-04,6.685e-04,7.479e-03,1.3563e-06,7.492e-06,1.566e-04,5.4367e+05,3.806e-06,7.424e-05,8.8179e+00,2.663e-07,5.115e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,195,10669,8590,2079,12602,7.8971e-06,3.158e-03,5.906e-02,1.7460e-06,2.847e-04,6.798e-03,2.0585e-04,9.571e-04,1.252e-02,1.3563e-06,7.788e-06,1.673e-04,5.4367e+05,3.781e-06,7.715e-05,8.8179e+00,2.722e-07,5.346e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,200,10669,8590,2079,12602,7.8971e-06,3.447e-03,1.206e-01,1.7460e-06,2.984e-04,7.678e-03,2.0585e-04,9.197e-04,9.327e-03,1.3563e-06,8.146e-06,1.805e-04,5.4367e+05,3.910e-06,7.472e-05,8.8179e+00,2.821e-07,5.717e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,205,10669,8590,2079,12602,7.8971e-06,4.273e-03,1.348e-01,1.7460e-06,3.140e-04,7.810e-03,2.0585e-04,1.198e-03,1.867e-02,1.3563e-06,8.516e-06,2.158e-04,5.4367e+05,4.310e-06,7.771e-05,8.8179e+00,2.910e-07,6.896e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,210,10669,8590,2079,12602,7.8971e-06,3.682e-03,7.761e-02,1.7460e-06,3.230e-04,8.427e-03,2.0585e-04,2.006e-03,5.001e-02,1.3563e-06,8.740e-06,2.328e-04,5.4367e+05,5.329e-06,2.780e-04,8.8179e+00,2.987e-07,7.447e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,215,10669,8590,2079,12602,7.8971e-06,2.547e-03,4.350e-02,1.7460e-06,3.261e-04,8.531e-03,2.0585e-04,1.754e-03,2.790e-02,1.3563e-06,8.971e-06,2.347e-04,5.4367e+05,4.710e-06,2.218e-04,8.8179e+00,2.997e-07,7.395e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,220,10669,8590,2079,12602,7.8971e-06,2.408e-03,5.737e-02,1.7460e-06,3.288e-04,8.588e-03,2.0585e-04,1.662e-03,1.875e-02,1.3563e-06,9.083e-06,2.355e-04,5.4367e+05,4.120e-06,1.370e-04,8.8179e+00,3.025e-07,7.351e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,225,10669,8590,2079,12602,7.8971e-06,3.673e-03,1.557e-01,1.7460e-06,3.298e-04,9.758e-03,2.0585e-04,1.694e-03,1.650e-02,1.3563e-06,9.070e-06,2.676e-04,5.4367e+05,3.910e-06,1.012e-04,8.8179e+00,3.020e-07,8.363e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,230,10669,8590,2079,12602,7.8971e-06,2.763e-03,6.291e-02,1.7460e-06,3.368e-04,1.042e-02,2.0585e-04,1.669e-03,1.353e-02,1.3563e-06,9.243e-06,2.860e-04,5.4367e+05,4.216e-06,1.510e-04,8.8179e+00,3.099e-07,8.953e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,235,10669,8590,2079,12602,7.8971e-06,3.483e-03,9.754e-02,1.7460e-06,3.185e-04,7.972e-03,2.0585e-04,1.342e-03,9.925e-03,1.3563e-06,8.981e-06,2.190e-04,5.4367e+05,4.766e-06,2.296e-04,8.8179e+00,3.060e-07,6.865e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,240,10669,8590,2079,12602,7.8971e-06,2.792e-03,7.353e-02,1.7460e-06,3.102e-04,6.175e-03,2.0585e-04,1.154e-03,8.985e-03,1.3563e-06,8.862e-06,1.699e-04,5.4367e+05,3.601e-06,5.633e-05,8.8179e+00,3.055e-07,5.381e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,245,10669,8590,2079,12602,7.8971e-06,3.814e-03,1.030e-01,1.7460e-06,3.030e-04,7.074e-03,2.0585e-04,8.631e-04,9.098e-03,1.3563e-06,8.450e-06,1.946e-04,5.4367e+05,3.652e-06,5.610e-05,8.8179e+00,2.887e-07,6.124e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,250,10669,8590,2079,12602,7.8971e-06,3.491e-03,9.310e-02,1.7460e-06,2.912e-04,7.158e-03,2.0585e-04,5.448e-04,5.812e-03,1.3563e-06,7.992e-06,1.972e-04,5.4367e+05,3.501e-06,5.300e-05,8.8179e+00,2.753e-07,6.239e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,255,10669,8590,2079,12602,7.8971e-06,2.783e-03,7.118e-02,1.7460e-06,2.789e-04,5.930e-03,2.0585e-04,7.048e-04,9.256e-03,1.3563e-06,7.655e-06,1.647e-04,5.4367e+05,3.636e-06,5.484e-05,8.8179e+00,2.661e-07,5.336e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,260,10669,8590,2079,12602,7.8971e-06,2.412e-03,9.248e-02,1.7460e-06,2.767e-04,6.045e-03,2.0585e-04,8.300e-04,1.222e-02,1.3563e-06,7.572e-06,1.437e-04,5.4367e+05,4.915e-06,2.394e-04,8.8179e+00,2.673e-07,4.791e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,265,10669,8590,2079,12602,7.8971e-06,3.987e-03,1.110e-01,1.7460e-06,2.800e-04,6.728e-03,2.0585e-04,9.696e-04,9.490e-03,1.3563e-06,7.679e-06,1.455e-04,5.4367e+05,5.150e-06,2.757e-04,8.8179e+00,2.712e-07,4.990e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,270,10669,8590,2079,12602,7.8971e-06,3.816e-03,9.494e-02,1.7460e-06,2.858e-04,6.697e-03,2.0585e-04,1.139e-03,1.238e-02,1.3563e-06,7.891e-06,1.536e-04,5.4367e+05,5.033e-06,2.481e-04,8.8179e+00,2.808e-07,5.321e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,275,10669,8590,2079,12602,7.8971e-06,3.694e-03,7.613e-02,1.7460e-06,2.796e-04,5.452e-03,2.0585e-04,1.171e-03,9.467e-03,1.3563e-06,7.987e-06,1.542e-04,5.4367e+05,5.336e-06,2.985e-04,8.8179e+00,2.782e-07,5.285e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,280,10669,8590,2079,12602,7.8971e-06,2.602e-03,6.103e-02,1.7460e-06,2.747e-04,5.056e-03,2.0585e-04,6.958e-04,7.173e-03,1.3563e-06,7.983e-06,1.532e-04,5.4367e+05,5.665e-06,3.364e-04,8.8179e+00,2.761e-07,4.966e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,285,10669,8590,2079,12602,7.8971e-06,2.986e-03,9.374e-02,1.7460e-06,2.717e-04,4.464e-03,2.0585e-04,7.379e-04,7.505e-03,1.3563e-06,7.695e-06,1.388e-04,5.4367e+05,4.899e-06,2.478e-04,8.8179e+00,2.647e-07,4.434e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,290,10669,8590,2079,12602,7.8971e-06,2.579e-03,7.438e-02,1.7460e-06,2.737e-04,4.756e-03,2.0585e-04,7.025e-04,8.883e-03,1.3563e-06,7.647e-06,1.352e-04,5.4367e+05,4.137e-06,1.292e-04,8.8179e+00,2.658e-07,4.293e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,295,10669,8590,2079,12602,7.8971e-06,2.455e-03,6.114e-02,1.7460e-06,2.714e-04,4.550e-03,2.0585e-04,6.106e-04,7.114e-03,1.3563e-06,7.823e-06,1.489e-04,5.4367e+05,3.634e-06,7.079e-05,8.8179e+00,2.774e-07,4.838e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,300,10669,8590,2079,12602,7.8971e-06,2.215e-03,5.674e-02,1.7460e-06,2.737e-04,5.076e-03,2.0585e-04,5.938e-04,7.878e-03,1.3563e-06,8.046e-06,1.572e-04,5.4367e+05,3.714e-06,8.184e-05,8.8179e+00,2.898e-07,5.267e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,305,10669,8590,2079,12602,7.8971e-06,2.992e-03,9.238e-02,1.7460e-06,2.718e-04,5.109e-03,2.0585e-04,7.828e-04,1.401e-02,1.3563e-06,8.019e-06,1.557e-04,5.4367e+05,3.735e-06,7.114e-05,8.8179e+00,2.817e-07,5.039e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,310,10669,8590,2079,12602,7.8971e-06,2.462e-03,6.734e-02,1.7460e-06,2.681e-04,5.050e-03,2.0585e-04,6.276e-04,5.719e-03,1.3563e-06,7.868e-06,1.462e-04,5.4367e+05,3.622e-06,6.380e-05,8.8179e+00,2.741e-07,4.641e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,315,10669,8590,2079,12602,7.8971e-06,3.545e-03,1.141e-01,1.7460e-06,2.695e-04,6.027e-03,2.0585e-04,7.122e-04,1.076e-02,1.3563e-06,7.692e-06,1.501e-04,5.4367e+05,3.798e-06,9.593e-05,8.8179e+00,2.633e-07,4.994e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,320,10669,8590,2079,12602,7.8971e-06,3.331e-03,6.667e-02,1.7460e-06,2.720e-04,6.678e-03,2.0585e-04,9.217e-04,1.467e-02,1.3563e-06,7.559e-06,1.661e-04,5.4367e+05,3.483e-06,5.530e-05,8.8179e+00,2.583e-07,5.495e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,325,10669,8590,2079,12602,7.8971e-06,4.033e-03,8.636e-02,1.7460e-06,2.692e-04,6.371e-03,2.0585e-04,1.293e-03,1.509e-02,1.3563e-06,7.193e-06,1.590e-04,5.4367e+05,3.567e-06,7.130e-05,8.8179e+00,2.490e-07,5.346e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,330,10669,8590,2079,12602,7.8971e-06,3.144e-03,8.458e-02,1.7460e-06,2.786e-04,6.225e-03,2.0585e-04,8.729e-04,9.285e-03,1.3563e-06,7.100e-06,1.556e-04,5.4367e+05,3.518e-06,8.009e-05,8.8179e+00,2.496e-07,5.259e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,335,10669,8590,2079,12602,7.8971e-06,3.745e-03,8.526e-02,1.7460e-06,2.745e-04,6.179e-03,2.0585e-04,9.292e-04,9.826e-03,1.3563e-06,6.926e-06,1.539e-04,5.4367e+05,3.640e-06,5.484e-05,8.8179e+00,2.427e-07,5.131e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,340,10669,8590,2079,12602,7.8971e-06,3.093e-03,8.704e-02,1.7460e-06,2.812e-04,6.258e-03,2.0585e-04,9.210e-04,8.254e-03,1.3563e-06,7.202e-06,1.556e-04,5.4367e+05,4.505e-06,2.092e-04,8.8179e+00,2.541e-07,5.146e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,345,10669,8590,2079,12602,7.8971e-06,3.347e-03,5.848e-02,1.7460e-06,2.615e-04,5.761e-03,2.0585e-04,9.202e-04,9.268e-03,1.3563e-06,6.724e-06,1.432e-04,5.4367e+05,5.367e-06,2.917e-04,8.8179e+00,2.377e-07,4.743e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,350,10669,8590,2079,12602,7.8971e-06,3.245e-03,6.761e-02,1.7460e-06,2.579e-04,5.286e-03,2.0585e-04,7.845e-04,7.150e-03,1.3563e-06,6.686e-06,1.311e-04,5.4367e+05,5.400e-06,3.044e-04,8.8179e+00,2.386e-07,4.301e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,355,10669,8590,2079,12602,7.8971e-06,3.656e-03,9.276e-02,1.7460e-06,2.644e-04,5.366e-03,2.0585e-04,7.266e-04,1.029e-02,1.3563e-06,6.877e-06,1.313e-04,5.4367e+05,5.666e-06,3.125e-04,8.8179e+00,2.418e-07,4.061e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,360,10669,8590,2079,12602,7.8971e-06,2.689e-03,5.438e-02,1.7460e-06,2.746e-04,5.528e-03,2.0585e-04,9.535e-04,8.325e-03,1.3563e-06,7.221e-06,1.344e-04,5.4367e+05,3.732e-06,8.993e-05,8.8179e+00,2.531e-07,4.024e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,365,10669,8590,2079,12602,7.8971e-06,2.498e-03,4.547e-02,1.7460e-06,3.117e-04,6.879e-03,2.0585e-04,8.320e-04,8.167e-03,1.3563e-06,8.262e-06,1.685e-04,5.4367e+05,3.477e-06,6.434e-05,8.8179e+00,2.839e-07,5.303e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,370,10669,8590,2079,12602,7.8971e-06,2.140e-03,6.030e-02,1.7460e-06,3.403e-04,7.747e-03,2.0585e-04,6.812e-04,7.245e-03,1.3563e-06,9.019e-06,1.964e-04,5.4367e+05,4.892e-06,2.750e-04,8.8179e+00,3.092e-07,6.424e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,375,10669,8590,2079,12602,7.8971e-06,3.179e-03,8.822e-02,1.7460e-06,3.351e-04,7.528e-03,2.0585e-04,9.986e-04,1.004e-02,1.3563e-06,8.900e-06,2.086e-04,5.4367e+05,4.713e-06,2.543e-04,8.8179e+00,3.030e-07,6.733e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,380,10669,8590,2079,12602,7.8971e-06,2.350e-03,5.903e-02,1.7460e-06,3.249e-04,7.396e-03,2.0585e-04,7.466e-04,5.670e-03,1.3563e-06,8.651e-06,2.044e-04,5.4367e+05,4.045e-06,1.634e-04,8.8179e+00,2.954e-07,6.533e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,385,10669,8590,2079,12602,7.8971e-06,2.784e-03,9.158e-02,1.7460e-06,3.182e-04,6.437e-03,2.0585e-04,7.292e-04,9.412e-03,1.3563e-06,8.407e-06,1.754e-04,5.4367e+05,4.276e-06,1.972e-04,8.8179e+00,2.851e-07,5.556e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,390,10669,8590,2079,12602,7.8971e-06,2.188e-03,5.188e-02,1.7460e-06,3.240e-04,6.990e-03,2.0585e-04,5.681e-04,4.460e-03,1.3563e-06,8.471e-06,1.538e-04,5.4367e+05,3.866e-06,1.233e-04,8.8179e+00,2.886e-07,4.874e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,395,10669,8590,2079,12602,7.8971e-06,3.069e-03,6.678e-02,1.7460e-06,3.233e-04,7.451e-03,2.0585e-04,6.055e-04,5.533e-03,1.3563e-06,8.567e-06,1.595e-04,5.4367e+05,3.251e-06,6.076e-05,8.8179e+00,2.930e-07,4.765e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,5,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,10,10669,8590,2079,12602,7.8971e-06,1.995e-03,5.645e-02,1.7460e-06,5.479e-06,1.342e-04,2.0585e-04,1.497e-04,3.162e-03,1.3563e-06,1.643e-07,5.692e-06,5.4367e+05,1.086e-06,3.299e-05,8.8179e+00,7.367e-09,1.983e-07
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,15,10669,8590,2079,12602,7.8971e-06,3.448e-03,7.183e-02,1.7460e-06,4.141e-05,9.484e-04,2.0585e-04,7.699e-04,8.098e-03,1.3563e-06,1.235e-06,4.017e-05,5.4367e+05,2.269e-06,1.092e-04,8.8179e+00,5.552e-08,1.396e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,20,10669,8590,2079,12602,7.8971e-06,2.986e-03,5.147e-02,1.7460e-06,6.230e-05,1.498e-03,2.0585e-04,7.820e-04,9.313e-03,1.3563e-06,1.866e-06,5.513e-05,5.4367e+05,3.075e-06,1.796e-04,8.8179e+00,8.762e-08,1.930e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,25,10669,8590,2079,12602,7.8971e-06,2.409e-03,8.719e-02,1.7460e-06,4.605e-05,1.206e-03,2.0585e-04,9.030e-04,1.237e-02,1.3563e-06,1.361e-06,4.481e-05,5.4367e+05,3.986e-06,2.461e-04,8.8179e+00,8.181e-08,1.481e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,30,10669,8590,2079,12602,7.8971e-06,2.245e-03,6.355e-02,1.7460e-06,7.607e-05,2.107e-03,2.0585e-04,7.013e-04,6.614e-03,1.3563e-06,2.042e-06,5.580e-05,5.4367e+05,3.413e-06,1.620e-04,8.8179e+00,1.012e-07,1.616e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,35,10669,8590,2079,12602,7.8971e-06,2.726e-03,8.384e-02,1.7460e-06,8.959e-05,2.068e-03,2.0585e-04,7.379e-04,8.960e-03,1.3563e-06,2.282e-06,5.564e-05,5.4367e+05,3.060e-06,8.664e-05,8.8179e+00,1.072e-07,1.603e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,40,10669,8590,2079,12602,7.8971e-06,3.275e-03,1.029e-01,1.7460e-06,1.058e-04,2.242e-03,2.0585e-04,7.145e-04,9.157e-03,1.3563e-06,2.629e-06,5.102e-05,5.4367e+05,3.220e-06,8.627e-05,8.8179e+00,1.240e-07,1.757e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,45,10669,8590,2079,12602,7.8971e-06,3.530e-03,7.911e-02,1.7460e-06,8.307e-05,1.989e-03,2.0585e-04,9.706e-04,1.209e-02,1.3563e-06,2.026e-06,4.892e-05,5.4367e+05,3.672e-06,8.233e-05,8.8179e+00,1.063e-07,1.559e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,50,10669,8590,2079,12602,7.8971e-06,3.155e-03,7.944e-02,1.7460e-06,9.255e-05,2.670e-03,2.0585e-04,8.723e-04,8.688e-03,1.3563e-06,2.394e-06,7.355e-05,5.4367e+05,4.163e-06,1.154e-04,8.8179e+00,1.141e-07,2.291e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,55,10669,8590,2079,12602,7.8971e-06,3.355e-03,9.953e-02,1.7460e-06,8.854e-05,2.072e-03,2.0585e-04,7.526e-04,8.542e-03,1.3563e-06,2.439e-06,5.578e-05,5.4367e+05,4.248e-06,1.146e-04,8.8179e+00,1.140e-07,1.925e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,60,10669,8590,2079,12602,7.8971e-06,2.779e-03,8.301e-02,1.7460e-06,8.536e-05,1.479e-03,2.0585e-04,7.324e-04,8.458e-03,1.3563e-06,2.503e-06,6.433e-05,5.4367e+05,5.705e-06,2.862e-04,8.8179e+00,1.224e-07,2.331e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,65,10669,8590,2079,12602,7.8971e-06,3.790e-03,7.549e-02,1.7460e-06,8.549e-05,1.746e-03,2.0585e-04,9.756e-04,2.038e-02,1.3563e-06,2.478e-06,7.035e-05,5.4367e+05,7.007e-06,4.385e-04,8.8179e+00,1.146e-07,2.255e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,70,10669,8590,2079,12602,7.8971e-06,3.235e-03,8.370e-02,1.7460e-06,1.122e-04,2.857e-03,2.0585e-04,9.823e-04,1.463e-02,1.3563e-06,3.100e-06,7.525e-05,5.4367e+05,5.794e-06,3.269e-04,8.8179e+00,1.313e-07,2.285e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,75,10669,8590,2079,12602,7.8971e-06,3.366e-03,7.345e-02,1.7460e-06,1.415e-04,3.524e-03,2.0585e-04,1.024e-03,1.499e-02,1.3563e-06,3.910e-06,9.877e-05,5.4367e+05,4.834e-06,2.249e-04,8.8179e+00,1.482e-07,3.220e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,80,10669,8590,2079,12602,7.8971e-06,3.266e-03,6.492e-02,1.7460e-06,1.667e-04,3.967e-03,2.0585e-04,1.465e-03,1.345e-02,1.3563e-06,4.571e-06,1.144e-04,5.4367e+05,3.822e-06,6.622e-05,8.8179e+00,1.708e-07,3.794e-06
