case,model,step,n_fixed,n_fixed_wallband,n_fixed_outer,n_moved,Eddy_Viscosity_band_scale,Eddy_Viscosity_band_rms_rel,Eddy_Viscosity_band_max_rel,Eddy_Viscosity_outer_scale,Eddy_Viscosity_outer_rms_rel,Eddy_Viscosity_outer_max_rel,Turb_Kin_Energy_band_scale,Turb_Kin_Energy_band_rms_rel,Turb_Kin_Energy_band_max_rel,Turb_Kin_Energy_outer_scale,Turb_Kin_Energy_outer_rms_rel,Turb_Kin_Energy_outer_max_rel,Omega_band_scale,Omega_band_rms_rel,Omega_band_max_rel,Omega_outer_scale,Omega_outer_rms_rel,Omega_outer_max_rel
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,115,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,120,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,125,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,130,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,135,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,140,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,145,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,150,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,155,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,160,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,165,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,170,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,175,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,180,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,185,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,190,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,195,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,200,22508,8590,13918,763,7.8971e-06,2.867e-06,1.032e-04,7.5674e-06,2.548e-04,1.842e-02,2.0585e-04,6.858e-07,9.756e-06,5.6653e-05,7.680e-05,7.446e-03,5.4367e+05,7.833e-08,3.348e-06,1.8606e+01,4.577e-05,3.784e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,205,22508,8590,13918,763,7.8971e-06,5.297e-06,1.598e-04,7.5674e-06,9.014e-04,4.953e-02,2.0585e-04,5.541e-06,5.260e-05,5.6653e-05,1.529e-04,1.117e-02,5.4367e+05,2.345e-07,6.079e-06,1.8606e+01,8.621e-05,5.635e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,210,22508,8590,13918,763,7.8971e-06,6.168e-06,1.495e-04,7.5674e-06,9.223e-04,4.934e-02,2.0585e-04,3.782e-05,3.216e-04,5.6653e-05,1.529e-04,1.113e-02,5.4367e+05,3.873e-07,7.494e-06,1.8606e+01,8.610e-05,5.616e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,215,22508,8590,13918,763,7.8971e-06,7.953e-06,1.407e-04,7.5674e-06,9.331e-04,4.934e-02,2.0585e-04,4.364e-05,2.948e-04,5.6653e-05,1.532e-04,1.112e-02,5.4367e+05,4.915e-07,8.098e-06,1.8606e+01,8.625e-05,5.615e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,220,22508,8590,13918,763,7.8971e-06,8.843e-06,1.400e-04,7.5674e-06,9.382e-04,4.933e-02,2.0585e-04,3.584e-05,3.677e-04,5.6653e-05,1.533e-04,1.111e-02,5.4367e+05,5.810e-07,8.457e-06,1.8606e+01,8.629e-05,5.610e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,225,22508,8590,13918,763,7.8971e-06,1.010e-05,1.571e-04,7.5674e-06,9.409e-04,4.933e-02,2.0585e-04,4.367e-05,4.415e-04,5.6653e-05,1.533e-04,1.110e-02,5.4367e+05,6.442e-07,8.615e-06,1.8606e+01,8.638e-05,5.608e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,230,22508,8590,13918,763,7.8971e-06,1.263e-05,1.768e-04,7.5674e-06,9.429e-04,4.935e-02,2.0585e-04,4.999e-05,5.616e-04,5.6653e-05,1.538e-04,1.110e-02,5.4367e+05,6.997e-07,8.888e-06,1.8606e+01,8.648e-05,5.610e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,235,22508,8590,13918,763,7.8971e-06,1.651e-05,2.106e-04,7.5674e-06,9.443e-04,4.933e-02,2.0585e-04,5.358e-05,6.474e-04,5.6653e-05,1.547e-04,1.107e-02,5.4367e+05,7.454e-07,9.283e-06,1.8606e+01,8.664e-05,5.599e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,240,22508,8590,13918,763,7.8971e-06,2.012e-05,2.469e-04,7.5674e-06,9.450e-04,4.927e-02,2.0585e-04,5.601e-05,7.110e-04,5.6653e-05,1.550e-04,1.104e-02,5.4367e+05,7.804e-07,9.657e-06,1.8606e+01,8.697e-05,5.596e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,245,22508,8590,13918,763,7.8971e-06,2.223e-05,2.704e-04,7.5674e-06,9.459e-04,4.926e-02,2.0585e-04,5.757e-05,7.464e-04,5.6653e-05,1.551e-04,1.104e-02,5.4367e+05,7.984e-07,1.000e-05,1.8606e+01,8.746e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,250,22508,8590,13918,763,7.8971e-06,2.368e-05,2.850e-04,7.5674e-06,9.463e-04,4.927e-02,2.0585e-04,5.892e-05,7.725e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.113e-07,1.023e-05,1.8606e+01,8.794e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,255,22508,8590,13918,763,7.8971e-06,2.487e-05,2.918e-04,7.5674e-06,9.464e-04,4.926e-02,2.0585e-04,6.000e-05,7.908e-04,5.6653e-05,1.557e-04,1.103e-02,5.4367e+05,8.200e-07,1.023e-05,1.8606e+01,8.818e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,260,22508,8590,13918,763,7.8971e-06,2.593e-05,2.989e-04,7.5674e-06,9.465e-04,4.926e-02,2.0585e-04,6.080e-05,8.034e-04,5.6653e-05,1.557e-04,1.103e-02,5.4367e+05,8.237e-07,1.023e-05,1.8606e+01,8.820e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,265,22508,8590,13918,763,7.8971e-06,2.692e-05,3.056e-04,7.5674e-06,9.467e-04,4.926e-02,2.0585e-04,6.144e-05,8.133e-04,5.6653e-05,1.557e-04,1.103e-02,5.4367e+05,8.267e-07,1.035e-05,1.8606e+01,8.814e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,270,22508,8590,13918,763,7.8971e-06,2.787e-05,3.107e-04,7.5674e-06,9.468e-04,4.926e-02,2.0585e-04,6.202e-05,8.220e-04,5.6653e-05,1.556e-04,1.103e-02,5.4367e+05,8.267e-07,1.035e-05,1.8606e+01,8.808e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,275,22508,8590,13918,763,7.8971e-06,2.876e-05,3.143e-04,7.5674e-06,9.470e-04,4.926e-02,2.0585e-04,6.253e-05,8.295e-04,5.6653e-05,1.556e-04,1.103e-02,5.4367e+05,8.271e-07,1.035e-05,1.8606e+01,8.803e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,280,22508,8590,13918,763,7.8971e-06,2.963e-05,3.170e-04,7.5674e-06,9.471e-04,4.926e-02,2.0585e-04,6.300e-05,8.365e-04,5.6653e-05,1.556e-04,1.103e-02,5.4367e+05,8.271e-07,1.023e-05,1.8606e+01,8.798e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,285,22508,8590,13918,763,7.8971e-06,3.046e-05,3.195e-04,7.5674e-06,9.472e-04,4.926e-02,2.0585e-04,6.343e-05,8.428e-04,5.6653e-05,1.556e-04,1.103e-02,5.4367e+05,8.267e-07,1.023e-05,1.8606e+01,8.795e-05,5.601e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,290,22508,8590,13918,763,7.8971e-06,3.131e-05,3.217e-04,7.5674e-06,9.473e-04,4.926e-02,2.0585e-04,6.386e-05,8.489e-04,5.6653e-05,1.555e-04,1.103e-02,5.4367e+05,8.264e-07,1.023e-05,1.8606e+01,8.791e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,295,22508,8590,13918,763,7.8971e-06,3.216e-05,3.239e-04,7.5674e-06,9.475e-04,4.926e-02,2.0585e-04,6.429e-05,8.549e-04,5.6653e-05,1.555e-04,1.103e-02,5.4367e+05,8.261e-07,1.023e-05,1.8606e+01,8.788e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,300,22508,8590,13918,763,7.8971e-06,3.302e-05,3.261e-04,7.5674e-06,9.476e-04,4.926e-02,2.0585e-04,6.472e-05,8.606e-04,5.6653e-05,1.555e-04,1.103e-02,5.4367e+05,8.256e-07,1.023e-05,1.8606e+01,8.785e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,305,22508,8590,13918,763,7.8971e-06,3.389e-05,3.282e-04,7.5674e-06,9.477e-04,4.926e-02,2.0585e-04,6.514e-05,8.662e-04,5.6653e-05,1.555e-04,1.103e-02,5.4367e+05,8.240e-07,1.012e-05,1.8606e+01,8.782e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,310,22508,8590,13918,763,7.8971e-06,3.478e-05,3.302e-04,7.5674e-06,9.478e-04,4.926e-02,2.0585e-04,6.557e-05,8.716e-04,5.6653e-05,1.555e-04,1.103e-02,5.4367e+05,8.252e-07,1.012e-05,1.8606e+01,8.779e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,315,22508,8590,13918,763,7.8971e-06,3.569e-05,3.320e-04,7.5674e-06,9.479e-04,4.927e-02,2.0585e-04,6.599e-05,8.769e-04,5.6653e-05,1.555e-04,1.103e-02,5.4367e+05,8.238e-07,1.012e-05,1.8606e+01,8.777e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,320,22508,8590,13918,763,7.8971e-06,3.661e-05,3.337e-04,7.5674e-06,9.480e-04,4.927e-02,2.0585e-04,6.642e-05,8.821e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.237e-07,1.012e-05,1.8606e+01,8.775e-05,5.602e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,325,22508,8590,13918,763,7.8971e-06,3.756e-05,3.351e-04,7.5674e-06,9.482e-04,4.927e-02,2.0585e-04,6.684e-05,8.871e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.231e-07,1.012e-05,1.8606e+01,8.773e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,330,22508,8590,13918,763,7.8971e-06,3.850e-05,3.365e-04,7.5674e-06,9.483e-04,4.927e-02,2.0585e-04,6.726e-05,8.920e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.222e-07,9.887e-06,1.8606e+01,8.772e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,335,22508,8590,13918,763,7.8971e-06,3.945e-05,3.377e-04,7.5674e-06,9.484e-04,4.927e-02,2.0585e-04,6.767e-05,8.967e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.216e-07,9.887e-06,1.8606e+01,8.770e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,340,22508,8590,13918,763,7.8971e-06,4.039e-05,3.388e-04,7.5674e-06,9.485e-04,4.927e-02,2.0585e-04,6.809e-05,9.013e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.205e-07,9.887e-06,1.8606e+01,8.769e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,345,22508,8590,13918,763,7.8971e-06,4.131e-05,3.398e-04,7.5674e-06,9.486e-04,4.927e-02,2.0585e-04,6.850e-05,9.059e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.197e-07,9.887e-06,1.8606e+01,8.768e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,350,22508,8590,13918,763,7.8971e-06,4.222e-05,3.408e-04,7.5674e-06,9.487e-04,4.927e-02,2.0585e-04,6.890e-05,9.103e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.203e-07,9.887e-06,1.8606e+01,8.767e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,355,22508,8590,13918,763,7.8971e-06,4.311e-05,3.418e-04,7.5674e-06,9.487e-04,4.927e-02,2.0585e-04,6.931e-05,9.146e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.189e-07,9.887e-06,1.8606e+01,8.766e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,360,22508,8590,13918,763,7.8971e-06,4.397e-05,3.427e-04,7.5674e-06,9.488e-04,4.927e-02,2.0585e-04,6.971e-05,9.188e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.186e-07,9.772e-06,1.8606e+01,8.765e-05,5.603e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,365,22508,8590,13918,763,7.8971e-06,4.482e-05,3.436e-04,7.5674e-06,9.489e-04,4.927e-02,2.0585e-04,7.011e-05,9.229e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.178e-07,9.772e-06,1.8606e+01,8.765e-05,5.604e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,370,22508,8590,13918,763,7.8971e-06,4.564e-05,3.445e-04,7.5674e-06,9.490e-04,4.927e-02,2.0585e-04,7.050e-05,9.269e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.177e-07,9.772e-06,1.8606e+01,8.764e-05,5.604e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,375,22508,8590,13918,763,7.8971e-06,4.644e-05,3.454e-04,7.5674e-06,9.491e-04,4.927e-02,2.0585e-04,7.089e-05,9.309e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.171e-07,9.772e-06,1.8606e+01,8.764e-05,5.604e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,380,22508,8590,13918,763,7.8971e-06,4.721e-05,3.462e-04,7.5674e-06,9.492e-04,4.928e-02,2.0585e-04,7.128e-05,9.347e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.175e-07,9.772e-06,1.8606e+01,8.763e-05,5.604e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,385,22508,8590,13918,763,7.8971e-06,4.796e-05,3.471e-04,7.5674e-06,9.492e-04,4.928e-02,2.0585e-04,7.166e-05,9.384e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.153e-07,9.772e-06,1.8606e+01,8.762e-05,5.604e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,390,22508,8590,13918,763,7.8971e-06,4.868e-05,3.479e-04,7.5674e-06,9.493e-04,4.928e-02,2.0585e-04,7.204e-05,9.420e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.161e-07,9.772e-06,1.8606e+01,8.762e-05,5.604e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,395,22508,8590,13918,763,7.8971e-06,4.937e-05,3.487e-04,7.5674e-06,9.494e-04,4.928e-02,2.0585e-04,7.241e-05,9.456e-04,5.6653e-05,1.555e-04,1.104e-02,5.4367e+05,8.153e-07,9.664e-06,1.8606e+01,8.761e-05,5.604e-03
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,5,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,10,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,15,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,20,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,25,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,30,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,35,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,40,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,45,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,50,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,55,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,60,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,65,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,70,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,SST,75,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
