case,model,step,n_fixed,n_fixed_wallband,n_fixed_outer,n_moved,Eddy_Viscosity_band_scale,Eddy_Viscosity_band_rms_rel,Eddy_Viscosity_band_max_rel,Eddy_Viscosity_outer_scale,Eddy_Viscosity_outer_rms_rel,Eddy_Viscosity_outer_max_rel,Nu_Tilde_band_scale,Nu_Tilde_band_rms_rel,Nu_Tilde_band_max_rel,Nu_Tilde_outer_scale,Nu_Tilde_outer_rms_rel,Nu_Tilde_outer_max_rel
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,5,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7077e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7094e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,10,14275,12233,2042,15681,8.1682e-06,1.295e-04,3.465e-03,2.1745e-08,7.510e-05,3.110e-03,8.1699e-06,1.340e-04,3.768e-03,8.3543e-08,2.656e-05,9.655e-04
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,15,14275,12233,2042,15681,8.1682e-06,4.432e-04,1.013e-02,2.1745e-08,1.109e-04,4.268e-03,8.1699e-06,4.475e-04,1.014e-02,8.3543e-08,4.074e-05,1.324e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,20,14275,12233,2042,15681,8.1682e-06,7.312e-04,1.549e-02,2.1745e-08,1.054e-04,4.151e-03,8.1699e-06,7.363e-04,1.557e-02,8.3543e-08,3.828e-05,1.288e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,25,14275,12233,2042,15681,8.1682e-06,1.070e-03,1.883e-02,2.1745e-08,4.961e-05,1.799e-03,8.1699e-06,1.074e-03,1.890e-02,8.3543e-08,2.266e-05,6.542e-04
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,30,14275,12233,2042,15681,8.1682e-06,1.363e-03,2.105e-02,2.1745e-08,8.295e-05,2.306e-03,8.1698e-06,1.366e-03,2.121e-02,8.3543e-08,3.850e-05,9.272e-04
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,35,14275,12233,2042,15681,8.1682e-06,1.657e-03,2.498e-02,2.1745e-08,8.727e-05,2.862e-03,8.1698e-06,1.661e-03,2.496e-02,8.3543e-08,3.929e-05,8.930e-04
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,40,14275,12233,2042,15681,8.1682e-06,1.903e-03,2.370e-02,2.1745e-08,1.117e-04,3.044e-03,8.1698e-06,1.906e-03,2.371e-02,8.3543e-08,5.737e-05,1.954e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,45,14275,12233,2042,15681,8.1682e-06,2.068e-03,2.358e-02,2.1745e-08,9.349e-05,3.134e-03,8.1698e-06,2.071e-03,2.358e-02,8.3543e-08,4.049e-05,1.153e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,50,14275,12233,2042,15681,8.1682e-06,2.259e-03,2.307e-02,2.1745e-08,5.877e-05,1.724e-03,8.1698e-06,2.262e-03,2.315e-02,8.3543e-08,2.717e-05,6.564e-04
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,55,14275,12233,2042,15681,8.1682e-06,2.445e-03,2.352e-02,2.1745e-08,7.368e-05,1.725e-03,8.1698e-06,2.449e-03,2.352e-02,8.3543e-08,3.820e-05,1.053e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,60,14275,12233,2042,15681,8.1682e-06,2.659e-03,2.377e-02,2.1745e-08,1.731e-04,5.949e-03,8.1698e-06,2.663e-03,2.383e-02,8.3543e-08,7.304e-05,2.119e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,65,14275,12233,2042,15681,8.1682e-06,2.857e-03,2.597e-02,2.1745e-08,1.644e-04,5.916e-03,8.1698e-06,2.862e-03,2.599e-02,8.3543e-08,7.127e-05,2.088e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,70,14275,12233,2042,15681,8.1682e-06,3.025e-03,2.559e-02,2.1745e-08,1.569e-04,4.556e-03,8.1698e-06,3.029e-03,2.578e-02,8.3543e-08,7.152e-05,1.960e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,75,14275,12233,2042,15681,8.1682e-06,3.215e-03,2.693e-02,2.1745e-08,1.675e-04,5.603e-03,8.1698e-06,3.220e-03,2.696e-02,8.3543e-08,6.908e-05,2.127e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,80,14275,12233,2042,15681,8.1682e-06,3.394e-03,2.809e-02,2.1745e-08,1.721e-04,5.431e-03,8.1698e-06,3.398e-03,2.832e-02,8.3543e-08,6.915e-05,2.062e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,85,14275,12233,2042,15681,8.1683e-06,3.521e-03,3.285e-02,2.1745e-08,2.181e-04,6.295e-03,8.1698e-06,3.525e-03,3.281e-02,8.3543e-08,8.453e-05,2.389e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,90,14275,12233,2042,15681,8.1683e-06,3.634e-03,3.041e-02,2.1745e-08,3.301e-04,1.104e-02,8.1698e-06,3.638e-03,3.064e-02,8.3543e-08,1.242e-04,3.439e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,95,14275,12233,2042,15681,8.1683e-06,3.790e-03,3.704e-02,2.1745e-08,3.016e-04,9.346e-03,8.1699e-06,3.794e-03,3.709e-02,8.3543e-08,1.153e-04,3.542e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,100,14275,12233,2042,15681,8.1683e-06,3.926e-03,3.641e-02,2.1745e-08,2.498e-04,8.661e-03,8.1699e-06,3.929e-03,3.649e-02,8.3543e-08,1.023e-04,3.283e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,105,14275,12233,2042,15681,8.1683e-06,3.992e-03,3.385e-02,2.1745e-08,2.066e-04,5.275e-03,8.1699e-06,3.994e-03,3.384e-02,8.3543e-08,8.877e-05,2.003e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,110,14275,12233,2042,15681,8.1683e-06,4.053e-03,3.222e-02,2.1745e-08,2.160e-04,7.337e-03,8.1699e-06,4.056e-03,3.215e-02,8.3543e-08,9.169e-05,2.420e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,115,14275,12233,2042,15681,8.1684e-06,4.142e-03,3.335e-02,2.1745e-08,1.928e-04,6.109e-03,8.1699e-06,4.145e-03,3.339e-02,8.3543e-08,8.314e-05,2.260e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,120,14275,12233,2042,15681,8.1684e-06,4.205e-03,3.273e-02,2.1745e-08,1.760e-04,4.553e-03,8.1699e-06,4.206e-03,3.274e-02,8.3543e-08,8.024e-05,1.795e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,125,14275,12233,2042,15681,8.1684e-06,4.224e-03,3.166e-02,2.1745e-08,1.844e-04,5.660e-03,8.1700e-06,4.226e-03,3.163e-02,8.3543e-08,7.588e-05,1.784e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,130,14275,12233,2042,15681,8.1684e-06,4.245e-03,3.289e-02,2.1745e-08,2.926e-04,9.642e-03,8.1700e-06,4.246e-03,3.309e-02,8.3543e-08,1.063e-04,3.003e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,135,14275,12233,2042,15681,8.1684e-06,4.218e-03,3.217e-02,2.1745e-08,2.650e-04,7.894e-03,8.1700e-06,4.219e-03,3.208e-02,8.3543e-08,9.593e-05,2.457e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,140,14275,12233,2042,15681,8.1685e-06,4.166e-03,2.726e-02,2.1745e-08,2.003e-04,4.818e-03,8.1700e-06,4.166e-03,2.722e-02,8.3543e-08,8.111e-05,1.946e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,145,14275,12233,2042,15681,8.1685e-06,4.147e-03,3.048e-02,2.1745e-08,2.083e-04,4.967e-03,8.1700e-06,4.147e-03,3.046e-02,8.3543e-08,8.258e-05,2.006e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,150,14275,12233,2042,15681,8.1685e-06,4.144e-03,2.852e-02,2.1745e-08,2.313e-04,7.380e-03,8.1700e-06,4.145e-03,2.862e-02,8.3543e-08,8.531e-05,2.327e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,155,14275,12233,2042,15681,8.1685e-06,4.181e-03,3.046e-02,2.1745e-08,2.251e-04,7.510e-03,8.1701e-06,4.183e-03,3.041e-02,8.3543e-08,8.395e-05,2.368e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,160,14275,12233,2042,15681,8.1686e-06,4.242e-03,2.872e-02,2.1745e-08,2.553e-04,6.072e-03,8.1701e-06,4.244e-03,2.882e-02,8.3543e-08,1.070e-04,2.546e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,165,14275,12233,2042,15681,8.1686e-06,4.287e-03,3.088e-02,2.1745e-08,2.643e-04,6.654e-03,8.1701e-06,4.288e-03,3.087e-02,8.3543e-08,1.064e-04,2.685e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,170,14275,12233,2042,15681,8.1686e-06,4.306e-03,2.991e-02,2.1745e-08,2.739e-04,8.007e-03,8.1702e-06,4.307e-03,2.994e-02,8.3543e-08,1.034e-04,2.897e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,175,14275,12233,2042,15681,8.1687e-06,4.323e-03,2.947e-02,2.1745e-08,2.724e-04,7.080e-03,8.1702e-06,4.325e-03,2.945e-02,8.3543e-08,1.096e-04,2.856e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,180,14275,12233,2042,15681,8.1687e-06,4.343e-03,2.953e-02,2.1745e-08,3.083e-04,7.140e-03,8.1702e-06,4.344e-03,2.953e-02,8.3543e-08,1.275e-04,3.326e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,185,14275,12233,2042,15681,8.1687e-06,4.369e-03,2.937e-02,2.1745e-08,3.223e-04,7.851e-03,8.1702e-06,4.371e-03,2.939e-02,8.3543e-08,1.367e-04,3.890e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,190,14275,12233,2042,15681,8.1688e-06,4.413e-03,2.971e-02,2.1745e-08,2.842e-04,7.923e-03,8.1703e-06,4.415e-03,2.985e-02,8.3543e-08,1.346e-04,4.300e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,195,14275,12233,2042,15681,8.1688e-06,4.457e-03,3.244e-02,2.1745e-08,2.929e-04,8.239e-03,8.1703e-06,4.459e-03,3.242e-02,8.3543e-08,1.404e-04,4.470e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,200,14275,12233,2042,15681,8.1688e-06,4.458e-03,3.248e-02,2.1745e-08,3.486e-04,9.482e-03,8.1703e-06,4.457e-03,3.246e-02,8.3543e-08,1.645e-04,5.139e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,205,14275,12233,2042,15681,8.1689e-06,4.404e-03,3.058e-02,2.1745e-08,3.142e-04,7.420e-03,8.1704e-06,4.404e-03,3.054e-02,8.3543e-08,1.464e-04,4.028e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,210,14275,12233,2042,15681,8.1689e-06,4.356e-03,3.015e-02,2.1745e-08,2.808e-04,5.905e-03,8.1704e-06,4.356e-03,3.012e-02,8.3543e-08,1.296e-04,3.095e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,215,14275,12233,2042,15681,8.1689e-06,4.318e-03,2.973e-02,2.1745e-08,2.692e-04,5.729e-03,8.1704e-06,4.318e-03,2.974e-02,8.3543e-08,1.278e-04,3.003e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,220,14275,12233,2042,15681,8.1690e-06,4.283e-03,2.850e-02,2.1745e-08,2.652e-04,5.476e-03,8.1705e-06,4.284e-03,2.850e-02,8.3543e-08,1.280e-04,2.977e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,225,14275,12233,2042,15681,8.1690e-06,4.244e-03,2.936e-02,2.1745e-08,2.343e-04,3.939e-03,8.1705e-06,4.245e-03,2.937e-02,8.3543e-08,1.131e-04,2.144e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,230,14275,12233,2042,15681,8.1691e-06,4.196e-03,2.953e-02,2.1745e-08,2.634e-04,4.702e-03,8.1705e-06,4.196e-03,2.955e-02,8.3543e-08,1.199e-04,2.044e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,235,14275,12233,2042,15681,8.1691e-06,4.184e-03,2.880e-02,2.1745e-08,2.443e-04,4.991e-03,8.1706e-06,4.185e-03,2.880e-02,8.3543e-08,1.134e-04,2.033e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,240,14275,12233,2042,15681,8.1691e-06,4.164e-03,2.983e-02,2.1745e-08,2.289e-04,3.615e-03,8.1706e-06,4.163e-03,2.993e-02,8.3543e-08,1.048e-04,1.892e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,245,14275,12233,2042,15681,8.1692e-06,4.062e-03,3.061e-02,2.1745e-08,2.140e-04,3.441e-03,8.1706e-06,4.061e-03,3.060e-02,8.3543e-08,9.603e-05,1.392e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,250,14275,12233,2042,15681,8.1692e-06,4.001e-03,2.965e-02,2.1745e-08,2.439e-04,6.334e-03,8.1707e-06,4.001e-03,2.954e-02,8.3543e-08,1.053e-04,1.971e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,255,14275,12233,2042,15681,8.1692e-06,3.992e-03,3.087e-02,2.1745e-08,2.638e-04,7.182e-03,8.1707e-06,3.992e-03,3.091e-02,8.3543e-08,1.089e-04,2.235e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,260,14275,12233,2042,15681,8.1693e-06,3.972e-03,3.074e-02,2.1745e-08,2.621e-04,5.244e-03,8.1707e-06,3.972e-03,3.060e-02,8.3543e-08,1.090e-04,2.208e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,265,14275,12233,2042,15681,8.1693e-06,3.966e-03,2.801e-02,2.1745e-08,2.539e-04,5.107e-03,8.1707e-06,3.967e-03,2.797e-02,8.3543e-08,1.074e-04,1.915e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,270,14275,12233,2042,15681,8.1693e-06,3.971e-03,2.988e-02,2.1745e-08,2.754e-04,5.879e-03,8.1708e-06,3.972e-03,3.005e-02,8.3543e-08,1.199e-04,2.404e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,275,14275,12233,2042,15681,8.1693e-06,3.978e-03,3.186e-02,2.1746e-08,2.387e-04,5.088e-03,8.1708e-06,3.978e-03,3.183e-02,8.3543e-08,1.096e-04,2.665e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,280,14275,12233,2042,15681,8.1694e-06,3.950e-03,3.033e-02,2.1746e-08,2.417e-04,5.326e-03,8.1708e-06,3.949e-03,3.033e-02,8.3543e-08,1.109e-04,2.791e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,285,14275,12233,2042,15681,8.1694e-06,3.913e-03,3.371e-02,2.1746e-08,2.565e-04,6.032e-03,8.1708e-06,3.914e-03,3.371e-02,8.3543e-08,1.169e-04,3.163e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,290,14275,12233,2042,15681,8.1694e-06,3.925e-03,3.151e-02,2.1746e-08,3.480e-04,8.096e-03,8.1708e-06,3.927e-03,3.146e-02,8.3543e-08,1.512e-04,3.683e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,295,14275,12233,2042,15681,8.1694e-06,3.978e-03,3.142e-02,2.1746e-08,3.226e-04,7.451e-03,8.1708e-06,3.980e-03,3.148e-02,8.3543e-08,1.453e-04,3.869e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,300,14275,12233,2042,15681,8.1694e-06,4.034e-03,3.419e-02,2.1746e-08,2.671e-04,6.975e-03,8.1708e-06,4.036e-03,3.426e-02,8.3543e-08,1.297e-04,3.660e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,305,14275,12233,2042,15681,8.1694e-06,4.086e-03,3.611e-02,2.1746e-08,2.575e-04,6.491e-03,8.1709e-06,4.088e-03,3.614e-02,8.3543e-08,1.255e-04,3.404e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,310,14275,12233,2042,15681,8.1694e-06,4.096e-03,3.504e-02,2.1746e-08,2.700e-04,6.118e-03,8.1709e-06,4.096e-03,3.507e-02,8.3543e-08,1.270e-04,3.208e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,315,14275,12233,2042,15681,8.1694e-06,4.053e-03,3.383e-02,2.1746e-08,2.703e-04,6.213e-03,8.1709e-06,4.053e-03,3.386e-02,8.3544e-08,1.287e-04,3.258e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,320,14275,12233,2042,15681,8.1695e-06,4.034e-03,3.356e-02,2.1746e-08,3.406e-04,9.455e-03,8.1709e-06,4.035e-03,3.356e-02,8.3544e-08,1.540e-04,3.810e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,325,14275,12233,2042,15681,8.1695e-06,4.021e-03,3.224e-02,2.1746e-08,3.416e-04,9.490e-03,8.1709e-06,4.022e-03,3.225e-02,8.3544e-08,1.558e-04,3.824e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,330,14275,12233,2042,15681,8.1695e-06,3.999e-03,3.242e-02,2.1746e-08,3.119e-04,7.203e-03,8.1709e-06,3.999e-03,3.241e-02,8.3544e-08,1.421e-04,3.166e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,335,14275,12233,2042,15681,8.1695e-06,3.987e-03,3.181e-02,2.1746e-08,2.832e-04,6.126e-03,8.1709e-06,3.988e-03,3.184e-02,8.3544e-08,1.248e-04,2.661e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,340,14275,12233,2042,15681,8.1695e-06,3.978e-03,3.266e-02,2.1746e-08,3.077e-04,7.093e-03,8.1709e-06,3.979e-03,3.265e-02,8.3544e-08,1.266e-04,2.645e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,345,14275,12233,2042,15681,8.1695e-06,3.970e-03,3.406e-02,2.1746e-08,3.064e-04,6.604e-03,8.1709e-06,3.970e-03,3.405e-02,8.3544e-08,1.250e-04,2.664e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,350,14275,12233,2042,15681,8.1695e-06,3.961e-03,3.170e-02,2.1746e-08,2.627e-04,6.069e-03,8.1709e-06,3.961e-03,3.159e-02,8.3544e-08,1.074e-04,1.888e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,355,14275,12233,2042,15681,8.1695e-06,3.943e-03,2.951e-02,2.1746e-08,2.410e-04,4.630e-03,8.1709e-06,3.943e-03,2.948e-02,8.3544e-08,9.720e-05,1.540e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,360,14275,12233,2042,15681,8.1695e-06,3.930e-03,2.798e-02,2.1746e-08,3.077e-04,7.500e-03,8.1709e-06,3.930e-03,2.812e-02,8.3544e-08,1.303e-04,3.025e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,365,14275,12233,2042,15681,8.1695e-06,3.914e-03,3.141e-02,2.1746e-08,3.005e-04,7.182e-03,8.1709e-06,3.914e-03,3.143e-02,8.3544e-08,1.260e-04,2.897e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,370,14275,12233,2042,15681,8.1695e-06,3.895e-03,2.994e-02,2.1746e-08,2.650e-04,5.914e-03,8.1709e-06,3.895e-03,3.000e-02,8.3544e-08,1.072e-04,1.864e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,375,14275,12233,2042,15681,8.1695e-06,3.889e-03,3.021e-02,2.1746e-08,2.564e-04,6.005e-03,8.1709e-06,3.889e-03,3.021e-02,8.3544e-08,1.027e-04,1.893e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,380,14275,12233,2042,15681,8.1695e-06,3.877e-03,2.837e-02,2.1746e-08,2.560e-04,6.037e-03,8.1709e-06,3.876e-03,2.834e-02,8.3544e-08,1.077e-04,1.971e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,385,14275,12233,2042,15681,8.1695e-06,3.855e-03,3.057e-02,2.1746e-08,2.502e-04,5.875e-03,8.1709e-06,3.855e-03,3.058e-02,8.3544e-08,1.066e-04,1.852e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,390,14275,12233,2042,15681,8.1695e-06,3.842e-03,3.167e-02,2.1746e-08,2.546e-04,5.596e-03,8.1709e-06,3.842e-03,3.164e-02,8.3544e-08,1.091e-04,1.764e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,395,14275,12233,2042,15681,8.1695e-06,3.838e-03,3.054e-02,2.1746e-08,2.735e-04,5.624e-03,8.1709e-06,3.838e-03,3.055e-02,8.3544e-08,1.125e-04,1.773e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,5,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7077e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7094e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,10,14275,12233,2042,15681,8.1682e-06,1.347e-04,4.141e-03,2.1745e-08,6.353e-05,1.977e-03,8.1699e-06,1.404e-04,4.409e-03,8.3543e-08,2.971e-05,7.993e-04
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,15,14275,12233,2042,15681,8.1682e-06,4.449e-04,1.204e-02,2.1745e-08,8.040e-05,2.213e-03,8.1699e-06,4.489e-04,1.210e-02,8.3543e-08,3.768e-05,1.153e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,20,14275,12233,2042,15681,8.1682e-06,6.882e-04,1.248e-02,2.1745e-08,1.231e-04,3.722e-03,8.1699e-06,6.905e-04,1.234e-02,8.3543e-08,5.351e-05,1.418e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,25,14275,12233,2042,15681,8.1682e-06,9.159e-04,1.607e-02,2.1745e-08,1.080e-04,2.778e-03,8.1699e-06,9.193e-04,1.616e-02,8.3543e-08,5.409e-05,1.447e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,30,14275,12233,2042,15681,8.1682e-06,1.148e-03,1.769e-02,2.1745e-08,1.869e-04,5.218e-03,8.1698e-06,1.151e-03,1.757e-02,8.3543e-08,9.876e-05,2.838e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,35,14275,12233,2042,15681,8.1682e-06,1.371e-03,1.796e-02,2.1745e-08,1.565e-04,3.486e-03,8.1698e-06,1.376e-03,1.794e-02,8.3543e-08,8.421e-05,2.221e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,40,14275,12233,2042,15681,8.1682e-06,1.636e-03,2.136e-02,2.1745e-08,1.166e-04,3.023e-03,8.1698e-06,1.641e-03,2.153e-02,8.3543e-08,6.488e-05,1.928e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,45,14275,12233,2042,15681,8.1682e-06,1.917e-03,2.600e-02,2.1745e-08,1.109e-04,2.854e-03,8.1698e-06,1.922e-03,2.602e-02,8.3543e-08,5.738e-05,1.410e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,50,14275,12233,2042,15681,8.1682e-06,2.178e-03,2.541e-02,2.1745e-08,1.605e-04,5.736e-03,8.1698e-06,2.182e-03,2.526e-02,8.3543e-08,6.432e-05,1.802e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,55,14275,12233,2042,15681,8.1682e-06,2.437e-03,2.650e-02,2.1745e-08,1.662e-04,4.960e-03,8.1698e-06,2.442e-03,2.653e-02,8.3543e-08,6.540e-05,1.559e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,60,14275,12233,2042,15681,8.1682e-06,2.677e-03,2.878e-02,2.1745e-08,1.640e-04,3.975e-03,8.1698e-06,2.681e-03,2.889e-02,8.3543e-08,7.153e-05,1.579e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,65,14275,12233,2042,15681,8.1682e-06,2.862e-03,3.052e-02,2.1745e-08,1.547e-04,3.991e-03,8.1698e-06,2.866e-03,3.051e-02,8.3543e-08,7.277e-05,2.076e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,70,14275,12233,2042,15681,8.1682e-06,3.043e-03,2.813e-02,2.1745e-08,1.962e-04,7.315e-03,8.1698e-06,3.047e-03,2.796e-02,8.3543e-08,7.608e-05,2.268e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,75,14275,12233,2042,15681,8.1682e-06,3.229e-03,3.067e-02,2.1745e-08,1.631e-04,6.088e-03,8.1698e-06,3.234e-03,3.066e-02,8.3543e-08,6.280e-05,1.888e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,80,14275,12233,2042,15681,8.1682e-06,3.412e-03,2.920e-02,2.1745e-08,1.097e-04,2.294e-03,8.1698e-06,3.417e-03,2.917e-02,8.3543e-08,4.868e-05,9.294e-04
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,85,14275,12233,2042,15681,8.1683e-06,3.561e-03,2.737e-02,2.1745e-08,9.852e-05,3.161e-03,8.1698e-06,3.565e-03,2.733e-02,8.3543e-08,4.589e-05,1.281e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,90,14275,12233,2042,15681,8.1683e-06,3.702e-03,2.785e-02,2.1745e-08,1.274e-04,3.190e-03,8.1698e-06,3.706e-03,2.785e-02,8.3543e-08,5.533e-05,1.215e-03
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Seed2_Second,SA,95,14275,12233,2042,15681,8.1683e-06,3.883e-03,2.982e-02,2.1745e-08,1.231e-04,3.435e-03,8.1699e-06,3.888e-03,2.979e-02,8.3543e-08,5.552e-05,1.308e-03
