case,model,step,n_fixed,n_fixed_wallband,n_fixed_outer,n_moved,Eddy_Viscosity_band_scale,Eddy_Viscosity_band_rms_rel,Eddy_Viscosity_band_max_rel,Eddy_Viscosity_outer_scale,Eddy_Viscosity_outer_rms_rel,Eddy_Viscosity_outer_max_rel,Nu_Tilde_band_scale,Nu_Tilde_band_rms_rel,Nu_Tilde_band_max_rel,Nu_Tilde_outer_scale,Nu_Tilde_outer_rms_rel,Nu_Tilde_outer_max_rel
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,705,29432,12233,17199,524,8.1700e-06,2.964e-06,1.642e-05,8.7094e-06,7.395e-05,3.880e-03,8.1713e-06,2.963e-06,1.642e-05,8.7109e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,710,29432,12233,17199,524,8.1701e-06,2.977e-06,1.661e-05,8.7094e-06,7.395e-05,3.880e-03,8.1713e-06,2.976e-06,1.661e-05,8.7109e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,715,29432,12233,17199,524,8.1701e-06,2.988e-06,1.678e-05,8.7094e-06,7.395e-05,3.880e-03,8.1713e-06,2.987e-06,1.678e-05,8.7109e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,720,29432,12233,17199,524,8.1701e-06,2.997e-06,1.692e-05,8.7095e-06,7.395e-05,3.880e-03,8.1713e-06,2.995e-06,1.692e-05,8.7109e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,725,29432,12233,17199,524,8.1701e-06,3.004e-06,1.706e-05,8.7095e-06,7.395e-05,3.880e-03,8.1713e-06,3.002e-06,1.703e-05,8.7109e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,730,29432,12233,17199,524,8.1701e-06,3.008e-06,1.717e-05,8.7095e-06,7.395e-05,3.880e-03,8.1713e-06,3.007e-06,1.714e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,735,29432,12233,17199,524,8.1701e-06,3.012e-06,1.725e-05,8.7095e-06,7.395e-05,3.880e-03,8.1713e-06,3.011e-06,1.722e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,740,29432,12233,17199,524,8.1701e-06,3.015e-06,1.734e-05,8.7095e-06,7.395e-05,3.880e-03,8.1714e-06,3.014e-06,1.731e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,745,29432,12233,17199,524,8.1702e-06,3.017e-06,1.739e-05,8.7095e-06,7.395e-05,3.880e-03,8.1714e-06,3.016e-06,1.739e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,750,29432,12233,17199,524,8.1702e-06,3.019e-06,1.745e-05,8.7095e-06,7.395e-05,3.880e-03,8.1714e-06,3.017e-06,1.745e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,755,29432,12233,17199,524,8.1702e-06,3.020e-06,1.750e-05,8.7095e-06,7.395e-05,3.881e-03,8.1714e-06,3.019e-06,1.750e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,760,29432,12233,17199,524,8.1702e-06,3.020e-06,1.753e-05,8.7096e-06,7.395e-05,3.881e-03,8.1714e-06,3.019e-06,1.753e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,765,29432,12233,17199,524,8.1702e-06,3.022e-06,1.759e-05,8.7096e-06,7.395e-05,3.881e-03,8.1714e-06,3.021e-06,1.756e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,770,29432,12233,17199,524,8.1702e-06,3.023e-06,1.762e-05,8.7096e-06,7.395e-05,3.881e-03,8.1714e-06,3.021e-06,1.759e-05,8.7110e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,775,29432,12233,17199,524,8.1702e-06,3.024e-06,1.764e-05,8.7096e-06,7.396e-05,3.881e-03,8.1714e-06,3.023e-06,1.761e-05,8.7111e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,780,29432,12233,17199,524,8.1702e-06,3.026e-06,1.764e-05,8.7096e-06,7.396e-05,3.881e-03,8.1714e-06,3.024e-06,1.761e-05,8.7111e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,785,29432,12233,17199,524,8.1703e-06,3.028e-06,1.764e-05,8.7096e-06,7.396e-05,3.881e-03,8.1715e-06,3.026e-06,1.761e-05,8.7111e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,790,29432,12233,17199,524,8.1703e-06,3.030e-06,1.764e-05,8.7096e-06,7.396e-05,3.881e-03,8.1715e-06,3.028e-06,1.761e-05,8.7111e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,795,29432,12233,17199,524,8.1703e-06,3.032e-06,1.764e-05,8.7096e-06,7.396e-05,3.881e-03,8.1715e-06,3.031e-06,1.764e-05,8.7111e-06,7.339e-05,3.877e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,5,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7077e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7094e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,10,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7077e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,15,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7077e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,20,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7078e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,25,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7078e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,30,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7078e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,35,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7078e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,40,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7078e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,45,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7078e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7095e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,50,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7078e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,55,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7079e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,60,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7079e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,65,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7079e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,70,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7079e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,75,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7079e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,80,29956,12233,17723,0,8.1682e-06,0.000e+00,0.000e+00,8.7079e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,85,29956,12233,17723,0,8.1683e-06,0.000e+00,0.000e+00,8.7079e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7096e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,90,29956,12233,17723,0,8.1683e-06,0.000e+00,0.000e+00,8.7080e-06,0.000e+00,0.000e+00,8.1698e-06,0.000e+00,0.000e+00,8.7097e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,95,29956,12233,17723,0,8.1683e-06,0.000e+00,0.000e+00,8.7080e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7097e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,100,29956,12233,17723,0,8.1683e-06,0.000e+00,0.000e+00,8.7080e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7097e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,105,29956,12233,17723,0,8.1683e-06,0.000e+00,0.000e+00,8.7080e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7097e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,110,29956,12233,17723,0,8.1683e-06,0.000e+00,0.000e+00,8.7080e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7097e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,115,29956,12233,17723,0,8.1684e-06,0.000e+00,0.000e+00,8.7081e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7097e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,120,29956,12233,17723,0,8.1684e-06,0.000e+00,0.000e+00,8.7081e-06,0.000e+00,0.000e+00,8.1699e-06,0.000e+00,0.000e+00,8.7098e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,125,29956,12233,17723,0,8.1684e-06,0.000e+00,0.000e+00,8.7081e-06,0.000e+00,0.000e+00,8.1700e-06,0.000e+00,0.000e+00,8.7098e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,130,29956,12233,17723,0,8.1684e-06,0.000e+00,0.000e+00,8.7081e-06,0.000e+00,0.000e+00,8.1700e-06,0.000e+00,0.000e+00,8.7098e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,135,29956,12233,17723,0,8.1684e-06,0.000e+00,0.000e+00,8.7082e-06,0.000e+00,0.000e+00,8.1700e-06,0.000e+00,0.000e+00,8.7098e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,140,29956,12233,17723,0,8.1685e-06,0.000e+00,0.000e+00,8.7082e-06,0.000e+00,0.000e+00,8.1700e-06,0.000e+00,0.000e+00,8.7098e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,145,29956,12233,17723,0,8.1685e-06,0.000e+00,0.000e+00,8.7082e-06,0.000e+00,0.000e+00,8.1700e-06,0.000e+00,0.000e+00,8.7099e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,150,29956,12233,17723,0,8.1685e-06,0.000e+00,0.000e+00,8.7082e-06,0.000e+00,0.000e+00,8.1700e-06,0.000e+00,0.000e+00,8.7099e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,155,29956,12233,17723,0,8.1685e-06,0.000e+00,0.000e+00,8.7082e-06,0.000e+00,0.000e+00,8.1701e-06,0.000e+00,0.000e+00,8.7099e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,160,29956,12233,17723,0,8.1686e-06,0.000e+00,0.000e+00,8.7083e-06,0.000e+00,0.000e+00,8.1701e-06,0.000e+00,0.000e+00,8.7099e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,165,29956,12233,17723,0,8.1686e-06,0.000e+00,0.000e+00,8.7083e-06,0.000e+00,0.000e+00,8.1701e-06,0.000e+00,0.000e+00,8.7100e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,170,29956,12233,17723,0,8.1686e-06,0.000e+00,0.000e+00,8.7083e-06,0.000e+00,0.000e+00,8.1702e-06,0.000e+00,0.000e+00,8.7100e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,175,29956,12233,17723,0,8.1687e-06,0.000e+00,0.000e+00,8.7084e-06,0.000e+00,0.000e+00,8.1702e-06,0.000e+00,0.000e+00,8.7100e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,180,29956,12233,17723,0,8.1687e-06,0.000e+00,0.000e+00,8.7084e-06,0.000e+00,0.000e+00,8.1702e-06,0.000e+00,0.000e+00,8.7101e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,185,29956,12233,17723,0,8.1687e-06,0.000e+00,0.000e+00,8.7084e-06,0.000e+00,0.000e+00,8.1702e-06,0.000e+00,0.000e+00,8.7101e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,190,29956,12233,17723,0,8.1688e-06,0.000e+00,0.000e+00,8.7085e-06,0.000e+00,0.000e+00,8.1703e-06,0.000e+00,0.000e+00,8.7101e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,195,29956,12233,17723,0,8.1688e-06,0.000e+00,0.000e+00,8.7085e-06,0.000e+00,0.000e+00,8.1703e-06,0.000e+00,0.000e+00,8.7102e-06,0.000e+00,0.000e+00
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,200,29432,12233,17199,524,8.1688e-06,1.468e-09,5.567e-08,8.7085e-06,2.379e-05,1.590e-03,8.1703e-06,1.453e-09,5.566e-08,8.7102e-06,2.388e-05,1.612e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,205,29432,12233,17199,524,8.1689e-06,8.166e-08,2.171e-06,8.7086e-06,5.072e-05,3.184e-03,8.1704e-06,7.566e-08,2.254e-06,8.7102e-06,4.991e-05,3.171e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,210,29432,12233,17199,524,8.1689e-06,1.383e-07,3.396e-06,8.7086e-06,5.176e-05,3.251e-03,8.1704e-06,1.373e-07,3.395e-06,8.7103e-06,5.095e-05,3.235e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,215,29432,12233,17199,524,8.1689e-06,1.798e-07,3.730e-06,8.7087e-06,5.181e-05,3.241e-03,8.1704e-06,1.803e-07,3.729e-06,8.7103e-06,5.099e-05,3.225e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,220,29432,12233,17199,524,8.1690e-06,2.189e-07,3.841e-06,8.7087e-06,5.181e-05,3.239e-03,8.1705e-06,2.192e-07,3.840e-06,8.7103e-06,5.099e-05,3.223e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,225,29432,12233,17199,524,8.1690e-06,2.558e-07,4.231e-06,8.7087e-06,5.181e-05,3.237e-03,8.1705e-06,2.564e-07,4.230e-06,8.7104e-06,5.099e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,230,29432,12233,17199,524,8.1691e-06,2.903e-07,4.453e-06,8.7088e-06,5.180e-05,3.237e-03,8.1705e-06,2.908e-07,4.453e-06,8.7104e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,235,29432,12233,17199,524,8.1691e-06,3.183e-07,4.899e-06,8.7088e-06,5.180e-05,3.237e-03,8.1706e-06,3.201e-07,4.953e-06,8.7104e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,240,29432,12233,17199,524,8.1691e-06,3.355e-07,4.787e-06,8.7088e-06,5.180e-05,3.237e-03,8.1706e-06,3.372e-07,4.786e-06,8.7105e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,245,29432,12233,17199,524,8.1692e-06,3.683e-07,5.344e-06,8.7088e-06,5.180e-05,3.237e-03,8.1706e-06,3.702e-07,5.343e-06,8.7105e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,250,29432,12233,17199,524,8.1692e-06,3.886e-07,5.511e-06,8.7089e-06,5.181e-05,3.236e-03,8.1707e-06,3.910e-07,5.510e-06,8.7105e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,255,29432,12233,17199,524,8.1692e-06,4.174e-07,5.928e-06,8.7089e-06,5.181e-05,3.236e-03,8.1707e-06,4.203e-07,5.927e-06,8.7105e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,260,29432,12233,17199,524,8.1693e-06,4.485e-07,6.012e-06,8.7089e-06,5.181e-05,3.236e-03,8.1707e-06,4.499e-07,6.011e-06,8.7105e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,265,29432,12233,17199,524,8.1693e-06,4.764e-07,6.374e-06,8.7089e-06,5.181e-05,3.236e-03,8.1707e-06,4.794e-07,6.400e-06,8.7106e-06,5.100e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,270,29432,12233,17199,524,8.1693e-06,5.176e-07,6.596e-06,8.7090e-06,5.181e-05,3.236e-03,8.1708e-06,5.201e-07,6.623e-06,8.7106e-06,5.100e-05,3.220e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,275,29432,12233,17199,524,8.1693e-06,5.527e-07,6.680e-06,8.7090e-06,5.182e-05,3.236e-03,8.1708e-06,5.554e-07,6.706e-06,8.7106e-06,5.100e-05,3.220e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,280,29432,12233,17199,524,8.1694e-06,5.961e-07,6.902e-06,8.7090e-06,5.182e-05,3.235e-03,8.1708e-06,5.993e-07,6.873e-06,8.7106e-06,5.100e-05,3.220e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,285,29432,12233,17199,524,8.1694e-06,6.403e-07,6.847e-06,8.7090e-06,5.182e-05,3.235e-03,8.1708e-06,6.428e-07,6.846e-06,8.7106e-06,5.100e-05,3.220e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,290,29432,12233,17199,524,8.1694e-06,6.744e-07,6.735e-06,8.7090e-06,5.182e-05,3.235e-03,8.1708e-06,6.777e-07,6.734e-06,8.7106e-06,5.101e-05,3.219e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,295,29432,12233,17199,524,8.1694e-06,7.171e-07,6.596e-06,8.7090e-06,5.182e-05,3.235e-03,8.1708e-06,7.189e-07,6.595e-06,8.7106e-06,5.101e-05,3.219e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,300,29432,12233,17199,524,8.1694e-06,7.409e-07,6.290e-06,8.7090e-06,5.182e-05,3.235e-03,8.1708e-06,7.435e-07,6.289e-06,8.7106e-06,5.100e-05,3.219e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,305,29432,12233,17199,524,8.1694e-06,7.755e-07,6.179e-06,8.7090e-06,5.182e-05,3.235e-03,8.1709e-06,7.768e-07,6.150e-06,8.7106e-06,5.100e-05,3.219e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,310,29432,12233,17199,524,8.1694e-06,7.963e-07,5.900e-06,8.7090e-06,5.182e-05,3.235e-03,8.1709e-06,7.974e-07,5.872e-06,8.7106e-06,5.100e-05,3.219e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,315,29432,12233,17199,524,8.1694e-06,8.251e-07,5.928e-06,8.7090e-06,5.181e-05,3.235e-03,8.1709e-06,8.249e-07,5.927e-06,8.7106e-06,5.100e-05,3.219e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,320,29432,12233,17199,524,8.1695e-06,8.492e-07,5.789e-06,8.7090e-06,5.181e-05,3.235e-03,8.1709e-06,8.486e-07,5.788e-06,8.7106e-06,5.100e-05,3.220e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,325,29432,12233,17199,524,8.1695e-06,8.777e-07,5.900e-06,8.7090e-06,5.181e-05,3.236e-03,8.1709e-06,8.757e-07,5.899e-06,8.7106e-06,5.099e-05,3.220e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,330,29432,12233,17199,524,8.1695e-06,9.095e-07,6.012e-06,8.7090e-06,5.181e-05,3.236e-03,8.1709e-06,9.072e-07,6.011e-06,8.7106e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,335,29432,12233,17199,524,8.1695e-06,9.505e-07,6.123e-06,8.7090e-06,5.181e-05,3.237e-03,8.1709e-06,9.477e-07,6.122e-06,8.7106e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,340,29432,12233,17199,524,8.1695e-06,1.002e-06,6.234e-06,8.7090e-06,5.181e-05,3.237e-03,8.1709e-06,9.991e-07,6.233e-06,8.7106e-06,5.099e-05,3.221e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,345,29432,12233,17199,524,8.1695e-06,1.067e-06,6.401e-06,8.7090e-06,5.181e-05,3.237e-03,8.1709e-06,1.064e-06,6.400e-06,8.7106e-06,5.099e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,350,29432,12233,17199,524,8.1695e-06,1.148e-06,6.568e-06,8.7090e-06,5.181e-05,3.237e-03,8.1709e-06,1.145e-06,6.567e-06,8.7106e-06,5.100e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,355,29432,12233,17199,524,8.1695e-06,1.239e-06,7.125e-06,8.7090e-06,5.181e-05,3.237e-03,8.1709e-06,1.237e-06,7.124e-06,8.7106e-06,5.100e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,360,29432,12233,17199,524,8.1695e-06,1.346e-06,7.904e-06,8.7090e-06,5.182e-05,3.237e-03,8.1709e-06,1.344e-06,7.903e-06,8.7106e-06,5.100e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,365,29432,12233,17199,524,8.1695e-06,1.460e-06,8.684e-06,8.7090e-06,5.182e-05,3.237e-03,8.1709e-06,1.458e-06,8.682e-06,8.7106e-06,5.100e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,370,29432,12233,17199,524,8.1695e-06,1.585e-06,9.463e-06,8.7090e-06,5.182e-05,3.237e-03,8.1709e-06,1.583e-06,9.461e-06,8.7105e-06,5.101e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,375,29432,12233,17199,524,8.1695e-06,1.715e-06,1.024e-05,8.7090e-06,5.182e-05,3.237e-03,8.1709e-06,1.713e-06,1.024e-05,8.7105e-06,5.101e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,380,29432,12233,17199,524,8.1695e-06,1.848e-06,1.097e-05,8.7090e-06,5.183e-05,3.238e-03,8.1709e-06,1.847e-06,1.096e-05,8.7105e-06,5.101e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,385,29432,12233,17199,524,8.1695e-06,1.987e-06,1.169e-05,8.7090e-06,5.183e-05,3.238e-03,8.1709e-06,1.986e-06,1.169e-05,8.7105e-06,5.102e-05,3.222e-03
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,SA,390,29432,12233,17199,524,8.1695e-06,2.124e-06,1.241e-05,8.7089e-06,5.183e-05,3.238e-03,8.1709e-06,2.124e-06,1.241e-05,8.7105e-06,5.102e-05,3.222e-03
