model,setting,quantity,coeff,step,value
SST,production,P,CDp,7,0.000000e+00
SST,production,P,CDp,8,0.000000e+00
SST,production,P,CDp,9,0.000000e+00
SST,production,P,CDp,10,1.028094e-06
SST,production,P,CDp,11,1.117924e-06
SST,production,P,CDp,12,6.600392e-08
SST,production,P,CDp,13,-3.675597e-07
SST,production,P,CDp,14,4.729587e-07
SST,production,P,CDp,15,9.998069e-07
SST,production,P,CDp,16,9.264882e-07
SST,production,P,CDp,17,1.674463e-07
SST,production,P,CDp,18,-9.130938e-07
SST,production,P,CDp,19,-1.502268e-06
SST,production,P,CDp,20,-1.244057e-06
SST,production,P,CDp,21,-2.152442e-06
SST,production,P,CDp,22,5.443154e-07
SST,production,P,CDp,23,2.712806e-06
SST,production,P,CDp,24,2.248374e-06
SST,production,P,CDp,25,9.659572e-07
SST,production,P,CDp,26,1.870170e-07
SST,production,P,CDp,27,1.607222e-06
SST,production,P,CDp,28,3.580285e-06
SST,production,P,CDp,29,3.462677e-06
SST,production,P,CDp,30,1.850990e-06
SST,production,P,CDp,31,2.254411e-06
SST,production,P,CDp,32,-1.104016e-06
SST,production,P,CDp,33,-2.938745e-06
SST,production,P,CDp,34,-2.295073e-06
SST,production,P,CDp,35,1.812579e-07
SST,production,P,CDp,36,2.226969e-06
SST,production,P,CDp,37,3.001549e-06
SST,production,P,CDp,38,1.693960e-06
SST,production,P,CDp,39,-1.484597e-09
SST,production,P,CDp,40,1.129887e-06
SST,production,P,CDv,2,0.000000e+00
SST,production,P,CDv,3,0.000000e+00
SST,production,P,CDv,4,0.000000e+00
SST,production,P,CDv,5,0.000000e+00
SST,production,P,CDv,6,0.000000e+00
SST,production,P,CDv,7,0.000000e+00
SST,production,P,CDv,8,0.000000e+00
SST,production,P,CDv,9,0.000000e+00
SST,production,P,CDv,10,-1.085768e-09
SST,production,P,CDv,11,-2.536060e-10
SST,production,P,CDv,12,7.512016e-10
SST,production,P,CDv,13,2.212525e-09
SST,production,P,CDv,14,3.426411e-09
SST,production,P,CDv,15,4.844748e-09
SST,production,P,CDv,16,6.696963e-09
SST,production,P,CDv,17,8.267580e-09
SST,production,P,CDv,18,9.065155e-09
SST,production,P,CDv,19,9.362514e-09
SST,production,P,CDv,20,8.830984e-09
SST,production,P,CDv,21,1.080780e-08
SST,production,P,CDv,22,1.174010e-08
SST,production,P,CDv,23,1.425130e-08
SST,production,P,CDv,24,1.615839e-08
SST,production,P,CDv,25,1.664629e-08
SST,production,P,CDv,26,1.667891e-08
SST,production,P,CDv,27,1.788655e-08
SST,production,P,CDv,28,2.063419e-08
SST,production,P,CDv,29,2.460426e-08
SST,production,P,CDv,30,3.161624e-08
SST,production,P,CDv,31,3.076939e-08
SST,production,P,CDv,32,3.106309e-08
SST,production,P,CDv,33,2.874505e-08
SST,production,P,CDv,34,2.312176e-08
SST,production,P,CDv,35,1.634312e-08
SST,production,P,CDv,36,7.859665e-09
SST,production,P,CDv,37,-2.979008e-09
SST,production,P,CDv,38,-1.483840e-08
SST,production,P,CDv,39,-2.530699e-08
SST,production,P,CDv,40,-3.855717e-08
SST,cap1600,GP2,CL,2,0.000000e+00
SST,cap1600,GP2,CL,3,0.000000e+00
SST,cap1600,GP2,CL,4,0.000000e+00
SST,cap1600,GP2,CL,5,0.000000e+00
SST,cap1600,GP2,CL,6,0.000000e+00
SST,cap1600,GP2,CL,7,0.000000e+00
SST,cap1600,GP2,CL,8,0.000000e+00
SST,cap1600,GP2,CL,9,0.000000e+00
SST,cap1600,GP2,CL,10,-2.324550e-05
SST,cap1600,GP2,CL,11,-4.129780e-05
SST,cap1600,GP2,CL,12,-5.981070e-05
SST,cap1600,GP2,CL,13,-6.126930e-05
SST,cap1600,GP2,CL,14,-5.573410e-05
SST,cap1600,GP2,CL,15,-5.195100e-05
SST,cap1600,GP2,CL,16,-4.386500e-05
SST,cap1600,GP2,CL,17,-3.033720e-05
SST,cap1600,GP2,CL,18,-8.299400e-06
SST,cap1600,GP2,CL,19,1.730190e-05
SST,cap1600,GP2,CL,20,1.999522e-04
SST,cap1600,GP2,CL,21,3.422334e-04
SST,cap1600,GP2,CL,22,3.871831e-04
SST,cap1600,GP2,CL,23,3.622582e-04
SST,cap1600,GP2,CL,24,2.932947e-04
SST,cap1600,GP2,CL,25,2.044240e-04
SST,cap1600,GP2,CL,26,1.285804e-04
SST,cap1600,GP2,CL,27,9.863950e-05
SST,cap1600,GP2,CL,28,1.290707e-04
SST,cap1600,GP2,CL,29,2.138387e-04
SST,cap1600,GP2,CL,30,1.929821e-04
SST,cap1600,GP2,CL,31,1.889922e-04
SST,cap1600,GP2,CL,32,1.577003e-04
SST,cap1600,GP2,CL,33,1.732461e-04
SST,cap1600,GP2,CL,34,2.114927e-04
SST,cap1600,GP2,CL,35,2.410381e-04
SST,cap1600,GP2,CL,36,2.438769e-04
SST,cap1600,GP2,CL,37,2.123508e-04
SST,cap1600,GP2,CL,38,1.454201e-04
SST,cap1600,GP2,CL,39,5.508160e-05
SST,cap1600,GP2,CD,2,0.000000e+00
SST,cap1600,GP2,CD,3,0.000000e+00
SST,cap1600,GP2,CD,4,0.000000e+00
SST,cap1600,GP2,CD,5,0.000000e+00
SST,cap1600,GP2,CD,6,0.000000e+00
SST,cap1600,GP2,CD,7,0.000000e+00
SST,cap1600,GP2,CD,8,0.000000e+00
SST,cap1600,GP2,CD,9,0.000000e+00
SST,cap1600,GP2,CD,10,2.841130e-05
SST,cap1600,GP2,CD,11,4.310636e-05
SST,cap1600,GP2,CD,12,3.930690e-05
SST,cap1600,GP2,CD,13,3.163289e-05
SST,cap1600,GP2,CD,14,2.735760e-05
SST,cap1600,GP2,CD,15,2.772868e-05
SST,cap1600,GP2,CD,16,3.211476e-05
SST,cap1600,GP2,CD,17,3.757338e-05
SST,cap1600,GP2,CD,18,4.219198e-05
SST,cap1600,GP2,CD,19,4.525638e-05
SST,cap1600,GP2,CD,20,5.443590e-05
SST,cap1600,GP2,CD,21,6.776991e-05
SST,cap1600,GP2,CD,22,7.559953e-05
SST,cap1600,GP2,CD,23,8.120288e-05
SST,cap1600,GP2,CD,24,7.985121e-05
SST,cap1600,GP2,CD,25,6.872593e-05
SST,cap1600,GP2,CD,26,5.469757e-05
SST,cap1600,GP2,CD,27,4.553947e-05
SST,cap1600,GP2,CD,28,4.793617e-05
SST,cap1600,GP2,CD,29,6.152522e-05
SST,cap1600,GP2,CD,30,6.376822e-05
SST,cap1600,GP2,CD,31,7.484154e-05
SST,cap1600,GP2,CD,32,7.189786e-05
SST,cap1600,GP2,CD,33,7.175594e-05
SST,cap1600,GP2,CD,34,7.599900e-05
SST,cap1600,GP2,CD,35,8.332802e-05
SST,cap1600,GP2,CD,36,8.880946e-05
SST,cap1600,GP2,CD,37,8.706612e-05
SST,cap1600,GP2,CD,38,7.734626e-05
SST,cap1600,GP2,CD,39,6.268007e-05
SST,cap1600,GP2,CDp,2,0.000000e+00
SST,cap1600,GP2,CDp,3,0.000000e+00
SST,cap1600,GP2,CDp,4,0.000000e+00
SST,cap1600,GP2,CDp,5,0.000000e+00
SST,cap1600,GP2,CDp,6,0.000000e+00
SST,cap1600,GP2,CDp,7,0.000000e+00
SST,cap1600,GP2,CDp,8,0.000000e+00
SST,cap1600,GP2,CDp,9,0.000000e+00
SST,cap1600,GP2,CDp,10,2.829778e-05
SST,cap1600,GP2,CDp,11,4.293083e-05
SST,cap1600,GP2,CDp,12,3.916945e-05
SST,cap1600,GP2,CDp,13,3.161155e-05
SST,cap1600,GP2,CDp,14,2.749587e-05
SST,cap1600,GP2,CDp,15,2.803517e-05
SST,cap1600,GP2,CDp,16,3.258384e-05
SST,cap1600,GP2,CDp,17,3.819334e-05
SST,cap1600,GP2,CDp,18,4.294900e-05
SST,cap1600,GP2,CDp,19,4.613759e-05
SST,cap1600,GP2,CDp,20,5.542491e-05
SST,cap1600,GP2,CDp,21,6.876131e-05
SST,cap1600,GP2,CDp,22,7.658084e-05
SST,cap1600,GP2,CDp,23,8.212694e-05
SST,cap1600,GP2,CDp,24,8.068747e-05
SST,cap1600,GP2,CDp,25,6.947200e-05
SST,cap1600,GP2,CDp,26,5.539222e-05
SST,cap1600,GP2,CDp,27,4.624252e-05
SST,cap1600,GP2,CDp,28,4.870329e-05
SST,cap1600,GP2,CDp,29,6.238771e-05
SST,cap1600,GP2,CDp,30,6.494626e-05
SST,cap1600,GP2,CDp,31,7.623703e-05
SST,cap1600,GP2,CDp,32,7.344184e-05
SST,cap1600,GP2,CDp,33,7.338810e-05
SST,cap1600,GP2,CDp,34,7.767842e-05
SST,cap1600,GP2,CDp,35,8.503742e-05
SST,cap1600,GP2,CDp,36,9.053955e-05
SST,cap1600,GP2,CDp,37,8.878877e-05
SST,cap1600,GP2,CDp,38,7.901314e-05
SST,cap1600,GP2,CDp,39,6.423357e-05
SST,cap1600,GP2,CDv,2,0.000000e+00
SST,cap1600,GP2,CDv,3,0.000000e+00
SST,cap1600,GP2,CDv,4,0.000000e+00
SST,cap1600,GP2,CDv,5,0.000000e+00
SST,cap1600,GP2,CDv,6,0.000000e+00
SST,cap1600,GP2,CDv,7,0.000000e+00
SST,cap1600,GP2,CDv,8,0.000000e+00
SST,cap1600,GP2,CDv,9,0.000000e+00
SST,cap1600,GP2,CDv,10,1.202083e-07
SST,cap1600,GP2,CDv,11,1.830557e-07
SST,cap1600,GP2,CDv,12,1.438300e-07
SST,cap1600,GP2,CDv,13,2.656518e-08
SST,cap1600,GP2,CDv,14,-1.317885e-07
SST,cap1600,GP2,CDv,15,-3.003477e-07
SST,cap1600,GP2,CDv,16,-4.636617e-07
SST,cap1600,GP2,CDv,17,-6.136169e-07
SST,cap1600,GP2,CDv,18,-7.499611e-07
SST,cap1600,GP2,CDv,19,-8.742781e-07
SST,cap1600,GP2,CDv,20,-9.998225e-07
SST,cap1600,GP2,CDv,21,-1.008272e-06
SST,cap1600,GP2,CDv,22,-9.982677e-07
SST,cap1600,GP2,CDv,23,-9.405605e-07
SST,cap1600,GP2,CDv,24,-8.509597e-07
SST,cap1600,GP2,CDv,25,-7.599924e-07
SST,cap1600,GP2,CDv,26,-7.085434e-07
SST,cap1600,GP2,CDv,27,-7.179972e-07
SST,cap1600,GP2,CDv,28,-7.806444e-07
SST,cap1600,GP2,CDv,29,-8.774575e-07
SST,cap1600,GP2,CDv,30,-1.175817e-06
SST,cap1600,GP2,CDv,31,-1.389928e-06
SST,cap1600,GP2,CDv,32,-1.540539e-06
SST,cap1600,GP2,CDv,33,-1.629911e-06
SST,cap1600,GP2,CDv,34,-1.675918e-06
SST,cap1600,GP2,CDv,35,-1.706494e-06
SST,cap1600,GP2,CDv,36,-1.726938e-06
SST,cap1600,GP2,CDv,37,-1.720373e-06
SST,cap1600,GP2,CDv,38,-1.663920e-06
SST,cap1600,GP2,CDv,39,-1.551432e-06
SST,cap1600,NN2,CL,2,0.000000e+00
SST,cap1600,NN2,CL,3,0.000000e+00
SST,cap1600,NN2,CL,4,0.000000e+00
SST,cap1600,NN2,CL,5,0.000000e+00
SST,cap1600,NN2,CL,6,0.000000e+00
SST,cap1600,NN2,CL,7,0.000000e+00
SST,cap1600,NN2,CL,8,0.000000e+00
SST,cap1600,NN2,CL,9,0.000000e+00
SST,cap1600,NN2,CL,10,-2.545040e-05
SST,cap1600,NN2,CL,11,-3.904670e-05
SST,cap1600,NN2,CL,12,-5.839020e-05
SST,cap1600,NN2,CL,13,-5.990430e-05
SST,cap1600,NN2,CL,14,-4.973250e-05
SST,cap1600,NN2,CL,15,-4.347390e-05
SST,cap1600,NN2,CL,16,-3.722730e-05
SST,cap1600,NN2,CL,17,-2.841180e-05
SST,cap1600,NN2,CL,18,-9.933500e-06
SST,cap1600,NN2,CL,19,1.431510e-05
SST,cap1600,NN2,CL,20,1.837543e-04
SST,cap1600,NN2,CL,21,3.286644e-04
SST,cap1600,NN2,CL,22,3.815008e-04
SST,cap1600,NN2,CL,23,3.664058e-04
SST,cap1600,NN2,CL,24,3.047908e-04
SST,cap1600,NN2,CL,25,2.123895e-04
SST,cap1600,NN2,CL,26,1.294773e-04
SST,cap1600,NN2,CL,27,9.893510e-05
SST,cap1600,NN2,CL,28,1.336429e-04
SST,cap1600,NN2,CL,29,2.194824e-04
SST,cap1600,NN2,CL,30,1.862153e-04
SST,cap1600,NN2,CL,31,1.974920e-04
SST,cap1600,NN2,CL,32,1.658615e-04
SST,cap1600,NN2,CL,33,1.785739e-04
SST,cap1600,NN2,CL,34,2.135064e-04
SST,cap1600,NN2,CL,35,2.412144e-04
SST,cap1600,NN2,CL,36,2.469752e-04
SST,cap1600,NN2,CL,37,2.191482e-04
SST,cap1600,NN2,CL,38,1.504726e-04
SST,cap1600,NN2,CL,39,5.361820e-05
SST,cap1600,NN2,CD,2,0.000000e+00
SST,cap1600,NN2,CD,3,0.000000e+00
SST,cap1600,NN2,CD,4,0.000000e+00
SST,cap1600,NN2,CD,5,0.000000e+00
SST,cap1600,NN2,CD,6,0.000000e+00
SST,cap1600,NN2,CD,7,0.000000e+00
SST,cap1600,NN2,CD,8,0.000000e+00
SST,cap1600,NN2,CD,9,0.000000e+00
SST,cap1600,NN2,CD,10,2.942899e-05
SST,cap1600,NN2,CD,11,4.425473e-05
SST,cap1600,NN2,CD,12,3.936122e-05
SST,cap1600,NN2,CD,13,3.122533e-05
SST,cap1600,NN2,CD,14,2.779043e-05
SST,cap1600,NN2,CD,15,2.873150e-05
SST,cap1600,NN2,CD,16,3.306899e-05
SST,cap1600,NN2,CD,17,3.776764e-05
SST,cap1600,NN2,CD,18,4.128367e-05
SST,cap1600,NN2,CD,19,4.374718e-05
SST,cap1600,NN2,CD,20,5.333780e-05
SST,cap1600,NN2,CD,21,6.586330e-05
SST,cap1600,NN2,CD,22,7.638206e-05
SST,cap1600,NN2,CD,23,8.401474e-05
SST,cap1600,NN2,CD,24,8.216535e-05
SST,cap1600,NN2,CD,25,6.974362e-05
SST,cap1600,NN2,CD,26,5.486815e-05
SST,cap1600,NN2,CD,27,4.710736e-05
SST,cap1600,NN2,CD,28,5.158878e-05
SST,cap1600,NN2,CD,29,6.506143e-05
SST,cap1600,NN2,CD,30,6.560745e-05
SST,cap1600,NN2,CD,31,7.712016e-05
SST,cap1600,NN2,CD,32,7.081941e-05
SST,cap1600,NN2,CD,33,6.878352e-05
SST,cap1600,NN2,CD,34,7.351672e-05
SST,cap1600,NN2,CD,35,8.332982e-05
SST,cap1600,NN2,CD,36,9.108690e-05
SST,cap1600,NN2,CD,37,9.032547e-05
SST,cap1600,NN2,CD,38,7.921567e-05
SST,cap1600,NN2,CD,39,6.271069e-05
SST,cap1600,NN2,CDp,2,0.000000e+00
SST,cap1600,NN2,CDp,3,0.000000e+00
SST,cap1600,NN2,CDp,4,0.000000e+00
SST,cap1600,NN2,CDp,5,0.000000e+00
SST,cap1600,NN2,CDp,6,0.000000e+00
SST,cap1600,NN2,CDp,7,0.000000e+00
SST,cap1600,NN2,CDp,8,0.000000e+00
SST,cap1600,NN2,CDp,9,0.000000e+00
SST,cap1600,NN2,CDp,10,2.931596e-05
SST,cap1600,NN2,CDp,11,4.407756e-05
SST,cap1600,NN2,CDp,12,3.922028e-05
SST,cap1600,NN2,CDp,13,3.119987e-05
SST,cap1600,NN2,CDp,14,2.792208e-05
SST,cap1600,NN2,CDp,15,2.902795e-05
SST,cap1600,NN2,CDp,16,3.352807e-05
SST,cap1600,NN2,CDp,17,3.837679e-05
SST,cap1600,NN2,CDp,18,4.202981e-05
SST,cap1600,NN2,CDp,19,4.461776e-05
SST,cap1600,NN2,CDp,20,5.430565e-05
SST,cap1600,NN2,CDp,21,6.683573e-05
SST,cap1600,NN2,CDp,22,7.734758e-05
SST,cap1600,NN2,CDp,23,8.492334e-05
SST,cap1600,NN2,CDp,24,8.298777e-05
SST,cap1600,NN2,CDp,25,7.047652e-05
SST,cap1600,NN2,CDp,26,5.554714e-05
SST,cap1600,NN2,CDp,27,4.778949e-05
SST,cap1600,NN2,CDp,28,5.232632e-05
SST,cap1600,NN2,CDp,29,6.589075e-05
SST,cap1600,NN2,CDp,30,6.674748e-05
SST,cap1600,NN2,CDp,31,7.848281e-05
SST,cap1600,NN2,CDp,32,7.233907e-05
SST,cap1600,NN2,CDp,33,7.040131e-05
SST,cap1600,NN2,CDp,34,7.519030e-05
SST,cap1600,NN2,CDp,35,8.504203e-05
SST,cap1600,NN2,CDp,36,9.283213e-05
SST,cap1600,NN2,CDp,37,9.207569e-05
SST,cap1600,NN2,CDp,38,8.092038e-05
SST,cap1600,NN2,CDp,39,6.430900e-05
SST,cap1600,NN2,CDv,2,0.000000e+00
SST,cap1600,NN2,CDv,3,0.000000e+00
SST,cap1600,NN2,CDv,4,0.000000e+00
SST,cap1600,NN2,CDv,5,0.000000e+00
SST,cap1600,NN2,CDv,6,0.000000e+00
SST,cap1600,NN2,CDv,7,0.000000e+00
SST,cap1600,NN2,CDv,8,0.000000e+00
SST,cap1600,NN2,CDv,9,0.000000e+00
SST,cap1600,NN2,CDv,10,1.194279e-07
SST,cap1600,NN2,CDv,11,1.847601e-07
SST,cap1600,NN2,CDv,12,1.470911e-07
SST,cap1600,NN2,CDv,13,3.137599e-08
SST,cap1600,NN2,CDv,14,-1.252115e-07
SST,cap1600,NN2,CDv,15,-2.919278e-07
SST,cap1600,NN2,CDv,16,-4.540270e-07
SST,cap1600,NN2,CDv,17,-6.033627e-07
SST,cap1600,NN2,CDv,18,-7.391425e-07
SST,cap1600,NN2,CDv,19,-8.627911e-07
SST,cap1600,NN2,CDv,20,-9.794212e-07
SST,cap1600,NN2,CDv,21,-9.895630e-07
SST,cap1600,NN2,CDv,22,-9.832391e-07
SST,cap1600,NN2,CDv,23,-9.241592e-07
SST,cap1600,NN2,CDv,24,-8.361351e-07
SST,cap1600,NN2,CDv,25,-7.465585e-07
SST,cap1600,NN2,CDv,26,-6.933224e-07
SST,cap1600,NN2,CDv,27,-6.969123e-07
SST,cap1600,NN2,CDv,28,-7.521566e-07
SST,cap1600,NN2,CDv,29,-8.437365e-07
SST,cap1600,NN2,CDv,30,-1.138099e-06
SST,cap1600,NN2,CDv,31,-1.357381e-06
SST,cap1600,NN2,CDv,32,-1.517051e-06
SST,cap1600,NN2,CDv,33,-1.615211e-06
SST,cap1600,NN2,CDv,34,-1.669737e-06
SST,cap1600,NN2,CDv,35,-1.709427e-06
SST,cap1600,NN2,CDv,36,-1.741791e-06
SST,cap1600,NN2,CDv,37,-1.747502e-06
SST,cap1600,NN2,CDv,38,-1.701587e-06
SST,cap1600,NN2,CDv,39,-1.596384e-06
SST,cap1600,P,CL,2,0.000000e+00
SST,cap1600,P,CL,3,0.000000e+00
SST,cap1600,P,CL,4,0.000000e+00
SST,cap1600,P,CL,5,0.000000e+00
SST,cap1600,P,CL,6,0.000000e+00
SST,cap1600,P,CL,7,0.000000e+00
SST,cap1600,P,CL,8,0.000000e+00
SST,cap1600,P,CL,9,0.000000e+00
SST,cap1600,P,CL,10,-2.204900e-06
SST,cap1600,P,CL,11,2.251100e-06
SST,cap1600,P,CL,12,1.420500e-06
SST,cap1600,P,CL,13,1.365000e-06
SST,cap1600,P,CL,14,6.001600e-06
SST,cap1600,P,CL,15,8.477100e-06
SST,cap1600,P,CL,16,6.637700e-06
SST,cap1600,P,CL,17,1.925400e-06
SST,cap1600,P,CL,18,-1.634100e-06
SST,cap1600,P,CL,19,-2.986800e-06
SST,cap1600,P,CL,20,-1.619790e-05
SST,cap1600,P,CL,21,-1.356900e-05
SST,cap1600,P,CL,22,-5.682300e-06
SST,cap1600,P,CL,23,4.147600e-06
SST,cap1600,P,CL,24,1.149610e-05
SST,cap1600,P,CL,25,7.965500e-06
SST,cap1600,P,CL,26,8.969000e-07
SST,cap1600,P,CL,27,2.956000e-07
SST,cap1600,P,CL,28,4.572200e-06
SST,cap1600,P,CL,29,5.643700e-06
SST,cap1600,P,CL,30,-6.766800e-06
SST,cap1600,P,CL,31,8.499800e-06
SST,cap1600,P,CL,32,8.161200e-06
SST,cap1600,P,CL,33,5.327800e-06
SST,cap1600,P,CL,34,2.013700e-06
SST,cap1600,P,CL,35,1.763000e-07
SST,cap1600,P,CL,36,3.098300e-06
SST,cap1600,P,CL,37,6.797400e-06
SST,cap1600,P,CL,38,5.052500e-06
SST,cap1600,P,CL,39,-1.463400e-06
SST,cap1600,P,CD,2,0.000000e+00
SST,cap1600,P,CD,3,0.000000e+00
SST,cap1600,P,CD,4,0.000000e+00
SST,cap1600,P,CD,5,0.000000e+00
SST,cap1600,P,CD,6,0.000000e+00
SST,cap1600,P,CD,7,0.000000e+00
SST,cap1600,P,CD,8,0.000000e+00
SST,cap1600,P,CD,9,0.000000e+00
SST,cap1600,P,CD,10,1.017686e-06
SST,cap1600,P,CD,11,1.148378e-06
SST,cap1600,P,CD,12,5.431400e-08
SST,cap1600,P,CD,13,-4.075660e-07
SST,cap1600,P,CD,14,4.328290e-07
SST,cap1600,P,CD,15,1.002823e-06
SST,cap1600,P,CD,16,9.542280e-07
SST,cap1600,P,CD,17,1.942610e-07
SST,cap1600,P,CD,18,-9.083090e-07
SST,cap1600,P,CD,19,-1.509200e-06
SST,cap1600,P,CD,20,-1.098099e-06
SST,cap1600,P,CD,21,-1.906610e-06
SST,cap1600,P,CD,22,7.825280e-07
SST,cap1600,P,CD,23,2.811862e-06
SST,cap1600,P,CD,24,2.314141e-06
SST,cap1600,P,CD,25,1.017689e-06
SST,cap1600,P,CD,26,1.705830e-07
SST,cap1600,P,CD,27,1.567895e-06
SST,cap1600,P,CD,28,3.652617e-06
SST,cap1600,P,CD,29,3.536214e-06
SST,cap1600,P,CD,30,1.839232e-06
SST,cap1600,P,CD,31,2.278628e-06
SST,cap1600,P,CD,32,-1.078444e-06
SST,cap1600,P,CD,33,-2.972422e-06
SST,cap1600,P,CD,34,-2.482277e-06
SST,cap1600,P,CD,35,1.808000e-09
SST,cap1600,P,CD,36,2.277435e-06
SST,cap1600,P,CD,37,3.259341e-06
SST,cap1600,P,CD,38,1.869417e-06
SST,cap1600,P,CD,39,3.061800e-08
SST,cap1600,P,CDp,2,0.000000e+00
SST,cap1600,P,CDp,3,0.000000e+00
SST,cap1600,P,CDp,4,0.000000e+00
SST,cap1600,P,CDp,5,0.000000e+00
SST,cap1600,P,CDp,6,0.000000e+00
SST,cap1600,P,CDp,7,0.000000e+00
SST,cap1600,P,CDp,8,0.000000e+00
SST,cap1600,P,CDp,9,0.000000e+00
SST,cap1600,P,CDp,10,1.018177e-06
SST,cap1600,P,CDp,11,1.146731e-06
SST,cap1600,P,CDp,12,5.083679e-08
SST,cap1600,P,CDp,13,-4.116781e-07
SST,cap1600,P,CDp,14,4.262079e-07
SST,cap1600,P,CDp,15,9.927778e-07
SST,cap1600,P,CDp,16,9.442312e-07
SST,cap1600,P,CDp,17,1.834508e-07
SST,cap1600,P,CDp,18,-9.191923e-07
SST,cap1600,P,CDp,19,-1.519827e-06
SST,cap1600,P,CDp,20,-1.119258e-06
SST,cap1600,P,CDp,21,-1.925581e-06
SST,cap1600,P,CDp,22,7.667425e-07
SST,cap1600,P,CDp,23,2.796398e-06
SST,cap1600,P,CDp,24,2.300299e-06
SST,cap1600,P,CDp,25,1.004519e-06
SST,cap1600,P,CDp,26,1.549146e-07
SST,cap1600,P,CDp,27,1.546970e-06
SST,cap1600,P,CDp,28,3.623030e-06
SST,cap1600,P,CDp,29,3.503043e-06
SST,cap1600,P,CDp,30,1.801228e-06
SST,cap1600,P,CDp,31,2.245777e-06
SST,cap1600,P,CDp,32,-1.102768e-06
SST,cap1600,P,CDp,33,-2.986790e-06
SST,cap1600,P,CDp,34,-2.488115e-06
SST,cap1600,P,CDp,35,4.600650e-09
SST,cap1600,P,CDp,36,2.292578e-06
SST,cap1600,P,CDp,37,3.286920e-06
SST,cap1600,P,CDp,38,1.907242e-06
SST,cap1600,P,CDp,39,7.543563e-08
SST,cap1600,P,CDv,2,0.000000e+00
SST,cap1600,P,CDv,3,0.000000e+00
SST,cap1600,P,CDv,4,0.000000e+00
SST,cap1600,P,CDv,5,0.000000e+00
SST,cap1600,P,CDv,6,0.000000e+00
SST,cap1600,P,CDv,7,0.000000e+00
SST,cap1600,P,CDv,8,0.000000e+00
SST,cap1600,P,CDv,9,0.000000e+00
SST,cap1600,P,CDv,10,-7.803263e-10
SST,cap1600,P,CDv,11,1.704445e-09
SST,cap1600,P,CDv,12,3.261120e-09
SST,cap1600,P,CDv,13,4.810809e-09
SST,cap1600,P,CDv,14,6.577065e-09
SST,cap1600,P,CDv,15,8.419864e-09
SST,cap1600,P,CDv,16,9.634619e-09
SST,cap1600,P,CDv,17,1.025415e-08
SST,cap1600,P,CDv,18,1.081862e-08
SST,cap1600,P,CDv,19,1.148695e-08
SST,cap1600,P,CDv,20,2.040121e-08
SST,cap1600,P,CDv,21,1.870945e-08
SST,cap1600,P,CDv,22,1.502858e-08
SST,cap1600,P,CDv,23,1.640132e-08
SST,cap1600,P,CDv,24,1.482462e-08
SST,cap1600,P,CDv,25,1.343397e-08
SST,cap1600,P,CDv,26,1.522098e-08
SST,cap1600,P,CDv,27,2.108483e-08
SST,cap1600,P,CDv,28,2.848775e-08
SST,cap1600,P,CDv,29,3.372104e-08
SST,cap1600,P,CDv,30,3.771742e-08
SST,cap1600,P,CDv,31,3.254669e-08
SST,cap1600,P,CDv,32,2.348789e-08
SST,cap1600,P,CDv,33,1.469999e-08
SST,cap1600,P,CDv,34,6.180897e-09
SST,cap1600,P,CDv,35,-2.932549e-09
SST,cap1600,P,CDv,36,-1.485256e-08
SST,cap1600,P,CDv,37,-2.712870e-08
SST,cap1600,P,CDv,38,-3.766712e-08
SST,cap1600,P,CDv,39,-4.495189e-08
