model,setting,quantity,coeff,step,value
SA,cap1600,GP2,CDv,30,4.857907e-07
SA,cap1600,GP2,CDv,31,3.915266e-07
SA,cap1600,GP2,CDv,32,2.672233e-07
SA,cap1600,GP2,CDv,33,1.759988e-07
SA,cap1600,GP2,CDv,34,1.059343e-07
SA,cap1600,GP2,CDv,35,5.075901e-08
SA,cap1600,GP2,CDv,36,1.345890e-08
SA,cap1600,GP2,CDv,37,-1.391720e-08
SA,cap1600,GP2,CDv,38,-2.741162e-08
SA,cap1600,GP2,CDv,39,-9.757725e-09
SA,cap1600,NN2,CL,2,0.000000e+00
SA,cap1600,NN2,CL,3,0.000000e+00
SA,cap1600,NN2,CL,4,0.000000e+00
SA,cap1600,NN2,CL,5,0.000000e+00
SA,cap1600,NN2,CL,6,0.000000e+00
SA,cap1600,NN2,CL,7,0.000000e+00
SA,cap1600,NN2,CL,8,0.000000e+00
SA,cap1600,NN2,CL,9,0.000000e+00
SA,cap1600,NN2,CL,10,1.687360e-05
SA,cap1600,NN2,CL,11,3.127820e-05
SA,cap1600,NN2,CL,12,1.705810e-05
SA,cap1600,NN2,CL,13,1.560050e-05
SA,cap1600,NN2,CL,14,2.732560e-05
SA,cap1600,NN2,CL,15,3.445740e-05
SA,cap1600,NN2,CL,16,3.528510e-05
SA,cap1600,NN2,CL,17,3.054710e-05
SA,cap1600,NN2,CL,18,3.424420e-05
SA,cap1600,NN2,CL,19,5.223220e-05
SA,cap1600,NN2,CL,20,2.149432e-04
SA,cap1600,NN2,CL,21,3.780095e-04
SA,cap1600,NN2,CL,22,4.585901e-04
SA,cap1600,NN2,CL,23,5.104976e-04
SA,cap1600,NN2,CL,24,4.883757e-04
SA,cap1600,NN2,CL,25,4.276799e-04
SA,cap1600,NN2,CL,26,3.326700e-04
SA,cap1600,NN2,CL,27,2.786435e-04
SA,cap1600,NN2,CL,28,2.838223e-04
SA,cap1600,NN2,CL,29,3.267021e-04
SA,cap1600,NN2,CL,30,2.532013e-04
SA,cap1600,NN2,CL,31,2.278431e-04
SA,cap1600,NN2,CL,32,2.179963e-04
SA,cap1600,NN2,CL,33,2.616286e-04
SA,cap1600,NN2,CL,34,3.198085e-04
SA,cap1600,NN2,CL,35,3.756368e-04
SA,cap1600,NN2,CL,36,4.224482e-04
SA,cap1600,NN2,CL,37,4.372749e-04
SA,cap1600,NN2,CL,38,4.018061e-04
SA,cap1600,NN2,CL,39,3.171383e-04
SA,cap1600,NN2,CD,2,0.000000e+00
SA,cap1600,NN2,CD,3,0.000000e+00
SA,cap1600,NN2,CD,4,0.000000e+00
SA,cap1600,NN2,CD,5,0.000000e+00
SA,cap1600,NN2,CD,6,0.000000e+00
SA,cap1600,NN2,CD,7,0.000000e+00
SA,cap1600,NN2,CD,8,0.000000e+00
SA,cap1600,NN2,CD,9,0.000000e+00
SA,cap1600,NN2,CD,10,3.242154e-05
SA,cap1600,NN2,CD,11,4.913671e-05
SA,cap1600,NN2,CD,12,4.322750e-05
SA,cap1600,NN2,CD,13,3.487529e-05
SA,cap1600,NN2,CD,14,3.152560e-05
SA,cap1600,NN2,CD,15,3.250398e-05
SA,cap1600,NN2,CD,16,3.537853e-05
SA,cap1600,NN2,CD,17,3.793308e-05
SA,cap1600,NN2,CD,18,3.999714e-05
SA,cap1600,NN2,CD,19,4.214421e-05
SA,cap1600,NN2,CD,20,5.213777e-05
SA,cap1600,NN2,CD,21,6.610485e-05
SA,cap1600,NN2,CD,22,8.069988e-05
SA,cap1600,NN2,CD,23,9.828549e-05
SA,cap1600,NN2,CD,24,1.019274e-04
SA,cap1600,NN2,CD,25,9.528801e-05
SA,cap1600,NN2,CD,26,8.086247e-05
SA,cap1600,NN2,CD,27,7.428356e-05
SA,cap1600,NN2,CD,28,7.586202e-05
SA,cap1600,NN2,CD,29,8.020440e-05
SA,cap1600,NN2,CD,30,7.107836e-05
SA,cap1600,NN2,CD,31,7.872673e-05
SA,cap1600,NN2,CD,32,7.935953e-05
SA,cap1600,NN2,CD,33,8.282215e-05
SA,cap1600,NN2,CD,34,8.734633e-05
SA,cap1600,NN2,CD,35,9.700809e-05
SA,cap1600,NN2,CD,36,1.070920e-04
SA,cap1600,NN2,CD,37,1.106594e-04
SA,cap1600,NN2,CD,38,1.046017e-04
SA,cap1600,NN2,CD,39,8.999775e-05
SA,cap1600,NN2,CDp,2,0.000000e+00
SA,cap1600,NN2,CDp,3,0.000000e+00
SA,cap1600,NN2,CDp,4,0.000000e+00
SA,cap1600,NN2,CDp,5,0.000000e+00
SA,cap1600,NN2,CDp,6,0.000000e+00
SA,cap1600,NN2,CDp,7,0.000000e+00
SA,cap1600,NN2,CDp,8,0.000000e+00
SA,cap1600,NN2,CDp,9,0.000000e+00
SA,cap1600,NN2,CDp,10,3.236892e-05
SA,cap1600,NN2,CDp,11,4.903812e-05
SA,cap1600,NN2,CDp,12,4.310718e-05
SA,cap1600,NN2,CDp,13,3.477107e-05
SA,cap1600,NN2,CDp,14,3.145751e-05
SA,cap1600,NN2,CDp,15,3.247028e-05
SA,cap1600,NN2,CDp,16,3.537765e-05
SA,cap1600,NN2,CDp,17,3.795766e-05
SA,cap1600,NN2,CDp,18,4.004125e-05
SA,cap1600,NN2,CDp,19,4.221515e-05
SA,cap1600,NN2,CDp,20,5.222652e-05
SA,cap1600,NN2,CDp,21,6.614714e-05
SA,cap1600,NN2,CDp,22,8.067492e-05
SA,cap1600,NN2,CDp,23,9.816595e-05
SA,cap1600,NN2,CDp,24,1.016855e-04
SA,cap1600,NN2,CDp,25,9.494636e-05
SA,cap1600,NN2,CDp,26,8.042691e-05
SA,cap1600,NN2,CDp,27,7.377234e-05
SA,cap1600,NN2,CDp,28,7.529909e-05
SA,cap1600,NN2,CDp,29,7.960352e-05
SA,cap1600,NN2,CDp,30,7.060122e-05
SA,cap1600,NN2,CDp,31,7.836077e-05
SA,cap1600,NN2,CDp,32,7.911539e-05
SA,cap1600,NN2,CDp,33,8.268392e-05
SA,cap1600,NN2,CDp,34,8.728576e-05
SA,cap1600,NN2,CDp,35,9.702601e-05
SA,cap1600,NN2,CDp,36,1.071578e-04
SA,cap1600,NN2,CDp,37,1.107521e-04
SA,cap1600,NN2,CDp,38,1.047013e-04
SA,cap1600,NN2,CDp,39,9.007312e-05
SA,cap1600,NN2,CDv,2,0.000000e+00
SA,cap1600,NN2,CDv,3,0.000000e+00
SA,cap1600,NN2,CDv,4,0.000000e+00
SA,cap1600,NN2,CDv,5,0.000000e+00
SA,cap1600,NN2,CDv,6,0.000000e+00
SA,cap1600,NN2,CDv,7,0.000000e+00
SA,cap1600,NN2,CDv,8,0.000000e+00
SA,cap1600,NN2,CDv,9,0.000000e+00
SA,cap1600,NN2,CDv,10,5.401150e-08
SA,cap1600,NN2,CDv,11,1.012781e-07
SA,cap1600,NN2,CDv,12,1.228578e-07
SA,cap1600,NN2,CDv,13,1.063868e-07
SA,cap1600,NN2,CDv,14,6.945752e-08
SA,cap1600,NN2,CDv,15,3.546928e-08
SA,cap1600,NN2,CDv,16,2.759897e-09
SA,cap1600,NN2,CDv,17,-2.286771e-08
SA,cap1600,NN2,CDv,18,-4.307350e-08
SA,cap1600,NN2,CDv,19,-6.980207e-08
SA,cap1600,NN2,CDv,20,-9.885428e-08
SA,cap1600,NN2,CDv,21,-5.725817e-08
SA,cap1600,NN2,CDv,22,9.304392e-09
SA,cap1600,NN2,CDv,23,1.046221e-07
SA,cap1600,NN2,CDv,24,2.262744e-07
SA,cap1600,NN2,CDv,25,3.271802e-07
SA,cap1600,NN2,CDv,26,4.205673e-07
SA,cap1600,NN2,CDv,27,4.970580e-07
SA,cap1600,NN2,CDv,28,5.496550e-07
SA,cap1600,NN2,CDv,29,5.876230e-07
SA,cap1600,NN2,CDv,30,4.805732e-07
SA,cap1600,NN2,CDv,31,3.725789e-07
SA,cap1600,NN2,CDv,32,2.510987e-07
SA,cap1600,NN2,CDv,33,1.443598e-07
SA,cap1600,NN2,CDv,34,6.671535e-08
SA,cap1600,NN2,CDv,35,-1.218517e-08
SA,cap1600,NN2,CDv,36,-5.868477e-08
SA,cap1600,NN2,CDv,37,-8.620588e-08
SA,cap1600,NN2,CDv,38,-9.287848e-08
SA,cap1600,NN2,CDv,39,-6.965896e-08
SA,cap1600,P,CL,2,0.000000e+00
SA,cap1600,P,CL,3,0.000000e+00
SA,cap1600,P,CL,4,0.000000e+00
SA,cap1600,P,CL,5,0.000000e+00
SA,cap1600,P,CL,6,0.000000e+00
SA,cap1600,P,CL,7,0.000000e+00
SA,cap1600,P,CL,8,0.000000e+00
SA,cap1600,P,CL,9,0.000000e+00
SA,cap1600,P,CL,10,-8.097000e-07
SA,cap1600,P,CL,11,2.755100e-06
SA,cap1600,P,CL,12,6.330000e-07
SA,cap1600,P,CL,13,1.237000e-06
SA,cap1600,P,CL,14,4.479200e-06
SA,cap1600,P,CL,15,6.463000e-06
SA,cap1600,P,CL,16,5.096800e-06
SA,cap1600,P,CL,17,9.971000e-07
SA,cap1600,P,CL,18,-2.098800e-06
SA,cap1600,P,CL,19,-2.656900e-06
SA,cap1600,P,CL,20,-1.392410e-05
SA,cap1600,P,CL,21,-1.626320e-05
SA,cap1600,P,CL,22,-1.118950e-05
SA,cap1600,P,CL,23,4.330100e-06
SA,cap1600,P,CL,24,1.311140e-05
SA,cap1600,P,CL,25,1.617300e-05
SA,cap1600,P,CL,26,1.069930e-05
SA,cap1600,P,CL,27,9.752200e-06
SA,cap1600,P,CL,28,6.993700e-06
SA,cap1600,P,CL,29,2.140300e-06
SA,cap1600,P,CL,30,-1.628900e-05
SA,cap1600,P,CL,31,-1.036420e-05
SA,cap1600,P,CL,32,8.765700e-06
SA,cap1600,P,CL,33,9.704700e-06
SA,cap1600,P,CL,34,8.265100e-06
SA,cap1600,P,CL,35,2.519300e-06
SA,cap1600,P,CL,36,-3.078100e-06
SA,cap1600,P,CL,37,-1.215190e-05
SA,cap1600,P,CL,38,-2.779030e-05
SA,cap1600,P,CL,39,-4.305640e-05
SA,cap1600,P,CD,2,0.000000e+00
SA,cap1600,P,CD,3,0.000000e+00
SA,cap1600,P,CD,4,0.000000e+00
SA,cap1600,P,CD,5,0.000000e+00
SA,cap1600,P,CD,6,0.000000e+00
SA,cap1600,P,CD,7,0.000000e+00
SA,cap1600,P,CD,8,0.000000e+00
SA,cap1600,P,CD,9,0.000000e+00
SA,cap1600,P,CD,10,1.442970e-06
SA,cap1600,P,CD,11,1.363350e-06
SA,cap1600,P,CD,12,-2.485200e-07
SA,cap1600,P,CD,13,-3.593400e-07
SA,cap1600,P,CD,14,2.600200e-07
SA,cap1600,P,CD,15,7.331200e-07
SA,cap1600,P,CD,16,6.535200e-07
SA,cap1600,P,CD,17,-1.378200e-07
SA,cap1600,P,CD,18,-1.032420e-06
SA,cap1600,P,CD,19,-1.318650e-06
SA,cap1600,P,CD,20,-7.275300e-07
SA,cap1600,P,CD,21,-3.152020e-06
SA,cap1600,P,CD,22,-7.373500e-07
SA,cap1600,P,CD,23,4.078350e-06
SA,cap1600,P,CD,24,5.142730e-06
SA,cap1600,P,CD,25,3.963470e-06
SA,cap1600,P,CD,26,3.017380e-06
SA,cap1600,P,CD,27,4.243820e-06
SA,cap1600,P,CD,28,3.703590e-06
SA,cap1600,P,CD,29,1.448590e-06
SA,cap1600,P,CD,30,-4.088100e-07
SA,cap1600,P,CD,31,-2.428030e-06
SA,cap1600,P,CD,32,-1.694290e-06
SA,cap1600,P,CD,33,-1.405160e-06
SA,cap1600,P,CD,34,1.424200e-07
SA,cap1600,P,CD,35,1.712160e-06
SA,cap1600,P,CD,36,2.264260e-06
SA,cap1600,P,CD,37,1.133720e-06
SA,cap1600,P,CD,38,-1.819450e-06
SA,cap1600,P,CD,39,-5.052520e-06
SA,cap1600,P,CDp,2,0.000000e+00
SA,cap1600,P,CDp,3,0.000000e+00
SA,cap1600,P,CDp,4,0.000000e+00
SA,cap1600,P,CDp,5,0.000000e+00
SA,cap1600,P,CDp,6,0.000000e+00
SA,cap1600,P,CDp,7,0.000000e+00
SA,cap1600,P,CDp,8,0.000000e+00
SA,cap1600,P,CDp,9,0.000000e+00
SA,cap1600,P,CDp,10,1.444223e-06
SA,cap1600,P,CDp,11,1.362632e-06
SA,cap1600,P,CDp,12,-2.502909e-07
SA,cap1600,P,CDp,13,-3.586451e-07
SA,cap1600,P,CDp,14,2.602841e-07
SA,cap1600,P,CDp,15,7.334990e-07
SA,cap1600,P,CDp,16,6.527939e-07
SA,cap1600,P,CDp,17,-1.401414e-07
SA,cap1600,P,CDp,18,-1.037171e-06
SA,cap1600,P,CDp,19,-1.315561e-06
SA,cap1600,P,CDp,20,-7.303892e-07
SA,cap1600,P,CDp,21,-3.160429e-06
SA,cap1600,P,CDp,22,-7.517291e-07
SA,cap1600,P,CDp,23,4.056155e-06
SA,cap1600,P,CDp,24,5.113371e-06
SA,cap1600,P,CDp,25,3.954854e-06
SA,cap1600,P,CDp,26,3.008029e-06
SA,cap1600,P,CDp,27,4.235904e-06
SA,cap1600,P,CDp,28,3.697028e-06
SA,cap1600,P,CDp,29,1.442692e-06
SA,cap1600,P,CDp,30,-4.036434e-07
SA,cap1600,P,CDp,31,-2.408902e-06
SA,cap1600,P,CDp,32,-1.678557e-06
SA,cap1600,P,CDp,33,-1.373571e-06
SA,cap1600,P,CDp,34,1.820919e-07
SA,cap1600,P,CDp,35,1.774216e-06
SA,cap1600,P,CDp,36,2.336946e-06
SA,cap1600,P,CDp,37,1.206008e-06
SA,cap1600,P,CDp,38,-1.753594e-06
SA,cap1600,P,CDp,39,-4.992791e-06
SA,cap1600,P,CDv,2,0.000000e+00
SA,cap1600,P,CDv,3,0.000000e+00
SA,cap1600,P,CDv,4,0.000000e+00
SA,cap1600,P,CDv,5,0.000000e+00
SA,cap1600,P,CDv,6,0.000000e+00
SA,cap1600,P,CDv,7,0.000000e+00
SA,cap1600,P,CDv,8,0.000000e+00
SA,cap1600,P,CDv,9,0.000000e+00
SA,cap1600,P,CDv,10,-5.236095e-10
SA,cap1600,P,CDv,11,7.676674e-10
SA,cap1600,P,CDv,12,1.828802e-09
SA,cap1600,P,CDv,13,-1.704367e-10
SA,cap1600,P,CDv,14,-1.320656e-10
SA,cap1600,P,CDv,15,-1.994801e-10
SA,cap1600,P,CDv,16,1.188995e-09
SA,cap1600,P,CDv,17,2.616396e-09
SA,cap1600,P,CDv,18,3.645046e-09
SA,cap1600,P,CDv,19,-2.684940e-09
SA,cap1600,P,CDv,20,3.158979e-09
SA,cap1600,P,CDv,21,8.820048e-09
SA,cap1600,P,CDv,22,1.385665e-08
SA,cap1600,P,CDv,23,2.201600e-08
SA,cap1600,P,CDv,24,2.910209e-08
SA,cap1600,P,CDv,25,8.785465e-09
SA,cap1600,P,CDv,26,9.506059e-09
SA,cap1600,P,CDv,27,7.595263e-09
SA,cap1600,P,CDv,28,6.277266e-09
SA,cap1600,P,CDv,29,5.751687e-09
SA,cap1600,P,CDv,30,-5.217591e-09
SA,cap1600,P,CDv,31,-1.894773e-08
SA,cap1600,P,CDv,32,-1.612460e-08
SA,cap1600,P,CDv,33,-3.163896e-08
SA,cap1600,P,CDv,34,-3.921894e-08
SA,cap1600,P,CDv,35,-6.294418e-08
SA,cap1600,P,CDv,36,-7.214366e-08
SA,cap1600,P,CDv,37,-7.228868e-08
SA,cap1600,P,CDv,38,-6.546686e-08
SA,cap1600,P,CDv,39,-5.990124e-08
SA,halfstep,GP2,CL,2,0.000000e+00
SA,halfstep,GP2,CL,3,0.000000e+00
SA,halfstep,GP2,CL,4,0.000000e+00
SA,halfstep,GP2,CL,5,0.000000e+00
SA,halfstep,GP2,CL,6,0.000000e+00
SA,halfstep,GP2,CL,7,0.000000e+00
SA,halfstep,GP2,CL,8,0.000000e+00
SA,halfstep,GP2,CL,9,0.000000e+00
SA,halfstep,GP2,CL,10,1.759940e-05
SA,halfstep,GP2,CL,11,1.637190e-05
SA,halfstep,GP2,CL,12,2.282880e-05
SA,halfstep,GP2,CL,13,3.019100e-05
SA,halfstep,GP2,CL,14,3.630810e-05
SA,halfstep,GP2,CL,15,8.123300e-05
SA,halfstep,GP2,CL,16,1.154701e-04
SA,halfstep,GP2,CL,17,5.207140e-05
SA,halfstep,GP2,CL,18,-5.679680e-05
SA,halfstep,GP2,CL,19,-7.973540e-05
SA,halfstep,GP2,CL,20,1.258182e-04
SA,halfstep,GP2,CL,21,3.807645e-04
SA,halfstep,GP2,CL,22,4.684357e-04
SA,halfstep,GP2,CL,23,4.369014e-04
SA,halfstep,GP2,CL,24,4.195374e-04
SA,halfstep,GP2,CL,25,4.040226e-04
SA,halfstep,GP2,CL,26,3.818128e-04
SA,halfstep,GP2,CL,27,4.402396e-04
SA,halfstep,GP2,CL,28,5.589644e-04
SA,halfstep,GP2,CL,29,6.132190e-04
SA,halfstep,GP2,CL,30,4.727578e-04
SA,halfstep,GP2,CL,31,2.799786e-04
SA,halfstep,GP2,CL,32,2.229173e-04
SA,halfstep,GP2,CL,33,2.443303e-04
SA,halfstep,GP2,CL,34,2.761443e-04
SA,halfstep,GP2,CL,35,2.490115e-04
SA,halfstep,GP2,CL,36,2.159898e-04
SA,halfstep,GP2,CL,37,2.254119e-04
SA,halfstep,GP2,CL,38,2.487516e-04
SA,halfstep,GP2,CL,39,1.966614e-04
SA,halfstep,GP2,CD,2,0.000000e+00
SA,halfstep,GP2,CD,3,0.000000e+00
SA,halfstep,GP2,CD,4,0.000000e+00
SA,halfstep,GP2,CD,5,0.000000e+00
SA,halfstep,GP2,CD,6,0.000000e+00
SA,halfstep,GP2,CD,7,0.000000e+00
SA,halfstep,GP2,CD,8,0.000000e+00
SA,halfstep,GP2,CD,9,0.000000e+00
SA,halfstep,GP2,CD,10,3.099438e-05
SA,halfstep,GP2,CD,11,4.346809e-05
SA,halfstep,GP2,CD,12,3.126408e-05
SA,halfstep,GP2,CD,13,3.472500e-05
SA,halfstep,GP2,CD,14,4.102442e-05
SA,halfstep,GP2,CD,15,4.572835e-05
SA,halfstep,GP2,CD,16,4.964664e-05
SA,halfstep,GP2,CD,17,4.607627e-05
SA,halfstep,GP2,CD,18,3.726236e-05
SA,halfstep,GP2,CD,19,3.455675e-05
SA,halfstep,GP2,CD,20,4.852283e-05
SA,halfstep,GP2,CD,21,7.994171e-05
SA,halfstep,GP2,CD,22,9.718885e-05
SA,halfstep,GP2,CD,23,8.770140e-05
SA,halfstep,GP2,CD,24,8.127405e-05
SA,halfstep,GP2,CD,25,8.327321e-05
SA,halfstep,GP2,CD,26,8.540629e-05
SA,halfstep,GP2,CD,27,9.244884e-05
SA,halfstep,GP2,CD,28,1.062886e-04
SA,halfstep,GP2,CD,29,1.097102e-04
SA,halfstep,GP2,CD,30,9.461903e-05
SA,halfstep,GP2,CD,31,8.283331e-05
SA,halfstep,GP2,CD,32,7.021082e-05
SA,halfstep,GP2,CD,33,8.008364e-05
SA,halfstep,GP2,CD,34,8.618946e-05
SA,halfstep,GP2,CD,35,7.671276e-05
SA,halfstep,GP2,CD,36,6.762665e-05
SA,halfstep,GP2,CD,37,6.958717e-05
SA,halfstep,GP2,CD,38,7.604556e-05
SA,halfstep,GP2,CD,39,7.340454e-05
SA,halfstep,GP2,CDp,2,0.000000e+00
SA,halfstep,GP2,CDp,3,0.000000e+00
SA,halfstep,GP2,CDp,4,0.000000e+00
SA,halfstep,GP2,CDp,5,0.000000e+00
SA,halfstep,GP2,CDp,6,0.000000e+00
SA,halfstep,GP2,CDp,7,0.000000e+00
SA,halfstep,GP2,CDp,8,0.000000e+00
SA,halfstep,GP2,CDp,9,0.000000e+00
SA,halfstep,GP2,CDp,10,3.093794e-05
SA,halfstep,GP2,CDp,11,4.335074e-05
SA,halfstep,GP2,CDp,12,3.119819e-05
SA,halfstep,GP2,CDp,13,3.472759e-05
SA,halfstep,GP2,CDp,14,4.107524e-05
SA,halfstep,GP2,CDp,15,4.581394e-05
SA,halfstep,GP2,CDp,16,4.975612e-05
SA,halfstep,GP2,CDp,17,4.617689e-05
SA,halfstep,GP2,CDp,18,3.733323e-05
SA,halfstep,GP2,CDp,19,3.460716e-05
SA,halfstep,GP2,CDp,20,4.856741e-05
SA,halfstep,GP2,CDp,21,7.990748e-05
SA,halfstep,GP2,CDp,22,9.702162e-05
SA,halfstep,GP2,CDp,23,8.733281e-05
SA,halfstep,GP2,CDp,24,8.071947e-05
SA,halfstep,GP2,CDp,25,8.253991e-05
SA,halfstep,GP2,CDp,26,8.459044e-05
SA,halfstep,GP2,CDp,27,9.158799e-05
SA,halfstep,GP2,CDp,28,1.053690e-04
SA,halfstep,GP2,CDp,29,1.087015e-04
SA,halfstep,GP2,CDp,30,9.362371e-05
SA,halfstep,GP2,CDp,31,8.179264e-05
SA,halfstep,GP2,CDp,32,6.900494e-05
SA,halfstep,GP2,CDp,33,7.869347e-05
SA,halfstep,GP2,CDp,34,8.465248e-05
SA,halfstep,GP2,CDp,35,7.510433e-05
SA,halfstep,GP2,CDp,36,6.592857e-05
SA,halfstep,GP2,CDp,37,6.767552e-05
SA,halfstep,GP2,CDp,38,7.397406e-05
SA,halfstep,GP2,CDp,39,7.109690e-05
SA,halfstep,GP2,CDv,2,0.000000e+00
SA,halfstep,GP2,CDv,3,0.000000e+00
SA,halfstep,GP2,CDv,4,0.000000e+00
SA,halfstep,GP2,CDv,5,0.000000e+00
SA,halfstep,GP2,CDv,6,0.000000e+00
SA,halfstep,GP2,CDv,7,0.000000e+00
SA,halfstep,GP2,CDv,8,0.000000e+00
SA,halfstep,GP2,CDv,9,0.000000e+00
SA,halfstep,GP2,CDv,10,5.719202e-08
SA,halfstep,GP2,CDv,11,1.196689e-07
SA,halfstep,GP2,CDv,12,6.752296e-08
SA,halfstep,GP2,CDv,13,-1.072242e-09
SA,halfstep,GP2,CDv,14,-4.955449e-08
SA,halfstep,GP2,CDv,15,-8.427560e-08
SA,halfstep,GP2,CDv,16,-1.061890e-07
SA,halfstep,GP2,CDv,17,-9.904942e-08
SA,halfstep,GP2,CDv,18,-6.879102e-08
SA,halfstep,GP2,CDv,19,-4.848035e-08
SA,halfstep,GP2,CDv,20,-5.473037e-08
SA,halfstep,GP2,CDv,21,1.813694e-08
SA,halfstep,GP2,CDv,22,1.531435e-07
SA,halfstep,GP2,CDv,23,3.559765e-07
SA,halfstep,GP2,CDv,24,5.421863e-07
SA,halfstep,GP2,CDv,25,7.219481e-07
SA,halfstep,GP2,CDv,26,8.038990e-07
SA,halfstep,GP2,CDv,27,8.498783e-07
SA,halfstep,GP2,CDv,28,9.084949e-07
SA,halfstep,GP2,CDv,29,9.983507e-07
SA,halfstep,GP2,CDv,30,1.000569e-06
SA,halfstep,GP2,CDv,31,1.048201e-06
SA,halfstep,GP2,CDv,32,1.212924e-06
SA,halfstep,GP2,CDv,33,1.395889e-06
SA,halfstep,GP2,CDv,34,1.541445e-06
SA,halfstep,GP2,CDv,35,1.612823e-06
SA,halfstep,GP2,CDv,36,1.700935e-06
SA,halfstep,GP2,CDv,37,1.914513e-06
SA,halfstep,GP2,CDv,38,2.075723e-06
SA,halfstep,GP2,CDv,39,2.311530e-06
SA,halfstep,NN2,CL,2,0.000000e+00
SA,halfstep,NN2,CL,3,0.000000e+00
SA,halfstep,NN2,CL,4,0.000000e+00
SA,halfstep,NN2,CL,5,0.000000e+00
SA,halfstep,NN2,CL,6,0.000000e+00
SA,halfstep,NN2,CL,7,0.000000e+00
SA,halfstep,NN2,CL,8,0.000000e+00
SA,halfstep,NN2,CL,9,0.000000e+00
SA,halfstep,NN2,CL,10,1.678960e-05
SA,halfstep,NN2,CL,11,1.700410e-05
SA,halfstep,NN2,CL,12,2.730780e-05
SA,halfstep,NN2,CL,13,3.526980e-05
SA,halfstep,NN2,CL,14,3.418990e-05
SA,halfstep,NN2,CL,15,7.951340e-05
SA,halfstep,NN2,CL,16,1.149887e-04
SA,halfstep,NN2,CL,17,5.024780e-05
SA,halfstep,NN2,CL,18,-5.679020e-05
SA,halfstep,NN2,CL,19,-7.797780e-05
SA,halfstep,NN2,CL,20,1.163683e-04
SA,halfstep,NN2,CL,21,3.910917e-04
SA,halfstep,NN2,CL,22,4.995389e-04
SA,halfstep,NN2,CL,23,4.421992e-04
SA,halfstep,NN2,CL,24,4.069004e-04
SA,halfstep,NN2,CL,25,3.988036e-04
SA,halfstep,NN2,CL,26,3.876044e-04
SA,halfstep,NN2,CL,27,4.486891e-04
SA,halfstep,NN2,CL,28,5.567969e-04
SA,halfstep,NN2,CL,29,5.925231e-04
SA,halfstep,NN2,CL,30,4.339545e-04
SA,halfstep,NN2,CL,31,2.892756e-04
SA,halfstep,NN2,CL,32,2.404663e-04
SA,halfstep,NN2,CL,33,2.561399e-04
SA,halfstep,NN2,CL,34,2.753063e-04
SA,halfstep,NN2,CL,35,2.265656e-04
SA,halfstep,NN2,CL,36,1.925284e-04
SA,halfstep,NN2,CL,37,2.230306e-04
SA,halfstep,NN2,CL,38,2.488959e-04
SA,halfstep,NN2,CL,39,2.032054e-04
SA,halfstep,NN2,CD,2,0.000000e+00
SA,halfstep,NN2,CD,3,0.000000e+00
SA,halfstep,NN2,CD,4,0.000000e+00
SA,halfstep,NN2,CD,5,0.000000e+00
SA,halfstep,NN2,CD,6,0.000000e+00
SA,halfstep,NN2,CD,7,0.000000e+00
SA,halfstep,NN2,CD,8,0.000000e+00
SA,halfstep,NN2,CD,9,0.000000e+00
SA,halfstep,NN2,CD,10,3.243663e-05
SA,halfstep,NN2,CD,11,4.321964e-05
SA,halfstep,NN2,CD,12,3.152642e-05
SA,halfstep,NN2,CD,13,3.537774e-05
SA,halfstep,NN2,CD,14,3.999126e-05
SA,halfstep,NN2,CD,15,4.482731e-05
SA,halfstep,NN2,CD,16,5.064727e-05
SA,halfstep,NN2,CD,17,4.716924e-05
SA,halfstep,NN2,CD,18,3.727507e-05
SA,halfstep,NN2,CD,19,3.369054e-05
SA,halfstep,NN2,CD,20,4.971098e-05
SA,halfstep,NN2,CD,21,8.010496e-05
SA,halfstep,NN2,CD,22,1.006083e-04
SA,halfstep,NN2,CD,23,8.966649e-05
SA,halfstep,NN2,CD,24,8.374278e-05
SA,halfstep,NN2,CD,25,8.378682e-05
SA,halfstep,NN2,CD,26,8.298862e-05
SA,halfstep,NN2,CD,27,9.080682e-05
SA,halfstep,NN2,CD,28,1.054575e-04
SA,halfstep,NN2,CD,29,1.079239e-04
SA,halfstep,NN2,CD,30,9.539674e-05
SA,halfstep,NN2,CD,31,8.522314e-05
SA,halfstep,NN2,CD,32,7.368579e-05
SA,halfstep,NN2,CD,33,8.276764e-05
SA,halfstep,NN2,CD,34,8.403362e-05
SA,halfstep,NN2,CD,35,7.086285e-05
SA,halfstep,NN2,CD,36,6.397690e-05
SA,halfstep,NN2,CD,37,7.192441e-05
SA,halfstep,NN2,CD,38,7.772703e-05
SA,halfstep,NN2,CD,39,7.429512e-05
SA,halfstep,NN2,CDp,2,0.000000e+00
SA,halfstep,NN2,CDp,3,0.000000e+00
SA,halfstep,NN2,CDp,4,0.000000e+00
SA,halfstep,NN2,CDp,5,0.000000e+00
SA,halfstep,NN2,CDp,6,0.000000e+00
SA,halfstep,NN2,CDp,7,0.000000e+00
SA,halfstep,NN2,CDp,8,0.000000e+00
SA,halfstep,NN2,CDp,9,0.000000e+00
SA,halfstep,NN2,CDp,10,3.238112e-05
SA,halfstep,NN2,CDp,11,4.309988e-05
SA,halfstep,NN2,CDp,12,3.145950e-05
SA,halfstep,NN2,CDp,13,3.537793e-05
SA,halfstep,NN2,CDp,14,4.003735e-05
SA,halfstep,NN2,CDp,15,4.491284e-05
SA,halfstep,NN2,CDp,16,5.074748e-05
SA,halfstep,NN2,CDp,17,4.725210e-05
