case,event,movable_nodes,max_displacement,corner_area_ratio_min,corner_area_ratio_median,nodes_reduced_by_backoff
RANS_SST_WD_0.01-20_NN_Drift_Second,00349,12602,2.895e-01,0.4475,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Second,00359,12602,2.496e-01,0.5035,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Second,00369,12602,2.458e-01,0.5041,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Second,00379,12602,2.358e-01,0.4965,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Second,00389,12602,2.781e-01,0.4754,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Second,00399,12602,2.333e-01,0.4977,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00009,12602,2.496e-01,0.4742,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00019,12602,2.718e-01,0.4945,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00029,12602,2.929e-01,0.4790,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00039,12602,2.551e-01,0.5046,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00049,12602,2.738e-01,0.4740,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00059,12602,2.626e-01,0.4655,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00069,12602,2.419e-01,0.4939,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00079,12602,2.644e-01,0.4660,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00089,12602,2.397e-01,0.5106,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00099,12602,2.963e-01,0.4614,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00109,12602,2.560e-01,0.5051,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00119,12602,2.771e-01,0.4796,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00129,12602,2.416e-01,0.4919,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00139,12602,2.689e-01,0.5127,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00149,12602,2.465e-01,0.5166,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00159,12602,2.594e-01,0.5016,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00169,12602,2.453e-01,0.4588,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00179,12602,2.718e-01,0.4921,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00189,12602,2.905e-01,0.5003,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00199,12602,2.408e-01,0.4685,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00209,12602,2.897e-01,0.4863,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00219,12602,2.885e-01,0.5137,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00229,12602,2.966e-01,0.4380,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00239,12602,2.746e-01,0.5207,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00249,12602,2.664e-01,0.4449,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00259,12602,2.960e-01,0.5231,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00269,12602,2.665e-01,0.5081,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00279,12602,2.532e-01,0.4723,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00289,12602,2.557e-01,0.4918,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00299,12602,2.444e-01,0.4807,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00309,12602,2.543e-01,0.4432,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00319,12602,2.597e-01,0.4824,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00329,12602,2.950e-01,0.4862,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00339,12602,2.893e-01,0.4762,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00349,12602,2.507e-01,0.4704,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00359,12602,2.556e-01,0.5114,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00369,12602,2.310e-01,0.5038,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00379,12602,2.721e-01,0.4862,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00389,12602,2.588e-01,0.4953,1.0000,0
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,00399,12602,2.924e-01,0.4602,1.0000,0
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,00199,1224,2.984e-03,0.5099,1.0000,0
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,00399,1224,3.001e-03,0.5053,1.0000,0
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,00199,763,7.507e-03,0.2143,1.0000,3
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,00399,763,7.056e-03,0.2087,1.0000,6
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,00199,763,3.753e-03,0.5584,1.0000,0
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_Second,00399,763,3.528e-03,0.5441,1.0000,0
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,00399,394,4.915e-03,0.4977,1.0000,0
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,00799,394,4.491e-03,0.5645,1.0000,0
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,00199,394,4.562e-03,0.5739,1.0000,0
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Second,00399,394,4.915e-03,0.4977,1.0000,0
