case,model,step,steps_after_event,dCL,dCD,dCDp,dCDv,dCMz
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,464,64,-1.444680e-05,-2.358570e-06,-3.000000e-06,0.000000e+00,1.271532e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,465,65,-1.451840e-05,-2.361110e-06,-3.000000e-06,0.000000e+00,1.046258e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,466,66,-1.456500e-05,-2.361870e-06,-3.000000e-06,0.000000e+00,8.877810e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,467,67,-1.458940e-05,-2.360950e-06,-3.000000e-06,0.000000e+00,8.167820e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,468,68,-1.459870e-05,-2.359320e-06,-3.000000e-06,0.000000e+00,8.125920e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,469,69,-1.460390e-05,-2.357380e-06,-3.000000e-06,0.000000e+00,8.374230e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,470,70,-1.460890e-05,-2.355480e-06,-3.000000e-06,0.000000e+00,8.901360e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,471,71,-1.461500e-05,-2.354120e-06,-3.000000e-06,0.000000e+00,9.538950e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,472,72,-1.462800e-05,-2.353170e-06,-3.000000e-06,0.000000e+00,9.934750e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,473,73,-1.465320e-05,-2.352600e-06,-3.000000e-06,0.000000e+00,9.859690e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,474,74,-1.469080e-05,-2.352790e-06,-3.000000e-06,0.000000e+00,9.342710e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,475,75,-1.474050e-05,-2.353890e-06,-3.000000e-06,0.000000e+00,8.361670e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,476,76,-1.480150e-05,-2.356140e-06,-3.000000e-06,0.000000e+00,6.939700e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,477,77,-1.486850e-05,-2.359520e-06,-3.000000e-06,0.000000e+00,5.368490e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,478,78,-1.493500e-05,-2.363600e-06,-3.000000e-06,0.000000e+00,3.997920e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,479,79,-1.499560e-05,-2.367670e-06,-3.000000e-06,0.000000e+00,3.040230e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,480,80,-1.504770e-05,-2.370950e-06,-3.000000e-06,0.000000e+00,2.546450e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,481,81,-1.509080e-05,-2.372830e-06,-3.000000e-06,0.000000e+00,2.435020e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,482,82,-1.512670e-05,-2.373050e-06,-3.000000e-06,0.000000e+00,2.526760e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,483,83,-1.515810e-05,-2.371770e-06,-3.000000e-06,0.000000e+00,2.602600e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,484,84,-1.518730e-05,-2.369520e-06,-3.000000e-06,0.000000e+00,2.479210e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,485,85,-1.521580e-05,-2.366980e-06,-3.000000e-06,0.000000e+00,2.070400e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,486,86,-1.524440e-05,-2.364740e-06,-3.000000e-06,0.000000e+00,1.405260e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,487,87,-1.527340e-05,-2.363240e-06,-3.000000e-06,0.000000e+00,5.971600e-09
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,488,88,-1.530340e-05,-2.362690e-06,-3.000000e-06,0.000000e+00,-2.198200e-09
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,489,89,-1.533620e-05,-2.363130e-06,-3.000000e-06,0.000000e+00,-9.567500e-09
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,490,90,-1.537390e-05,-2.364410e-06,-3.000000e-06,0.000000e+00,-1.606400e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,491,91,-1.541790e-05,-2.366350e-06,-3.000000e-06,0.000000e+00,-2.234390e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,492,92,-1.546870e-05,-2.368600e-06,-3.000000e-06,0.000000e+00,-2.935000e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,493,93,-1.552460e-05,-2.370790e-06,-3.000000e-06,0.000000e+00,-3.779680e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,494,94,-1.558280e-05,-2.372560e-06,-3.000000e-06,0.000000e+00,-4.785990e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,495,95,-1.564000e-05,-2.373610e-06,-3.000000e-06,0.000000e+00,-5.918350e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,496,96,-1.569380e-05,-2.373790e-06,-3.000000e-06,0.000000e+00,-7.112610e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,497,97,-1.574330e-05,-2.373160e-06,-3.000000e-06,0.000000e+00,-8.304250e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,498,98,-1.578900e-05,-2.371920e-06,-3.000000e-06,0.000000e+00,-9.443090e-08
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,499,99,-1.583250e-05,-2.370430e-06,-3.000000e-06,0.000000e+00,-1.049070e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,500,100,-1.587560e-05,-2.369130e-06,-3.000000e-06,0.000000e+00,-1.141133e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,501,101,-1.591890e-05,-2.368430e-06,-3.000000e-06,0.000000e+00,-1.217219e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,502,102,-1.596290e-05,-2.368660e-06,-3.000000e-06,0.000000e+00,-1.276042e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,503,103,-1.600730e-05,-2.369970e-06,-3.000000e-06,0.000000e+00,-1.320842e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,504,104,-1.605220e-05,-2.372280e-06,-3.000000e-06,0.000000e+00,-1.360688e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,505,105,-1.609780e-05,-2.375230e-06,-3.000000e-06,0.000000e+00,-1.408744e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,506,106,-1.614530e-05,-2.378260e-06,-3.000000e-06,0.000000e+00,-1.477334e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,507,107,-1.619500e-05,-2.380780e-06,-3.000000e-06,0.000000e+00,-1.571879e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,508,108,-1.624730e-05,-2.382320e-06,-3.000000e-06,0.000000e+00,-1.686982e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,509,109,-1.630130e-05,-2.382680e-06,-3.000000e-06,0.000000e+00,-1.807240e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,510,110,-1.635500e-05,-2.382050e-06,-3.000000e-06,0.000000e+00,-1.912983e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,511,111,-1.640670e-05,-2.380870e-06,-3.000000e-06,0.000000e+00,-1.988390e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,512,112,-1.645450e-05,-2.379680e-06,-3.000000e-06,0.000000e+00,-2.028060e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,513,113,-1.649750e-05,-2.378890e-06,-3.000000e-06,0.000000e+00,-2.038865e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,514,114,-1.653550e-05,-2.378680e-06,-3.000000e-06,0.000000e+00,-2.036339e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,515,115,-1.656940e-05,-2.378910e-06,-3.000000e-06,0.000000e+00,-2.037636e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,516,116,-1.660000e-05,-2.379230e-06,-3.000000e-06,0.000000e+00,-2.054594e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,517,117,-1.662830e-05,-2.379270e-06,-3.000000e-06,0.000000e+00,-2.090036e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,518,118,-1.665590e-05,-2.378800e-06,-3.000000e-06,0.000000e+00,-2.138587e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,519,119,-1.668440e-05,-2.377790e-06,-3.000000e-06,0.000000e+00,-2.190953e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,520,120,-1.671540e-05,-2.376480e-06,-3.000000e-06,0.000000e+00,-2.239237e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,521,121,-1.675080e-05,-2.375240e-06,-3.000000e-06,0.000000e+00,-2.280722e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,522,122,-1.679160e-05,-2.374480e-06,-3.000000e-06,0.000000e+00,-2.318696e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,523,123,-1.683810e-05,-2.374400e-06,-3.000000e-06,0.000000e+00,-2.360378e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,524,124,-1.688950e-05,-2.375020e-06,-3.000000e-06,0.000000e+00,-2.413265e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,525,125,-1.694390e-05,-2.376150e-06,-3.000000e-06,0.000000e+00,-2.481613e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,526,126,-1.699870e-05,-2.377450e-06,-3.000000e-06,0.000000e+00,-2.564452e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,527,127,-1.705160e-05,-2.378620e-06,-3.000000e-06,0.000000e+00,-2.655707e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,528,128,-1.710060e-05,-2.379420e-06,-3.000000e-06,0.000000e+00,-2.746158e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,529,129,-1.714470e-05,-2.379750e-06,-3.000000e-06,0.000000e+00,-2.826376e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,530,130,-1.718380e-05,-2.379650e-06,-3.000000e-06,0.000000e+00,-2.889589e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,531,131,-1.721850e-05,-2.379170e-06,-3.000000e-06,0.000000e+00,-2.933598e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,532,132,-1.725020e-05,-2.378360e-06,-3.000000e-06,0.000000e+00,-2.961280e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,533,133,-1.728070e-05,-2.377310e-06,-3.000000e-06,0.000000e+00,-2.979702e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,534,134,-1.731200e-05,-2.376110e-06,-3.000000e-06,0.000000e+00,-2.998176e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,535,135,-1.734580e-05,-2.374950e-06,-3.000000e-06,0.000000e+00,-3.025911e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,536,136,-1.738320e-05,-2.374050e-06,-3.000000e-06,0.000000e+00,-3.069847e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,537,137,-1.742510e-05,-2.373660e-06,-3.000000e-06,0.000000e+00,-3.133163e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,538,138,-1.747090e-05,-2.373880e-06,-3.000000e-06,0.000000e+00,-3.214745e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,539,139,-1.752000e-05,-2.374690e-06,-3.000000e-06,0.000000e+00,-3.309642e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,540,140,-1.757100e-05,-2.375920e-06,-3.000000e-06,0.000000e+00,-3.410360e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,541,141,-1.762270e-05,-2.377320e-06,-3.000000e-06,0.000000e+00,-3.508693e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,542,142,-1.767430e-05,-2.378660e-06,-3.000000e-06,0.000000e+00,-3.597653e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,543,143,-1.772510e-05,-2.379830e-06,-3.000000e-06,0.000000e+00,-3.673053e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,544,144,-1.777430e-05,-2.380770e-06,-3.000000e-06,0.000000e+00,-3.734309e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,545,145,-1.782120e-05,-2.381470e-06,-3.000000e-06,0.000000e+00,-3.784231e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,546,146,-1.786540e-05,-2.381920e-06,-3.000000e-06,0.000000e+00,-3.827823e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,547,147,-1.790620e-05,-2.382000e-06,-3.000000e-06,0.000000e+00,-3.870483e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,548,148,-1.794380e-05,-2.381640e-06,-3.000000e-06,0.000000e+00,-3.916201e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,549,149,-1.797850e-05,-2.380790e-06,-3.000000e-06,0.000000e+00,-3.966405e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,550,150,-1.801150e-05,-2.379620e-06,-3.000000e-06,0.000000e+00,-4.019876e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,551,151,-1.804410e-05,-2.378410e-06,-3.000000e-06,0.000000e+00,-4.073696e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,552,152,-1.807770e-05,-2.377540e-06,-3.000000e-06,0.000000e+00,-4.124807e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,553,153,-1.811350e-05,-2.377310e-06,-3.000000e-06,0.000000e+00,-4.171505e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,554,154,-1.815190e-05,-2.377820e-06,-3.000000e-06,0.000000e+00,-4.214299e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,555,155,-1.819290e-05,-2.378910e-06,-3.000000e-06,0.000000e+00,-4.255841e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,556,156,-1.823590e-05,-2.380200e-06,-3.000000e-06,0.000000e+00,-4.300043e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,557,157,-1.828020e-05,-2.381290e-06,-3.000000e-06,0.000000e+00,-4.350720e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,558,158,-1.832510e-05,-2.381880e-06,-3.000000e-06,0.000000e+00,-4.410208e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,559,159,-1.837000e-05,-2.381920e-06,-3.000000e-06,0.000000e+00,-4.478371e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,560,160,-1.841430e-05,-2.381620e-06,-3.000000e-06,0.000000e+00,-4.552268e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,561,161,-1.845790e-05,-2.381310e-06,-3.000000e-06,0.000000e+00,-4.626689e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,562,162,-1.850040e-05,-2.381290e-06,-3.000000e-06,0.000000e+00,-4.695533e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,563,163,-1.854160e-05,-2.381680e-06,-3.000000e-06,0.000000e+00,-4.753748e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,564,164,-1.858150e-05,-2.382370e-06,-3.000000e-06,0.000000e+00,-4.799206e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,565,165,-1.862020e-05,-2.383080e-06,-3.000000e-06,0.000000e+00,-4.833750e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,566,166,-1.865800e-05,-2.383560e-06,-3.000000e-06,0.000000e+00,-4.862802e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,567,167,-1.869550e-05,-2.383630e-06,-3.000000e-06,0.000000e+00,-4.893477e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,568,168,-1.873300e-05,-2.383320e-06,-3.000000e-06,0.000000e+00,-4.931891e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,569,169,-1.877090e-05,-2.382830e-06,-3.000000e-06,-1.000000e-06,-4.980762e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,570,170,-1.880900e-05,-2.382390e-06,-3.000000e-06,-1.000000e-06,-5.038465e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,571,171,-1.884690e-05,-2.382180e-06,-3.000000e-06,-1.000000e-06,-5.099933e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,572,172,-1.888450e-05,-2.382260e-06,-3.000000e-06,-1.000000e-06,-5.159016e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,573,173,-1.892180e-05,-2.382580e-06,-3.000000e-06,-1.000000e-06,-5.211135e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,574,174,-1.895900e-05,-2.383020e-06,-3.000000e-06,-1.000000e-06,-5.255036e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,575,175,-1.899670e-05,-2.383470e-06,-3.000000e-06,-1.000000e-06,-5.292931e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,576,176,-1.903530e-05,-2.383890e-06,-3.000000e-06,-1.000000e-06,-5.329185e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,577,177,-1.907490e-05,-2.384260e-06,-3.000000e-06,-1.000000e-06,-5.368334e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,578,178,-1.911550e-05,-2.384630e-06,-3.000000e-06,-1.000000e-06,-5.413394e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,579,179,-1.915660e-05,-2.385010e-06,-3.000000e-06,-1.000000e-06,-5.465080e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,580,180,-1.919760e-05,-2.385400e-06,-3.000000e-06,-1.000000e-06,-5.521999e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,581,181,-1.923820e-05,-2.385800e-06,-3.000000e-06,-1.000000e-06,-5.581434e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,582,182,-1.927790e-05,-2.386160e-06,-3.000000e-06,-1.000000e-06,-5.640270e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,583,183,-1.931700e-05,-2.386470e-06,-3.000000e-06,-1.000000e-06,-5.695723e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,584,184,-1.935540e-05,-2.386720e-06,-3.000000e-06,-1.000000e-06,-5.745835e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,585,185,-1.939340e-05,-2.386920e-06,-3.000000e-06,-1.000000e-06,-5.789803e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,586,186,-1.943120e-05,-2.387080e-06,-3.000000e-06,-1.000000e-06,-5.828174e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,587,187,-1.946850e-05,-2.387220e-06,-3.000000e-06,-1.000000e-06,-5.862817e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,588,188,-1.950540e-05,-2.387310e-06,-3.000000e-06,-1.000000e-06,-5.896556e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,589,189,-1.954180e-05,-2.387380e-06,-2.000000e-06,-1.000000e-06,-5.932430e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,590,190,-1.957780e-05,-2.387420e-06,-2.000000e-06,-1.000000e-06,-5.972758e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,591,191,-1.961330e-05,-2.387470e-06,-2.000000e-06,-1.000000e-06,-6.018350e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,592,192,-1.964890e-05,-2.387560e-06,-2.000000e-06,-1.000000e-06,-6.068186e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,593,193,-1.968440e-05,-2.387730e-06,-2.000000e-06,-1.000000e-06,-6.119789e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,594,194,-1.972030e-05,-2.387990e-06,-2.000000e-06,-1.000000e-06,-6.170167e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,595,195,-1.975680e-05,-2.388350e-06,-2.000000e-06,-1.000000e-06,-6.216983e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,596,196,-1.979400e-05,-2.388800e-06,-2.000000e-06,-1.000000e-06,-6.259497e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,597,197,-1.983190e-05,-2.389300e-06,-2.000000e-06,-1.000000e-06,-6.298896e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,598,198,-1.987060e-05,-2.389840e-06,-2.000000e-06,-1.000000e-06,-6.337866e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,599,199,-1.990970e-05,-2.390400e-06,-2.000000e-06,-1.000000e-06,-6.379554e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,600,200,-1.994920e-05,-2.390940e-06,-2.000000e-06,-1.000000e-06,-6.426335e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,601,201,-1.998860e-05,-2.391460e-06,-2.000000e-06,-1.000000e-06,-6.478833e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,602,202,-2.002760e-05,-2.391940e-06,-2.000000e-06,-1.000000e-06,-6.535592e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,603,203,-2.006610e-05,-2.392390e-06,-2.000000e-06,-1.000000e-06,-6.593523e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,604,204,-2.010400e-05,-2.392840e-06,-2.000000e-06,-1.000000e-06,-6.648952e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,605,205,-2.014120e-05,-2.393290e-06,-2.000000e-06,-1.000000e-06,-6.698886e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,606,206,-2.017780e-05,-2.393750e-06,-2.000000e-06,-1.000000e-06,-6.742038e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,607,207,-2.021410e-05,-2.394190e-06,-2.000000e-06,-1.000000e-06,-6.779225e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,608,208,-2.025020e-05,-2.394580e-06,-2.000000e-06,-1.000000e-06,-6.813039e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,609,209,-2.028610e-05,-2.394880e-06,-2.000000e-06,-1.000000e-06,-6.846930e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,610,210,-2.032190e-05,-2.395060e-06,-2.000000e-06,-1.000000e-06,-6.884012e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,611,211,-2.035760e-05,-2.395170e-06,-2.000000e-06,-1.000000e-06,-6.926061e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,612,212,-2.039310e-05,-2.395240e-06,-2.000000e-06,-1.000000e-06,-6.972997e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,613,213,-2.042820e-05,-2.395360e-06,-2.000000e-06,-1.000000e-06,-7.023032e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,614,214,-2.046320e-05,-2.395580e-06,-2.000000e-06,-1.000000e-06,-7.073383e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,615,215,-2.049810e-05,-2.395900e-06,-2.000000e-06,-1.000000e-06,-7.121293e-07
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,616,216,-2.053310e-05,-2.396300e-06,-2.000000e-06,-1.000000e-06,-7.164985e-07
