node,x,y,wall_distance_solver,moved_event_00009,in_quad_layer,displacement_event_00009
0,100.000000,0.000000,9.900000e+01,0,0,0.000e+00
1,99.503075,9.956784,9.900502e+01,0,0,0.000e+00
2,98.017250,19.814615,9.902003e+01,0,0,0.000e+00
3,95.557281,29.475517,9.904487e+01,0,0,0.000e+00
4,92.147621,38.843479,9.907928e+01,0,0,0.000e+00
5,87.822159,47.825397,9.912293e+01,0,0,0.000e+00
6,82.623878,56.332005,9.917536e+01,0,0,0.000e+00
7,76.604446,64.278763,9.923604e+01,0,0,0.000e+00
8,69.823685,71.586685,9.930434e+01,0,0,0.000e+00
9,62.348980,78.183151,9.937959e+01,0,0,0.000e+00
10,54.254627,84.002594,9.946100e+01,0,0,0.000e+00
11,45.621067,88.987183,9.954777e+01,0,0,0.000e+00
12,36.534103,93.087372,9.963901e+01,0,0,0.000e+00
13,27.084047,96.262428,9.973380e+01,0,0,0.000e+00
14,17.364819,98.480774,9.983121e+01,0,0,0.000e+00
15,7.473010,99.720383,9.991174e+01,0,0,0.000e+00
16,-2.493069,99.968918,9.994762e+01,0,0,0.000e+00
17,-12.434370,99.223923,9.996577e+01,0,0,0.000e+00
18,-22.252094,97.492790,9.997598e+01,0,0,0.000e+00
19,-31.848665,94.792732,9.998229e+01,0,0,0.000e+00
20,-41.128712,91.150589,9.998655e+01,0,0,0.000e+00
21,-50.000000,86.602539,9.998963e+01,0,0,0.000e+00
22,-58.374367,81.193802,9.999200e+01,0,0,0.000e+00
23,-66.168587,74.978119,9.999386e+01,0,0,0.000e+00
24,-73.305183,68.017273,9.999537e+01,0,0,0.000e+00
25,-79.713249,60.380440,9.999660e+01,0,0,0.000e+00
26,-85.329086,52.143520,9.999761e+01,0,0,0.000e+00
27,-90.096886,43.388374,9.999841e+01,0,0,0.000e+00
28,-93.969261,34.202015,9.999905e+01,0,0,0.000e+00
29,-96.907730,24.675739,9.999952e+01,0,0,0.000e+00
30,-98.883080,14.904226,9.999982e+01,0,0,0.000e+00
31,-99.875694,4.984589,9.999998e+01,0,0,0.000e+00
32,-99.875694,-4.984589,9.999998e+01,0,0,0.000e+00
33,-98.883080,-14.904226,9.999982e+01,0,0,0.000e+00
34,-96.907730,-24.675739,9.999952e+01,0,0,0.000e+00
35,-93.969261,-34.202015,9.999905e+01,0,0,0.000e+00
36,-90.096886,-43.388374,9.999841e+01,0,0,0.000e+00
37,-85.329086,-52.143520,9.999761e+01,0,0,0.000e+00
38,-79.713249,-60.380440,9.999660e+01,0,0,0.000e+00
39,-73.305183,-68.017273,9.999537e+01,0,0,0.000e+00
40,-66.168587,-74.978119,9.999386e+01,0,0,0.000e+00
41,-58.374367,-81.193802,9.999200e+01,0,0,0.000e+00
42,-50.000000,-86.602539,9.998963e+01,0,0,0.000e+00
43,-41.128712,-91.150589,9.998655e+01,0,0,0.000e+00
44,-31.848665,-94.792732,9.998229e+01,0,0,0.000e+00
45,-22.252094,-97.492790,9.997598e+01,0,0,0.000e+00
46,-12.434370,-99.223923,9.996577e+01,0,0,0.000e+00
47,-2.493069,-99.968918,9.994762e+01,0,0,0.000e+00
48,7.473010,-99.720383,9.991174e+01,0,0,0.000e+00
49,17.364819,-98.480774,9.983121e+01,0,0,0.000e+00
50,27.084047,-96.262428,9.973380e+01,0,0,0.000e+00
51,36.534103,-93.087372,9.963901e+01,0,0,0.000e+00
52,45.621067,-88.987183,9.954777e+01,0,0,0.000e+00
53,54.254627,-84.002594,9.946100e+01,0,0,0.000e+00
54,62.348980,-78.183151,9.937959e+01,0,0,0.000e+00
55,69.823685,-71.586685,9.930434e+01,0,0,0.000e+00
56,76.604446,-64.278763,9.923604e+01,0,0,0.000e+00
57,82.623878,-56.332005,9.917536e+01,0,0,0.000e+00
58,87.822159,-47.825397,9.912293e+01,0,0,0.000e+00
59,92.147621,-38.843479,9.907928e+01,0,0,0.000e+00
60,95.557281,-29.475517,9.904487e+01,0,0,0.000e+00
61,98.017250,-19.814615,9.902003e+01,0,0,0.000e+00
62,99.503075,-9.956784,9.900502e+01,0,0,0.000e+00
63,1.000000,0.000000,0.000000e+00,0,1,0.000e+00
64,0.997966,-0.000288,0.000000e+00,0,1,0.000e+00
65,0.995782,-0.000597,0.000000e+00,0,1,0.000e+00
66,0.993438,-0.000927,0.000000e+00,0,1,0.000e+00
67,0.990924,-0.001280,0.000000e+00,0,1,0.000e+00
68,0.988228,-0.001658,7.665748e-18,0,1,0.000e+00
69,0.985337,-0.002061,7.666467e-18,0,1,0.000e+00
70,0.982239,-0.002492,0.000000e+00,0,1,0.000e+00
71,0.978921,-0.002951,0.000000e+00,0,1,0.000e+00
72,0.975369,-0.003441,7.559152e-18,0,1,0.000e+00
73,0.971568,-0.003963,7.539884e-18,0,1,0.000e+00
74,0.967502,-0.004518,7.477262e-18,0,1,0.000e+00
75,0.963157,-0.005109,7.486492e-18,0,1,0.000e+00
76,0.958515,-0.005736,0.000000e+00,0,1,0.000e+00
77,0.953560,-0.006402,0.000000e+00,0,1,0.000e+00
78,0.948275,-0.007108,0.000000e+00,0,1,0.000e+00
79,0.942641,-0.007855,7.273049e-18,0,1,0.000e+00
80,0.936640,-0.008646,0.000000e+00,0,1,0.000e+00
81,0.930255,-0.009481,0.000000e+00,0,1,0.000e+00
82,0.923466,-0.010362,7.100489e-18,0,1,0.000e+00
83,0.916256,-0.011290,5.551115e-17,0,1,0.000e+00
84,0.908605,-0.012265,0.000000e+00,0,1,0.000e+00
85,0.900496,-0.013290,0.000000e+00,0,1,0.000e+00
86,0.891912,-0.014364,0.000000e+00,0,1,0.000e+00
87,0.882836,-0.015488,0.000000e+00,0,1,0.000e+00
88,0.873252,-0.016662,6.670267e-18,0,1,0.000e+00
89,0.863146,-0.017886,5.551115e-17,0,1,0.000e+00
90,0.852504,-0.019159,0.000000e+00,0,1,0.000e+00
91,0.841316,-0.020480,0.000000e+00,0,1,0.000e+00
92,0.829572,-0.021849,0.000000e+00,0,1,0.000e+00
93,0.817266,-0.023262,0.000000e+00,0,1,0.000e+00
94,0.804393,-0.024719,0.000000e+00,0,1,0.000e+00
95,0.790952,-0.026217,0.000000e+00,0,1,0.000e+00
96,0.776945,-0.027751,0.000000e+00,0,1,0.000e+00
97,0.762378,-0.029319,0.000000e+00,0,1,0.000e+00
98,0.747259,-0.030916,5.811364e-18,0,1,0.000e+00
99,0.731603,-0.032538,5.529431e-18,0,1,0.000e+00
100,0.715426,-0.034179,5.551115e-17,0,1,0.000e+00
101,0.698750,-0.035832,5.691803e-18,0,1,0.000e+00
102,0.681600,-0.037491,5.312591e-18,0,1,0.000e+00
103,0.664007,-0.039150,5.204170e-18,0,1,0.000e+00
104,0.646003,-0.040801,0.000000e+00,0,1,0.000e+00
105,0.627628,-0.042435,0.000000e+00,0,1,0.000e+00
106,0.608923,-0.044044,4.553649e-18,0,1,0.000e+00
107,0.589933,-0.045619,5.551115e-17,0,1,0.000e+00
108,0.570705,-0.047151,0.000000e+00,0,1,0.000e+00
109,0.551292,-0.048631,0.000000e+00,0,1,0.000e+00
110,0.531744,-0.050050,0.000000e+00,0,1,0.000e+00
111,0.512117,-0.051398,0.000000e+00,0,1,0.000e+00
112,0.492465,-0.052667,1.626303e-18,0,1,0.000e+00
113,0.472843,-0.053848,1.517883e-18,0,1,0.000e+00
114,0.453308,-0.054933,2.775558e-17,0,1,0.000e+00
115,0.433912,-0.055915,0.000000e+00,0,1,0.000e+00
116,0.414709,-0.056786,0.000000e+00,0,1,0.000e+00
117,0.395749,-0.057543,0.000000e+00,0,1,0.000e+00
118,0.377080,-0.058179,0.000000e+00,0,1,0.000e+00
119,0.358747,-0.058691,0.000000e+00,0,1,0.000e+00
120,0.340792,-0.059078,0.000000e+00,0,1,0.000e+00
121,0.323253,-0.059337,0.000000e+00,0,1,0.000e+00
122,0.306164,-0.059468,0.000000e+00,0,1,0.000e+00
123,0.289554,-0.059473,0.000000e+00,0,1,0.000e+00
124,0.273450,-0.059353,0.000000e+00,0,1,0.000e+00
125,0.257873,-0.059112,0.000000e+00,0,1,0.000e+00
126,0.242841,-0.058755,0.000000e+00,0,1,0.000e+00
127,0.228367,-0.058285,0.000000e+00,0,1,0.000e+00
128,0.214459,-0.057708,0.000000e+00,0,1,0.000e+00
129,0.201125,-0.057032,0.000000e+00,0,1,0.000e+00
130,0.188365,-0.056261,0.000000e+00,0,1,0.000e+00
131,0.176180,-0.055404,0.000000e+00,0,1,0.000e+00
132,0.164564,-0.054467,0.000000e+00,0,1,0.000e+00
133,0.153511,-0.053459,0.000000e+00,0,1,0.000e+00
134,0.143013,-0.052385,0.000000e+00,0,1,0.000e+00
135,0.133057,-0.051254,0.000000e+00,0,1,0.000e+00
136,0.123632,-0.050072,0.000000e+00,0,1,0.000e+00
137,0.114722,-0.048847,0.000000e+00,0,1,0.000e+00
138,0.106312,-0.047584,0.000000e+00,0,1,0.000e+00
139,0.098386,-0.046290,0.000000e+00,0,1,0.000e+00
140,0.090925,-0.044970,0.000000e+00,0,1,0.000e+00
141,0.083912,-0.043631,0.000000e+00,0,1,0.000e+00
142,0.077330,-0.042277,0.000000e+00,0,1,0.000e+00
143,0.071158,-0.040913,0.000000e+00,0,1,0.000e+00
144,0.065380,-0.039542,0.000000e+00,0,1,0.000e+00
145,0.059977,-0.038170,0.000000e+00,0,1,0.000e+00
146,0.054930,-0.036799,0.000000e+00,0,1,0.000e+00
147,0.050222,-0.035433,0.000000e+00,0,1,0.000e+00
148,0.045837,-0.034074,0.000000e+00,0,1,0.000e+00
149,0.041756,-0.032725,0.000000e+00,0,1,0.000e+00
150,0.037964,-0.031388,0.000000e+00,0,1,0.000e+00
151,0.034445,-0.030065,0.000000e+00,0,1,0.000e+00
152,0.031184,-0.028759,0.000000e+00,0,1,0.000e+00
153,0.028167,-0.027470,0.000000e+00,0,1,0.000e+00
154,0.025380,-0.026201,0.000000e+00,0,1,0.000e+00
155,0.022809,-0.024952,0.000000e+00,0,1,0.000e+00
156,0.020443,-0.023724,0.000000e+00,0,1,0.000e+00
157,0.018269,-0.022520,0.000000e+00,0,1,0.000e+00
158,0.016276,-0.021339,0.000000e+00,0,1,0.000e+00
159,0.014452,-0.020184,0.000000e+00,0,1,0.000e+00
160,0.012789,-0.019055,0.000000e+00,0,1,0.000e+00
161,0.011275,-0.017953,0.000000e+00,0,1,0.000e+00
162,0.009902,-0.016879,0.000000e+00,0,1,0.000e+00
163,0.008661,-0.015834,0.000000e+00,0,1,0.000e+00
164,0.007543,-0.014820,0.000000e+00,0,1,0.000e+00
165,0.006539,-0.013838,0.000000e+00,0,1,0.000e+00
166,0.005642,-0.012889,0.000000e+00,0,1,0.000e+00
167,0.004845,-0.011973,0.000000e+00,0,1,0.000e+00
168,0.004138,-0.011092,0.000000e+00,0,1,0.000e+00
169,0.003515,-0.010247,0.000000e+00,0,1,0.000e+00
170,0.002969,-0.009438,0.000000e+00,0,1,0.000e+00
171,0.002493,-0.008666,0.000000e+00,0,1,0.000e+00
172,0.002081,-0.007931,0.000000e+00,0,1,0.000e+00
173,0.001725,-0.007234,0.000000e+00,0,1,0.000e+00
174,0.001419,-0.006574,0.000000e+00,0,1,0.000e+00
175,0.001159,-0.005950,0.000000e+00,0,1,0.000e+00
176,0.000939,-0.005363,0.000000e+00,0,1,0.000e+00
177,0.000753,-0.004810,0.000000e+00,0,1,0.000e+00
178,0.000598,-0.004292,0.000000e+00,0,1,0.000e+00
179,0.000469,-0.003806,0.000000e+00,0,1,0.000e+00
180,0.000363,-0.003351,0.000000e+00,0,1,0.000e+00
181,0.000276,-0.002927,0.000000e+00,0,1,0.000e+00
182,0.000206,-0.002531,0.000000e+00,0,1,0.000e+00
183,0.000150,-0.002161,0.000000e+00,0,1,0.000e+00
184,0.000106,-0.001817,0.000000e+00,0,1,0.000e+00
185,0.000072,-0.001497,0.000000e+00,0,1,0.000e+00
186,0.000046,-0.001200,0.000000e+00,0,1,0.000e+00
187,0.000027,-0.000923,0.000000e+00,0,1,0.000e+00
188,0.000014,-0.000666,0.000000e+00,0,1,0.000e+00
189,0.000006,-0.000427,0.000000e+00,0,1,0.000e+00
190,0.000001,-0.000206,0.000000e+00,0,1,0.000e+00
191,0.000000,0.000000,0.000000e+00,0,1,0.000e+00
192,0.000001,0.000206,0.000000e+00,0,1,0.000e+00
193,0.000006,0.000427,0.000000e+00,0,1,0.000e+00
194,0.000014,0.000666,0.000000e+00,0,1,0.000e+00
195,0.000027,0.000923,0.000000e+00,0,1,0.000e+00
196,0.000046,0.001200,0.000000e+00,0,1,0.000e+00
197,0.000072,0.001497,0.000000e+00,0,1,0.000e+00
198,0.000106,0.001817,0.000000e+00,0,1,0.000e+00
199,0.000150,0.002161,0.000000e+00,0,1,0.000e+00
200,0.000206,0.002531,0.000000e+00,0,1,0.000e+00
201,0.000276,0.002927,0.000000e+00,0,1,0.000e+00
202,0.000363,0.003351,0.000000e+00,0,1,0.000e+00
203,0.000469,0.003806,0.000000e+00,0,1,0.000e+00
204,0.000598,0.004292,0.000000e+00,0,1,0.000e+00
205,0.000753,0.004810,0.000000e+00,0,1,0.000e+00
206,0.000939,0.005363,0.000000e+00,0,1,0.000e+00
207,0.001159,0.005950,0.000000e+00,0,1,0.000e+00
208,0.001419,0.006574,0.000000e+00,0,1,0.000e+00
209,0.001725,0.007234,0.000000e+00,0,1,0.000e+00
210,0.002081,0.007931,0.000000e+00,0,1,0.000e+00
211,0.002493,0.008666,0.000000e+00,0,1,0.000e+00
212,0.002969,0.009438,0.000000e+00,0,1,0.000e+00
213,0.003515,0.010247,0.000000e+00,0,1,0.000e+00
214,0.004138,0.011092,0.000000e+00,0,1,0.000e+00
215,0.004845,0.011973,0.000000e+00,0,1,0.000e+00
216,0.005642,0.012889,0.000000e+00,0,1,0.000e+00
217,0.006539,0.013838,0.000000e+00,0,1,0.000e+00
218,0.007543,0.014820,0.000000e+00,0,1,0.000e+00
219,0.008661,0.015834,0.000000e+00,0,1,0.000e+00
220,0.009902,0.016879,0.000000e+00,0,1,0.000e+00
221,0.011275,0.017953,0.000000e+00,0,1,0.000e+00
222,0.012789,0.019055,0.000000e+00,0,1,0.000e+00
223,0.014452,0.020184,0.000000e+00,0,1,0.000e+00
224,0.016276,0.021339,1.734723e-18,0,1,0.000e+00
225,0.018269,0.022520,1.454610e-18,0,1,0.000e+00
226,0.020443,0.023724,0.000000e+00,0,1,0.000e+00
227,0.022809,0.024952,0.000000e+00,0,1,0.000e+00
228,0.025380,0.026201,0.000000e+00,0,1,0.000e+00
229,0.028167,0.027470,0.000000e+00,0,1,0.000e+00
230,0.031184,0.028759,0.000000e+00,0,1,0.000e+00
231,0.034445,0.030065,0.000000e+00,0,1,0.000e+00
232,0.037964,0.031388,0.000000e+00,0,1,0.000e+00
233,0.041756,0.032725,0.000000e+00,0,1,0.000e+00
234,0.045837,0.034074,0.000000e+00,0,1,0.000e+00
235,0.050222,0.035433,3.261629e-18,0,1,0.000e+00
236,0.054930,0.036799,0.000000e+00,0,1,0.000e+00
237,0.059977,0.038170,0.000000e+00,0,1,0.000e+00
238,0.065380,0.039542,0.000000e+00,0,1,0.000e+00
239,0.071158,0.040913,0.000000e+00,0,1,0.000e+00
240,0.077330,0.042277,0.000000e+00,0,1,0.000e+00
241,0.083912,0.043631,0.000000e+00,0,1,0.000e+00
242,0.090925,0.044970,0.000000e+00,0,1,0.000e+00
243,0.098386,0.046290,0.000000e+00,0,1,0.000e+00
244,0.106312,0.047584,3.471141e-18,0,1,0.000e+00
245,0.114722,0.048847,0.000000e+00,0,1,0.000e+00
246,0.123632,0.050072,0.000000e+00,0,1,0.000e+00
247,0.133057,0.051254,0.000000e+00,0,1,0.000e+00
248,0.143013,0.052385,0.000000e+00,0,1,0.000e+00
249,0.153511,0.053459,0.000000e+00,0,1,0.000e+00
250,0.164564,0.054467,0.000000e+00,0,1,0.000e+00
251,0.176180,0.055404,0.000000e+00,0,1,0.000e+00
252,0.188365,0.056261,0.000000e+00,0,1,0.000e+00
253,0.201125,0.057032,0.000000e+00,0,1,0.000e+00
254,0.214459,0.057708,0.000000e+00,0,1,0.000e+00
255,0.228367,0.058285,0.000000e+00,0,1,0.000e+00
256,0.242841,0.058755,0.000000e+00,0,1,0.000e+00
257,0.257873,0.059112,0.000000e+00,0,1,0.000e+00
258,0.273450,0.059353,0.000000e+00,0,1,0.000e+00
259,0.289554,0.059473,3.469447e-18,0,1,0.000e+00
260,0.306164,0.059468,0.000000e+00,0,1,0.000e+00
261,0.323253,0.059337,0.000000e+00,0,1,0.000e+00
262,0.340792,0.059078,3.469447e-18,0,1,0.000e+00
263,0.358747,0.058691,3.469447e-18,0,1,0.000e+00
264,0.377080,0.058179,0.000000e+00,0,1,0.000e+00
265,0.395749,0.057543,0.000000e+00,0,1,0.000e+00
266,0.414709,0.056786,0.000000e+00,0,1,0.000e+00
267,0.433912,0.055915,3.469447e-18,0,1,0.000e+00
268,0.453308,0.054933,1.409463e-18,0,1,0.000e+00
269,0.472843,0.053848,0.000000e+00,0,1,0.000e+00
270,0.492465,0.052667,0.000000e+00,0,1,0.000e+00
271,0.512117,0.051398,1.843144e-18,0,1,0.000e+00
272,0.531744,0.050050,3.469447e-18,0,1,0.000e+00
273,0.551292,0.048631,3.469447e-18,0,1,0.000e+00
274,0.570705,0.047151,3.469447e-18,0,1,0.000e+00
275,0.589933,0.045619,4.670886e-18,0,1,0.000e+00
276,0.608923,0.044044,4.770490e-18,0,1,0.000e+00
277,0.627628,0.042435,3.469447e-18,0,1,0.000e+00
278,0.646003,0.040801,3.469447e-18,0,1,0.000e+00
279,0.664007,0.039150,3.469447e-18,0,1,0.000e+00
280,0.681600,0.037491,0.000000e+00,0,1,0.000e+00
281,0.698750,0.035832,0.000000e+00,0,1,0.000e+00
282,0.715426,0.034179,0.000000e+00,0,1,0.000e+00
283,0.731603,0.032538,3.469447e-18,0,1,0.000e+00
284,0.747259,0.030916,5.811364e-18,0,1,0.000e+00
285,0.762378,0.029319,0.000000e+00,0,1,0.000e+00
286,0.776945,0.027751,0.000000e+00,0,1,0.000e+00
287,0.790952,0.026217,1.734723e-18,0,1,0.000e+00
288,0.804393,0.024719,1.734723e-18,0,1,0.000e+00
289,0.817266,0.023262,1.734723e-18,0,1,0.000e+00
290,0.829572,0.021849,0.000000e+00,0,1,0.000e+00
291,0.841316,0.020480,0.000000e+00,0,1,0.000e+00
292,0.852504,0.019159,1.734723e-18,0,1,0.000e+00
293,0.863146,0.017886,0.000000e+00,0,1,0.000e+00
294,0.873252,0.016662,0.000000e+00,0,1,0.000e+00
295,0.882836,0.015488,0.000000e+00,0,1,0.000e+00
296,0.891912,0.014364,0.000000e+00,0,1,0.000e+00
297,0.900496,0.013290,5.551115e-17,0,1,0.000e+00
298,0.908605,0.012265,6.885324e-18,0,1,0.000e+00
299,0.916256,0.011290,0.000000e+00,0,1,0.000e+00
300,0.923466,0.010362,0.000000e+00,0,1,0.000e+00
301,0.930255,0.009481,0.000000e+00,0,1,0.000e+00
302,0.936640,0.008646,0.000000e+00,0,1,0.000e+00
303,0.942641,0.007855,0.000000e+00,0,1,0.000e+00
304,0.948275,0.007108,0.000000e+00,0,1,0.000e+00
305,0.953560,0.006402,0.000000e+00,0,1,0.000e+00
306,0.958515,0.005736,0.000000e+00,0,1,0.000e+00
307,0.963157,0.005109,0.000000e+00,0,1,0.000e+00
308,0.967502,0.004518,0.000000e+00,0,1,0.000e+00
309,0.971568,0.003963,0.000000e+00,0,1,0.000e+00
310,0.975369,0.003441,0.000000e+00,0,1,0.000e+00
311,0.978921,0.002951,0.000000e+00,0,1,0.000e+00
312,0.982239,0.002492,0.000000e+00,0,1,0.000e+00
313,0.985337,0.002061,0.000000e+00,0,1,0.000e+00
314,0.988228,0.001658,0.000000e+00,0,1,0.000e+00
315,0.990924,0.001280,0.000000e+00,0,1,0.000e+00
316,0.993438,0.000927,7.726842e-18,0,1,0.000e+00
317,0.995782,0.000597,0.000000e+00,0,1,0.000e+00
318,0.997966,0.000288,0.000000e+00,0,1,0.000e+00
319,-6.694354,1.913149,6.961761e+00,1,0,7.966e-02
320,-7.167728,2.052603,7.455232e+00,1,0,6.076e-02
321,-7.283302,1.579914,7.452337e+00,1,0,6.265e-02
322,-6.060872,-0.310951,6.068823e+00,1,0,5.329e-02
323,-6.492451,-0.332263,6.500927e+00,1,0,6.723e-02
324,-6.457999,-0.661284,6.491687e+00,1,0,4.709e-02
325,-11.060134,-1.689134,1.118820e+01,1,0,3.738e-02
326,-11.113335,-1.123264,1.116988e+01,1,0,8.546e-02
327,-11.884089,-1.199777,1.194442e+01,1,0,1.066e-01
328,-6.108172,-3.476987,7.026342e+00,1,0,6.856e-02
329,-6.274095,-3.063667,6.980522e+00,1,0,5.384e-02
330,-6.651565,-3.222936,7.389654e+00,1,0,3.826e-02
331,-23.978722,-11.635743,2.665115e+01,0,0,0.000e+00
332,-25.697538,-12.262973,2.847201e+01,0,0,0.000e+00
333,-24.978586,-14.086236,2.867459e+01,0,0,0.000e+00
334,-2.095108,1.259825,2.442403e+00,1,0,3.117e-02
335,-2.054258,1.058302,2.309071e+00,1,0,3.040e-02
336,-1.901967,1.091630,2.190840e+00,1,0,1.637e-02
337,-7.934518,9.715567,1.253708e+01,1,0,5.829e-02
338,-7.302095,10.139379,1.248713e+01,1,0,1.126e-01
339,-7.833642,10.813059,1.334455e+01,1,0,1.444e-01
340,-3.317145,-7.388647,8.085669e+00,1,0,1.006e-01
341,-3.301138,-6.897739,7.634380e+00,1,0,3.101e-02
342,-3.752130,-6.862456,7.810286e+00,1,0,6.485e-02
343,-1.305214,9.280471,9.340161e+00,1,0,6.936e-02
344,-1.384964,9.802106,9.867858e+00,1,0,7.367e-02
345,-1.869942,9.717161,9.868876e+00,1,0,1.014e-01
346,-1.430925,-0.794181,1.634532e+00,1,0,1.756e-02
347,-1.543724,-0.766122,1.721721e+00,1,0,1.717e-02
348,-1.574519,-0.885240,1.804255e+00,1,0,2.012e-02
349,-1.624623,1.294003,2.073337e+00,1,0,1.970e-02
350,-1.617460,1.129575,1.969887e+00,1,0,1.751e-02
351,-1.484533,1.137269,1.866659e+00,1,0,2.282e-02
352,-0.783837,7.157732,7.165356e+00,1,0,7.594e-02
353,-0.705908,6.699800,6.701268e+00,1,0,7.224e-02
354,-0.282803,6.755777,6.716063e+00,1,0,3.706e-02
355,-5.349833,11.882479,1.301784e+01,1,0,7.817e-02
356,-5.636020,12.732907,1.391083e+01,1,0,6.639e-02
357,-6.490121,12.374565,1.396176e+01,1,0,1.317e-01
358,-51.381214,-2.558719,5.144487e+01,0,0,0.000e+00
359,-47.636776,-2.431901,4.769879e+01,0,0,0.000e+00
360,-47.597416,2.234507,4.764982e+01,0,0,0.000e+00
361,-4.702577,-18.957880,1.950992e+01,1,0,1.690e-01
362,-5.405071,-20.152670,2.084370e+01,0,0,0.000e+00
363,-3.841331,-20.319407,2.065223e+01,0,0,0.000e+00
364,-1.547722,13.817483,1.386846e+01,1,0,1.387e-02
365,-1.671950,14.747683,1.480686e+01,1,0,1.238e-01
366,-2.467899,14.611950,1.479001e+01,1,0,1.277e-01
367,-0.291399,-1.683086,1.681720e+00,1,0,1.161e-02
368,-0.341171,-1.600278,1.612793e+00,1,0,1.524e-02
369,-0.436729,-1.660133,1.696105e+00,1,0,1.119e-02
370,-50.927128,-7.578223,5.148771e+01,0,0,0.000e+00
371,-55.278633,-2.757667,5.534735e+01,0,0,0.000e+00
372,-9.350126,-23.711807,2.547342e+01,0,0,0.000e+00
373,-8.735783,-22.626333,2.423857e+01,0,0,0.000e+00
374,-10.026889,-22.640152,2.474747e+01,0,0,0.000e+00
375,-2.319593,-4.601122,5.140835e+00,1,0,9.759e-03
376,-2.713843,-4.833572,5.532690e+00,1,0,1.912e-02
377,-2.432333,-5.032036,5.576614e+00,1,0,5.129e-02
378,-65.252228,-3.264901,6.533384e+01,0,0,0.000e+00
379,-71.918449,-3.601762,7.200857e+01,0,0,0.000e+00
380,-71.036110,-10.724568,7.184094e+01,0,0,0.000e+00
381,-0.569065,26.683607,2.663723e+01,0,0,0.000e+00
382,-0.622700,28.471205,2.842563e+01,0,0,0.000e+00
383,-2.037706,28.351439,2.838251e+01,0,0,0.000e+00
384,-0.768537,0.807446,1.109304e+00,1,0,6.327e-03
385,-0.680789,0.771779,1.023126e+00,1,0,6.846e-03
386,-0.674873,0.865578,1.090508e+00,1,0,1.235e-02
387,1.298436,-3.386043,3.396080e+00,1,0,1.971e-02
388,1.360675,-3.605047,3.621111e+00,1,0,3.726e-02
389,1.592805,-3.518229,3.567822e+00,1,0,3.825e-02
390,16.318615,-49.291203,5.161669e+01,0,0,0.000e+00
391,17.456203,-52.820362,5.532447e+01,0,0,0.000e+00
392,20.405678,-49.590405,5.325212e+01,0,0,0.000e+00
393,8.607063,-5.545544,9.413845e+00,1,0,5.652e-02
394,8.048141,-5.304662,8.821322e+00,1,0,6.234e-02
395,7.833626,-5.892215,9.023117e+00,1,0,6.511e-02
396,0.715816,1.932190,1.890616e+00,1,0,2.184e-02
397,0.701231,1.805418,1.763102e+00,1,0,1.411e-02
398,0.856753,1.780927,1.752200e+00,1,0,2.343e-02
399,1.178799,2.426979,2.429585e+00,1,0,1.059e-02
400,1.043559,2.483094,2.469776e+00,1,0,1.160e-02
401,0.995850,2.367933,2.350200e+00,1,0,1.257e-02
402,8.676708,6.260602,9.905907e+00,1,0,7.525e-02
403,9.309134,6.557321,1.058490e+01,1,0,7.630e-02
404,9.030310,7.142068,1.074686e+01,1,0,9.945e-02
405,-0.408290,-0.964150,1.033353e+00,1,0,1.269e-02
406,-0.382912,-1.026748,1.080489e+00,1,0,1.032e-02
407,-0.325698,-0.989993,1.025262e+00,1,0,2.672e-03
408,0.779814,-1.462920,1.428397e+00,1,0,1.383e-02
409,0.802811,-1.557479,1.524660e+00,1,0,1.759e-02
410,0.921300,-1.519356,1.498488e+00,1,0,1.739e-02
411,26.060343,-66.617485,7.117521e+01,0,0,0.000e+00
412,29.249804,-74.527283,7.970174e+01,0,0,0.000e+00
413,36.524975,-71.244598,7.961040e+01,0,0,0.000e+00
414,19.564985,-26.650328,3.247921e+01,0,0,0.000e+00
415,20.196922,-28.076572,3.401199e+01,0,0,0.000e+00
416,21.538136,-27.407185,3.424863e+01,0,0,0.000e+00
417,0.544848,-1.299617,1.247849e+00,1,0,1.445e-02
418,0.640563,-1.294098,1.248662e+00,1,0,1.032e-02
419,0.630175,-1.207066,1.161106e+00,1,0,1.526e-02
420,10.880349,-5.320282,1.122171e+01,1,0,2.212e-02
421,11.648735,-5.513830,1.199158e+01,1,0,1.473e-01
422,11.850550,-4.600726,1.178563e+01,1,0,7.400e-02
423,3.332881,3.586169,4.278194e+00,1,0,5.312e-02
424,2.985512,3.490645,4.015826e+00,1,0,6.228e-02
425,3.188053,3.201927,3.878132e+00,1,0,1.736e-02
426,1.903930,-2.353531,2.521150e+00,1,0,8.410e-03
427,1.788224,-2.227865,2.363193e+00,1,0,8.853e-03
428,1.647520,-2.350875,2.438421e+00,1,0,2.687e-02
429,5.987732,-2.093986,5.409460e+00,1,0,8.436e-02
430,6.389124,-2.207698,5.823795e+00,1,0,1.366e-02
431,6.504215,-1.765530,5.780440e+00,1,0,6.441e-02
432,2.204287,-2.303926,2.599688e+00,1,0,3.726e-02
433,2.332262,-2.095146,2.482853e+00,1,0,1.983e-02
434,2.183800,-2.009422,2.332201e+00,1,0,1.273e-02
435,25.978411,-27.318844,3.701675e+01,0,0,0.000e+00
436,24.320017,-28.367756,3.672264e+01,0,0,0.000e+00
437,25.555613,-30.082470,3.883212e+01,0,0,0.000e+00
438,-0.368395,0.384711,5.273734e-01,1,0,3.762e-03
