case,model,step,x,y,Cfx_ref,Cfx_case,Cp_ref,Cp_case,Yplus_ref,Yplus_case
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.000000,0.000000,0.000000e+00,0.000000e+00,-7.490265e-01,-7.490265e-01,2.4791,2.4791
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.000032,0.000999,9.795321e-04,9.795321e-04,-8.408254e-01,-8.408254e-01,2.5618,2.5618
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.000140,0.002094,2.128118e-03,2.128118e-03,-1.087540e+00,-1.087540e+00,2.6379,2.6379
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.000346,0.003286,3.390762e-03,3.390762e-03,-1.381169e+00,-1.381169e+00,2.6736,2.6736
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.000674,0.004575,4.695436e-03,4.695436e-03,-1.644256e+00,-1.644256e+00,2.6856,2.6856
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.001152,0.005959,6.016756e-03,6.016756e-03,-1.888102e+00,-1.888102e+00,2.6912,2.6912
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.001805,0.007431,7.311899e-03,7.311899e-03,-2.084028e+00,-2.084028e+00,2.6937,2.6937
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.002658,0.008982,8.534422e-03,8.534422e-03,-2.245953e+00,-2.245953e+00,2.6936,2.6936
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.003737,0.010605,9.597997e-03,9.597997e-03,-2.350919e+00,-2.350919e+00,2.6847,2.6847
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.005063,0.012288,1.042364e-02,1.042364e-02,-2.413199e+00,-2.413199e+00,2.6619,2.6619
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.006659,0.014024,1.096340e-02,1.096340e-02,-2.434446e+00,-2.434446e+00,2.6231,2.6231
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.008544,0.015805,1.125237e-02,1.125237e-02,-2.418549e+00,-2.418549e+00,2.5738,2.5738
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.010740,0.017625,1.131509e-02,1.131509e-02,-2.379483e+00,-2.379483e+00,2.5155,2.5155
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.013270,0.019481,1.119557e-02,1.119557e-02,-2.318152e+00,-2.318152e+00,2.4510,2.4510
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.016160,0.021369,1.095551e-02,1.095551e-02,-2.247779e+00,-2.247779e+00,2.3845,2.3845
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.019437,0.023288,1.063743e-02,1.063743e-02,-2.166915e+00,-2.166915e+00,2.3180,2.3180
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.023132,0.025234,1.027452e-02,1.027452e-02,-2.084982e+00,-2.084982e+00,2.2531,2.2531
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.027282,0.027208,9.887911e-03,9.887911e-03,-1.999414e+00,-1.999414e+00,2.1903,2.1903
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.031924,0.029206,9.493631e-03,9.493631e-03,-1.917036e+00,-1.917036e+00,2.1302,2.1302
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.037103,0.031227,9.101201e-03,9.101201e-03,-1.834170e+00,-1.834170e+00,2.0728,2.0728
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.042868,0.033268,8.718473e-03,8.718473e-03,-1.755911e+00,-1.755911e+00,2.0183,2.0183
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.049273,0.035326,8.348289e-03,8.348289e-03,-1.678593e+00,-1.678593e+00,1.9664,1.9664
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.056378,0.037395,7.992619e-03,7.992619e-03,-1.605935e+00,-1.605935e+00,1.9171,1.9171
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.064249,0.039470,7.641294e-03,7.641294e-03,-1.534560e+00,-1.534560e+00,1.8688,1.8688
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.072960,0.041543,7.227970e-03,7.227970e-03,-1.467327e+00,-1.467327e+00,1.8129,1.8129
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.082591,0.043605,7.078432e-03,7.078432e-03,-1.402197e+00,-1.402197e+00,1.7903,1.7903
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.092263,0.045468,6.849231e-03,6.849231e-03,-1.358083e+00,-1.358083e+00,1.7580,1.7580
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.101902,0.047146,6.605440e-03,6.605440e-03,-1.318920e+00,-1.318920e+00,1.7241,1.7241
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.111503,0.048659,6.375426e-03,6.375426e-03,-1.284475e+00,-1.284475e+00,1.6920,1.6920
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.121059,0.050027,6.162189e-03,6.162189e-03,-1.251334e+00,-1.251334e+00,1.6620,1.6620
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.130569,0.051264,5.967833e-03,5.967833e-03,-1.217696e+00,-1.217696e+00,1.6345,1.6345
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.140029,0.052383,5.792645e-03,5.792645e-03,-1.183075e+00,-1.183075e+00,1.6094,1.6094
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.149438,0.053394,5.635469e-03,5.635469e-03,-1.147971e+00,-1.147971e+00,1.5868,1.5868
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.158793,0.054307,5.494138e-03,5.494138e-03,-1.113051e+00,-1.113051e+00,1.5662,1.5662
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.168093,0.055129,5.366182e-03,5.366182e-03,-1.078940e+00,-1.078940e+00,1.5474,1.5474
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.177338,0.055867,5.249206e-03,5.249206e-03,-1.046005e+00,-1.046005e+00,1.5302,1.5302
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.186526,0.056528,5.141317e-03,5.141317e-03,-1.014413e+00,-1.014413e+00,1.5141,1.5141
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.195658,0.057118,5.041016e-03,5.041016e-03,-9.842640e-01,-9.842640e-01,1.4991,1.4991
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.204732,0.057640,4.946770e-03,4.946770e-03,-9.555430e-01,-9.555430e-01,1.4848,1.4848
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.213749,0.058100,4.858308e-03,4.858308e-03,-9.282358e-01,-9.282358e-01,1.4714,1.4714
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.222709,0.058502,4.774218e-03,4.774218e-03,-9.021677e-01,-9.021677e-01,1.4586,1.4586
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.231610,0.058849,4.694370e-03,4.694370e-03,-8.775290e-01,-8.775290e-01,1.4463,1.4463
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.240453,0.059145,4.618194e-03,4.618194e-03,-8.537985e-01,-8.537985e-01,1.4345,1.4345
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.249239,0.059393,4.545031e-03,4.545031e-03,-8.314198e-01,-8.314198e-01,1.4231,1.4231
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.257967,0.059596,4.474815e-03,4.474815e-03,-8.099789e-01,-8.099789e-01,1.4121,1.4121
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.266637,0.059756,4.407544e-03,4.407544e-03,-7.895123e-01,-7.895123e-01,1.4014,1.4014
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.275249,0.059876,4.341914e-03,4.341914e-03,-7.699401e-01,-7.699401e-01,1.3910,1.3910
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.283805,0.059958,4.279437e-03,4.279437e-03,-7.512455e-01,-7.512455e-01,1.3810,1.3810
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.292302,0.060004,4.217939e-03,4.217939e-03,-7.333693e-01,-7.333693e-01,1.3711,1.3711
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.300743,0.060017,4.159809e-03,4.159809e-03,-7.162667e-01,-7.162667e-01,1.3617,1.3617
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.309127,0.059998,4.102883e-03,4.102883e-03,-6.998796e-01,-6.998796e-01,1.3524,1.3524
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.317455,0.059949,4.048197e-03,4.048197e-03,-6.841702e-01,-6.841702e-01,1.3435,1.3435
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.325726,0.059871,3.993972e-03,3.993972e-03,-6.691003e-01,-6.691003e-01,1.3345,1.3345
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.333941,0.059766,3.942214e-03,3.942214e-03,-6.546191e-01,-6.546191e-01,1.3259,1.3259
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.342101,0.059636,3.892197e-03,3.892197e-03,-6.406890e-01,-6.406890e-01,1.3176,1.3176
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.350205,0.059482,3.842853e-03,3.842853e-03,-6.272792e-01,-6.272792e-01,1.3093,1.3093
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.358254,0.059305,3.796150e-03,3.796150e-03,-6.143353e-01,-6.143353e-01,1.3014,1.3014
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.366248,0.059106,3.749667e-03,3.749667e-03,-6.018385e-01,-6.018385e-01,1.2935,1.2935
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.374188,0.058887,3.705350e-03,3.705350e-03,-5.897408e-01,-5.897408e-01,1.2859,1.2859
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.382073,0.058648,3.660467e-03,3.660467e-03,-5.780386e-01,-5.780386e-01,1.2782,1.2782
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.389905,0.058390,3.618898e-03,3.618898e-03,-5.666595e-01,-5.666595e-01,1.2710,1.2710
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.397682,0.058116,3.576202e-03,3.576202e-03,-5.556340e-01,-5.556340e-01,1.2636,1.2636
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.405407,0.057824,3.535799e-03,3.535799e-03,-5.448936e-01,-5.448936e-01,1.2565,1.2565
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.413079,0.057517,3.496572e-03,3.496572e-03,-5.344329e-01,-5.344329e-01,1.2496,1.2496
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.420698,0.057195,3.458261e-03,3.458261e-03,-5.242323e-01,-5.242323e-01,1.2428,1.2428
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.428265,0.056859,3.420093e-03,3.420093e-03,-5.142884e-01,-5.142884e-01,1.2360,1.2360
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.435780,0.056510,3.383997e-03,3.383997e-03,-5.045275e-01,-5.045275e-01,1.2296,1.2296
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.443243,0.056148,3.348067e-03,3.348067e-03,-4.950742e-01,-4.950742e-01,1.2231,1.2231
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.450655,0.055774,3.312161e-03,3.312161e-03,-4.857004e-01,-4.857004e-01,1.2166,1.2166
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.458017,0.055388,3.278413e-03,3.278413e-03,-4.766127e-01,-4.766127e-01,1.2105,1.2105
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.465327,0.054992,3.244803e-03,3.244803e-03,-4.676723e-01,-4.676723e-01,1.2044,1.2044
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.472587,0.054586,3.211435e-03,3.211435e-03,-4.589060e-01,-4.589060e-01,1.1982,1.1982
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.479797,0.054170,3.180596e-03,3.180596e-03,-4.502705e-01,-4.502705e-01,1.1925,1.1925
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.486958,0.053744,3.147679e-03,3.147679e-03,-4.417983e-01,-4.417983e-01,1.1864,1.1864
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.494069,0.053311,3.116992e-03,3.116992e-03,-4.334500e-01,-4.334500e-01,1.1807,1.1807
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.501132,0.052869,3.087047e-03,3.087047e-03,-4.252425e-01,-4.252425e-01,1.1751,1.1751
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.508145,0.052419,3.056921e-03,3.056921e-03,-4.171765e-01,-4.171765e-01,1.1694,1.1694
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.515110,0.051962,3.028166e-03,3.028166e-03,-4.092312e-01,-4.092312e-01,1.1640,1.1640
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.522028,0.051498,2.999359e-03,2.999359e-03,-4.014484e-01,-4.014484e-01,1.1585,1.1585
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.528897,0.051028,2.970850e-03,2.970850e-03,-3.937990e-01,-3.937990e-01,1.1530,1.1530
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.535719,0.050551,2.943244e-03,2.943244e-03,-3.862549e-01,-3.862549e-01,1.1477,1.1477
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.542494,0.050069,2.916608e-03,2.916608e-03,-3.788112e-01,-3.788112e-01,1.1426,1.1426
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.549223,0.049581,2.889188e-03,2.889188e-03,-3.714814e-01,-3.714814e-01,1.1373,1.1373
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.555905,0.049088,2.863145e-03,2.863145e-03,-3.642399e-01,-3.642399e-01,1.1322,1.1322
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.562540,0.048591,2.837539e-03,2.837539e-03,-3.570939e-01,-3.570939e-01,1.1272,1.1272
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.569130,0.048088,2.811612e-03,2.811612e-03,-3.500455e-01,-3.500455e-01,1.1221,1.1221
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.575674,0.047582,2.786567e-03,2.786567e-03,-3.430804e-01,-3.430804e-01,1.1172,1.1172
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.582173,0.047071,2.761828e-03,2.761828e-03,-3.362014e-01,-3.362014e-01,1.1122,1.1122
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.588628,0.046557,2.737374e-03,2.737374e-03,-3.294055e-01,-3.294055e-01,1.1074,1.1074
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.595037,0.046039,2.713208e-03,2.713208e-03,-3.226897e-01,-3.226897e-01,1.1025,1.1025
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.601403,0.045518,2.689309e-03,2.689309e-03,-3.160513e-01,-3.160513e-01,1.0977,1.0977
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.607724,0.044994,2.665736e-03,2.665736e-03,-3.094869e-01,-3.094869e-01,1.0929,1.0929
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.614001,0.044467,2.642917e-03,2.642917e-03,-3.029919e-01,-3.029919e-01,1.0883,1.0883
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.620235,0.043938,2.619358e-03,2.619358e-03,-2.965643e-01,-2.965643e-01,1.0835,1.0835
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.626426,0.043406,2.596659e-03,2.596659e-03,-2.902271e-01,-2.902271e-01,1.0789,1.0789
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.632574,0.042871,2.574521e-03,2.574521e-03,-2.839044e-01,-2.839044e-01,1.0743,1.0743
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.638680,0.042335,2.551638e-03,2.551638e-03,-2.776878e-01,-2.776878e-01,1.0696,1.0696
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.644743,0.041796,2.530146e-03,2.530146e-03,-2.715114e-01,-2.715114e-01,1.0651,1.0651
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.650764,0.041256,2.507667e-03,2.507667e-03,-2.653963e-01,-2.653963e-01,1.0604,1.0604
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.656744,0.040714,2.486123e-03,2.486123e-03,-2.593277e-01,-2.593277e-01,1.0559,1.0559
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.662682,0.040171,2.464665e-03,2.464665e-03,-2.533121e-01,-2.533121e-01,1.0514,1.0514
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.668579,0.039626,2.442907e-03,2.442907e-03,-2.473486e-01,-2.473486e-01,1.0468,1.0468
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.674435,0.039080,2.421677e-03,2.421677e-03,-2.414304e-01,-2.414304e-01,1.0423,1.0423
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.680250,0.038533,2.400870e-03,2.400870e-03,-2.355563e-01,-2.355563e-01,1.0378,1.0378
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.686026,0.037985,2.379474e-03,2.379474e-03,-2.297281e-01,-2.297281e-01,1.0332,1.0332
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.691761,0.037436,2.358565e-03,2.358565e-03,-2.239382e-01,-2.239382e-01,1.0287,1.0287
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.697456,0.036886,2.337750e-03,2.337750e-03,-2.181866e-01,-2.181866e-01,1.0242,1.0242
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.703112,0.036336,2.316987e-03,2.316987e-03,-2.124709e-01,-2.124709e-01,1.0197,1.0197
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.708728,0.035785,2.296287e-03,2.296287e-03,-2.067887e-01,-2.067887e-01,1.0152,1.0152
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.714306,0.035233,2.275740e-03,2.275740e-03,-2.011373e-01,-2.011373e-01,1.0107,1.0107
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.719845,0.034681,2.255057e-03,2.255057e-03,-1.955154e-01,-1.955154e-01,1.0061,1.0061
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.725345,0.034129,2.234475e-03,2.234475e-03,-1.899197e-01,-1.899197e-01,1.0015,1.0015
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.730807,0.033576,2.213942e-03,2.213942e-03,-1.843484e-01,-1.843484e-01,0.9970,0.9970
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.736231,0.033024,2.193411e-03,2.193411e-03,-1.787991e-01,-1.787991e-01,0.9924,0.9924
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.741618,0.032471,2.172870e-03,2.172870e-03,-1.732699e-01,-1.732699e-01,0.9878,0.9878
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.746967,0.031918,2.152313e-03,2.152313e-03,-1.677584e-01,-1.677584e-01,0.9831,0.9831
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.752278,0.031366,2.131730e-03,2.131730e-03,-1.622629e-01,-1.622629e-01,0.9784,0.9784
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.757553,0.030813,2.111116e-03,2.111116e-03,-1.567810e-01,-1.567810e-01,0.9737,0.9737
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.762791,0.030260,2.090464e-03,2.090464e-03,-1.513123e-01,-1.513123e-01,0.9690,0.9690
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.767993,0.029708,2.069768e-03,2.069768e-03,-1.458540e-01,-1.458540e-01,0.9642,0.9642
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.773159,0.029156,2.049080e-03,2.049080e-03,-1.403923e-01,-1.403923e-01,0.9594,0.9594
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.778288,0.028605,2.028253e-03,2.028253e-03,-1.349945e-01,-1.349945e-01,0.9546,0.9546
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.783382,0.028053,2.007428e-03,2.007428e-03,-1.295176e-01,-1.295176e-01,0.9497,0.9497
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.788440,0.027503,1.986775e-03,1.986775e-03,-1.241034e-01,-1.241034e-01,0.9449,0.9449
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.793463,0.026952,1.965762e-03,1.965762e-03,-1.186934e-01,-1.186934e-01,0.9399,0.9399
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.798451,0.026403,1.944605e-03,1.944605e-03,-1.132866e-01,-1.132866e-01,0.9348,0.9348
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.803405,0.025853,1.923659e-03,1.923659e-03,-1.078721e-01,-1.078721e-01,0.9298,0.9298
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.808324,0.025305,1.902191e-03,1.902191e-03,-1.024498e-01,-1.024498e-01,0.9247,0.9247
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.813208,0.024757,1.880647e-03,1.880647e-03,-9.701661e-02,-9.701661e-02,0.9195,0.9195
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.818058,0.024209,1.858937e-03,1.858937e-03,-9.157168e-02,-9.157168e-02,0.9142,0.9142
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.822875,0.023663,1.837038e-03,1.837038e-03,-8.611330e-02,-8.611330e-02,0.9088,0.9088
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.827658,0.023117,1.814939e-03,1.814939e-03,-8.063956e-02,-8.063956e-02,0.9034,0.9034
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.832407,0.022572,1.792626e-03,1.792626e-03,-7.514840e-02,-7.514840e-02,0.8978,0.8978
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.837124,0.022027,1.770085e-03,1.770085e-03,-6.963754e-02,-6.963754e-02,0.8922,0.8922
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.841807,0.021484,1.747302e-03,1.747302e-03,-6.410450e-02,-6.410450e-02,0.8865,0.8865
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.846458,0.020941,1.724260e-03,1.724260e-03,-5.854669e-02,-5.854669e-02,0.8806,0.8806
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.851076,0.020399,1.700938e-03,1.700938e-03,-5.296134e-02,-5.296134e-02,0.8747,0.8747
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.855662,0.019858,1.677315e-03,1.677315e-03,-4.734544e-02,-4.734544e-02,0.8686,0.8686
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.860216,0.019318,1.653367e-03,1.653367e-03,-4.169588e-02,-4.169588e-02,0.8624,0.8624
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.864738,0.018779,1.629067e-03,1.629067e-03,-3.600958e-02,-3.600958e-02,0.8561,0.8561
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.869228,0.018241,1.604388e-03,1.604388e-03,-3.028318e-02,-3.028318e-02,0.8496,0.8496
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.873687,0.017704,1.579303e-03,1.579303e-03,-2.451432e-02,-2.451432e-02,0.8430,0.8430
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.878115,0.017168,1.553789e-03,1.553789e-03,-1.870032e-02,-1.870032e-02,0.8362,0.8362
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.882512,0.016633,1.527846e-03,1.527846e-03,-1.283652e-02,-1.283652e-02,0.8292,0.8292
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.886878,0.016099,1.501488e-03,1.501488e-03,-6.922383e-03,-6.922383e-03,0.8221,0.8221
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.891213,0.015566,1.474897e-03,1.474897e-03,-9.218962e-04,-9.218962e-04,0.8148,0.8148
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.895518,0.015034,1.448110e-03,1.448110e-03,5.072742e-03,5.072742e-03,0.8074,0.8074
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.899793,0.014503,1.420388e-03,1.420388e-03,1.094370e-02,1.094370e-02,0.7997,0.7997
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.904038,0.013973,1.392520e-03,1.392520e-03,1.721924e-02,1.721924e-02,0.7918,0.7918
RANS_SA_WD_0.01-20_ConsGalerkinProj_Drift_Second,SA,9,0.908253,0.013445,1.365575e-03,1.365575e-03,2.344038e-02,2.344038e-02,0.7841,0.7841
