case,model,step,x,y,Cfx_ref,Cfx_case,Cp_ref,Cp_case,Yplus_ref,Yplus_case
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.016160,0.021369,1.095417e-02,1.095412e-02,-2.247195e+00,-2.247190e+00,2.3844,2.3844
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.019437,0.023288,1.063623e-02,1.063617e-02,-2.166375e+00,-2.166367e+00,2.3179,2.3179
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.023132,0.025234,1.027345e-02,1.027338e-02,-2.084481e+00,-2.084471e+00,2.2530,2.2530
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.027282,0.027208,9.886960e-03,9.886894e-03,-1.998950e+00,-1.998937e+00,2.1903,2.1903
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.031924,0.029206,9.492785e-03,9.492720e-03,-1.916606e+00,-1.916591e+00,2.1301,2.1301
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.037103,0.031227,9.100448e-03,9.100384e-03,-1.833771e+00,-1.833755e+00,2.0728,2.0728
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.042868,0.033268,8.717801e-03,8.717742e-03,-1.755540e+00,-1.755524e+00,2.0182,2.0182
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.049273,0.035326,8.347689e-03,8.347635e-03,-1.678247e+00,-1.678230e+00,1.9664,1.9664
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.056378,0.037395,7.992082e-03,7.992034e-03,-1.605612e+00,-1.605595e+00,1.9171,1.9171
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.064249,0.039470,7.640812e-03,7.640769e-03,-1.534259e+00,-1.534243e+00,1.8688,1.8688
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.072960,0.041543,7.227538e-03,7.227501e-03,-1.467045e+00,-1.467029e+00,1.8129,1.8129
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.082591,0.043605,7.078037e-03,7.078005e-03,-1.401934e+00,-1.401919e+00,1.7903,1.7903
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.092263,0.045468,6.848868e-03,6.848840e-03,-1.357834e+00,-1.357820e+00,1.7580,1.7580
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.101902,0.047146,6.605105e-03,6.605081e-03,-1.318684e+00,-1.318670e+00,1.7241,1.7241
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.111503,0.048659,6.375116e-03,6.375096e-03,-1.284250e+00,-1.284236e+00,1.6920,1.6920
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.121059,0.050027,6.161899e-03,6.161883e-03,-1.251118e+00,-1.251105e+00,1.6620,1.6620
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.130569,0.051264,5.967560e-03,5.967547e-03,-1.217487e+00,-1.217475e+00,1.6345,1.6345
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.140029,0.052383,5.792388e-03,5.792377e-03,-1.182873e+00,-1.182861e+00,1.6094,1.6094
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.149438,0.053394,5.635224e-03,5.635215e-03,-1.147776e+00,-1.147764e+00,1.5867,1.5867
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.158793,0.054307,5.493904e-03,5.493897e-03,-1.112862e+00,-1.112850e+00,1.5662,1.5662
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.168093,0.055129,5.365958e-03,5.365951e-03,-1.078755e+00,-1.078744e+00,1.5474,1.5474
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.177338,0.055867,5.248989e-03,5.248983e-03,-1.045825e+00,-1.045814e+00,1.5301,1.5301
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.186526,0.056528,5.141105e-03,5.141100e-03,-1.014237e+00,-1.014227e+00,1.5141,1.5141
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.195658,0.057118,5.040808e-03,5.040803e-03,-9.840928e-01,-9.840826e-01,1.4990,1.4990
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.204732,0.057640,4.946565e-03,4.946561e-03,-9.553757e-01,-9.553656e-01,1.4848,1.4848
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.213749,0.058100,4.858106e-03,4.858101e-03,-9.280720e-01,-9.280622e-01,1.4714,1.4714
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.222709,0.058502,4.774018e-03,4.774013e-03,-9.020073e-01,-9.019975e-01,1.4585,1.4585
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.231610,0.058849,4.694170e-03,4.694165e-03,-8.773717e-01,-8.773621e-01,1.4462,1.4462
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.240453,0.059145,4.617994e-03,4.617989e-03,-8.536442e-01,-8.536345e-01,1.4344,1.4344
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.249239,0.059393,4.544831e-03,4.544825e-03,-8.312683e-01,-8.312587e-01,1.4230,1.4230
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.257967,0.059596,4.474615e-03,4.474608e-03,-8.098300e-01,-8.098204e-01,1.4120,1.4120
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.266637,0.059756,4.407342e-03,4.407335e-03,-7.893658e-01,-7.893563e-01,1.4014,1.4014
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.275249,0.059876,4.341710e-03,4.341703e-03,-7.697959e-01,-7.697865e-01,1.3910,1.3910
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.283805,0.059958,4.279231e-03,4.279224e-03,-7.511035e-01,-7.510940e-01,1.3810,1.3810
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.292302,0.060004,4.217730e-03,4.217723e-03,-7.332293e-01,-7.332199e-01,1.3711,1.3711
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.300743,0.060017,4.159597e-03,4.159590e-03,-7.161287e-01,-7.161194e-01,1.3617,1.3617
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.309127,0.059998,4.102668e-03,4.102661e-03,-6.997435e-01,-6.997343e-01,1.3524,1.3524
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.317455,0.059949,4.047978e-03,4.047972e-03,-6.840358e-01,-6.840267e-01,1.3435,1.3435
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.325726,0.059871,3.993750e-03,3.993744e-03,-6.689675e-01,-6.689585e-01,1.3345,1.3345
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.333941,0.059766,3.941988e-03,3.941983e-03,-6.544878e-01,-6.544790e-01,1.3259,1.3259
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.342101,0.059636,3.891965e-03,3.891961e-03,-6.405592e-01,-6.405505e-01,1.3176,1.3176
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.350205,0.059482,3.842617e-03,3.842614e-03,-6.271508e-01,-6.271423e-01,1.3093,1.3093
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.358254,0.059305,3.795910e-03,3.795907e-03,-6.142082e-01,-6.141999e-01,1.3014,1.3014
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.366248,0.059106,3.749421e-03,3.749420e-03,-6.017126e-01,-6.017045e-01,1.2935,1.2935
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.374188,0.058887,3.705099e-03,3.705098e-03,-5.896161e-01,-5.896082e-01,1.2860,1.2860
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.382073,0.058648,3.660210e-03,3.660211e-03,-5.779150e-01,-5.779073e-01,1.2782,1.2782
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.389905,0.058390,3.618636e-03,3.618637e-03,-5.665368e-01,-5.665295e-01,1.2711,1.2711
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.397682,0.058116,3.575934e-03,3.575936e-03,-5.555122e-01,-5.555051e-01,1.2636,1.2636
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.405407,0.057824,3.535526e-03,3.535529e-03,-5.447727e-01,-5.447659e-01,1.2566,1.2566
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.413079,0.057517,3.496292e-03,3.496296e-03,-5.343129e-01,-5.343063e-01,1.2497,1.2497
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.420698,0.057195,3.457975e-03,3.457979e-03,-5.241131e-01,-5.241067e-01,1.2429,1.2429
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.428265,0.056859,3.419800e-03,3.419805e-03,-5.141700e-01,-5.141639e-01,1.2361,1.2361
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.435780,0.056510,3.383699e-03,3.383704e-03,-5.044097e-01,-5.044039e-01,1.2297,1.2297
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.443243,0.056148,3.347761e-03,3.347767e-03,-4.949571e-01,-4.949515e-01,1.2232,1.2232
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.450655,0.055774,3.311850e-03,3.311856e-03,-4.855839e-01,-4.855785e-01,1.2167,1.2167
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.458017,0.055388,3.278095e-03,3.278102e-03,-4.764968e-01,-4.764916e-01,1.2106,1.2106
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.465327,0.054992,3.244478e-03,3.244485e-03,-4.675570e-01,-4.675521e-01,1.2045,1.2045
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.472587,0.054586,3.211102e-03,3.211110e-03,-4.587912e-01,-4.587864e-01,1.1983,1.1983
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.479797,0.054170,3.180257e-03,3.180265e-03,-4.501562e-01,-4.501517e-01,1.1926,1.1926
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.486958,0.053744,3.147333e-03,3.147341e-03,-4.416845e-01,-4.416801e-01,1.1865,1.1865
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.494069,0.053311,3.116639e-03,3.116647e-03,-4.333366e-01,-4.333324e-01,1.1808,1.1808
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.501132,0.052869,3.086687e-03,3.086695e-03,-4.251295e-01,-4.251255e-01,1.1752,1.1752
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.508145,0.052419,3.056554e-03,3.056562e-03,-4.170640e-01,-4.170601e-01,1.1696,1.1696
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.515110,0.051962,3.027791e-03,3.027799e-03,-4.091190e-01,-4.091153e-01,1.1641,1.1641
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.522028,0.051498,2.998978e-03,2.998985e-03,-4.013366e-01,-4.013331e-01,1.1586,1.1586
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.528897,0.051028,2.970461e-03,2.970468e-03,-3.936876e-01,-3.936842e-01,1.1532,1.1532
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.535719,0.050551,2.942848e-03,2.942855e-03,-3.861438e-01,-3.861406e-01,1.1479,1.1479
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.542494,0.050069,2.916204e-03,2.916211e-03,-3.787004e-01,-3.786972e-01,1.1428,1.1428
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.549223,0.049581,2.888778e-03,2.888785e-03,-3.713710e-01,-3.713680e-01,1.1374,1.1374
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.555905,0.049088,2.862726e-03,2.862733e-03,-3.641298e-01,-3.641268e-01,1.1324,1.1324
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.562540,0.048591,2.837113e-03,2.837119e-03,-3.569840e-01,-3.569812e-01,1.1274,1.1274
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.569130,0.048088,2.811179e-03,2.811185e-03,-3.499359e-01,-3.499331e-01,1.1223,1.1223
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.575674,0.047582,2.786126e-03,2.786132e-03,-3.429711e-01,-3.429684e-01,1.1173,1.1173
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.582173,0.047071,2.761379e-03,2.761385e-03,-3.360924e-01,-3.360898e-01,1.1124,1.1124
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.588628,0.046557,2.736918e-03,2.736924e-03,-3.292967e-01,-3.292942e-01,1.1076,1.1076
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.595037,0.046039,2.712745e-03,2.712750e-03,-3.225812e-01,-3.225788e-01,1.1027,1.1027
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.601403,0.045518,2.688837e-03,2.688843e-03,-3.159429e-01,-3.159406e-01,1.0979,1.0979
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.607724,0.044994,2.665257e-03,2.665262e-03,-3.093787e-01,-3.093764e-01,1.0931,1.0931
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.614001,0.044467,2.642430e-03,2.642435e-03,-3.028840e-01,-3.028818e-01,1.0885,1.0885
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.620235,0.043938,2.618863e-03,2.618868e-03,-2.964566e-01,-2.964544e-01,1.0837,1.0837
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.626426,0.043406,2.596156e-03,2.596161e-03,-2.901196e-01,-2.901175e-01,1.0791,1.0791
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.632574,0.042871,2.574010e-03,2.574015e-03,-2.837970e-01,-2.837949e-01,1.0745,1.0745
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.638680,0.042335,2.551119e-03,2.551124e-03,-2.775805e-01,-2.775786e-01,1.0698,1.0698
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.644743,0.041796,2.529619e-03,2.529624e-03,-2.714043e-01,-2.714024e-01,1.0653,1.0653
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.650764,0.041256,2.507132e-03,2.507136e-03,-2.652894e-01,-2.652875e-01,1.0606,1.0606
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.656744,0.040714,2.485580e-03,2.485584e-03,-2.592210e-01,-2.592192e-01,1.0561,1.0561
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.662682,0.040171,2.464114e-03,2.464118e-03,-2.532054e-01,-2.532037e-01,1.0516,1.0516
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.668579,0.039626,2.442347e-03,2.442352e-03,-2.472421e-01,-2.472405e-01,1.0470,1.0470
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.674435,0.039080,2.421109e-03,2.421113e-03,-2.413241e-01,-2.413225e-01,1.0425,1.0425
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.680250,0.038533,2.400293e-03,2.400297e-03,-2.354501e-01,-2.354485e-01,1.0380,1.0380
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.686026,0.037985,2.378890e-03,2.378893e-03,-2.296220e-01,-2.296204e-01,1.0334,1.0334
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.691761,0.037436,2.357971e-03,2.357975e-03,-2.238322e-01,-2.238307e-01,1.0289,1.0289
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.697456,0.036886,2.337147e-03,2.337151e-03,-2.180807e-01,-2.180793e-01,1.0244,1.0244
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.703112,0.036336,2.316376e-03,2.316379e-03,-2.123651e-01,-2.123637e-01,1.0199,1.0199
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.708728,0.035785,2.295667e-03,2.295670e-03,-2.066829e-01,-2.066816e-01,1.0154,1.0154
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.714306,0.035233,2.275111e-03,2.275114e-03,-2.010315e-01,-2.010302e-01,1.0109,1.0109
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.719845,0.034681,2.254419e-03,2.254422e-03,-1.954096e-01,-1.954083e-01,1.0063,1.0063
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.725345,0.034129,2.233828e-03,2.233831e-03,-1.898139e-01,-1.898126e-01,1.0018,1.0018
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.730807,0.033576,2.213286e-03,2.213288e-03,-1.842424e-01,-1.842411e-01,0.9972,0.9972
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.736231,0.033024,2.192745e-03,2.192747e-03,-1.786929e-01,-1.786917e-01,0.9926,0.9926
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.741618,0.032471,2.172195e-03,2.172197e-03,-1.731633e-01,-1.731622e-01,0.9880,0.9880
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.746967,0.031918,2.151628e-03,2.151630e-03,-1.676515e-01,-1.676503e-01,0.9834,0.9834
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.752278,0.031366,2.131035e-03,2.131037e-03,-1.621554e-01,-1.621543e-01,0.9787,0.9787
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.757553,0.030813,2.110411e-03,2.110413e-03,-1.566729e-01,-1.566718e-01,0.9740,0.9740
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.762791,0.030260,2.089748e-03,2.089750e-03,-1.512034e-01,-1.512023e-01,0.9692,0.9692
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.767993,0.029708,2.069042e-03,2.069044e-03,-1.457442e-01,-1.457431e-01,0.9645,0.9645
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.773159,0.029156,2.048344e-03,2.048346e-03,-1.402814e-01,-1.402804e-01,0.9597,0.9597
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.778288,0.028605,2.027506e-03,2.027507e-03,-1.348824e-01,-1.348814e-01,0.9548,0.9548
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.783382,0.028053,2.006671e-03,2.006672e-03,-1.294041e-01,-1.294031e-01,0.9499,0.9499
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.788440,0.027503,1.986007e-03,1.986008e-03,-1.239883e-01,-1.239874e-01,0.9451,0.9451
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.793463,0.026952,1.964983e-03,1.964984e-03,-1.185767e-01,-1.185758e-01,0.9401,0.9401
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.798451,0.026403,1.943815e-03,1.943816e-03,-1.131680e-01,-1.131671e-01,0.9351,0.9351
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.803405,0.025853,1.922857e-03,1.922858e-03,-1.077516e-01,-1.077507e-01,0.9301,0.9301
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.808324,0.025305,1.901378e-03,1.901379e-03,-1.023271e-01,-1.023263e-01,0.9249,0.9249
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.813208,0.024757,1.879822e-03,1.879823e-03,-9.689175e-02,-9.689090e-02,0.9197,0.9197
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.818058,0.024209,1.858100e-03,1.858101e-03,-9.144454e-02,-9.144370e-02,0.9144,0.9144
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.822875,0.023663,1.836190e-03,1.836190e-03,-8.598381e-02,-8.598300e-02,0.9090,0.9090
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.827658,0.023117,1.814077e-03,1.814078e-03,-8.050773e-02,-8.050694e-02,0.9036,0.9036
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.832407,0.022572,1.791752e-03,1.791752e-03,-7.501428e-02,-7.501350e-02,0.8980,0.8980
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.837124,0.022027,1.769199e-03,1.769199e-03,-6.950121e-02,-6.950044e-02,0.8924,0.8924
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.841807,0.021484,1.746403e-03,1.746402e-03,-6.396610e-02,-6.396535e-02,0.8867,0.8867
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.846458,0.020941,1.723347e-03,1.723346e-03,-5.840643e-02,-5.840568e-02,0.8808,0.8808
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.851076,0.020399,1.700011e-03,1.700010e-03,-5.281947e-02,-5.281873e-02,0.8749,0.8749
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.855662,0.019858,1.676374e-03,1.676374e-03,-4.720226e-02,-4.720152e-02,0.8688,0.8688
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.860216,0.019318,1.652413e-03,1.652411e-03,-4.155175e-02,-4.155101e-02,0.8626,0.8626
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.864738,0.018779,1.628098e-03,1.628097e-03,-3.586489e-02,-3.586414e-02,0.8563,0.8563
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.869228,0.018241,1.603404e-03,1.603403e-03,-3.013834e-02,-3.013759e-02,0.8498,0.8498
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.873687,0.017704,1.578304e-03,1.578302e-03,-2.436977e-02,-2.436902e-02,0.8432,0.8432
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.878115,0.017168,1.552775e-03,1.552773e-03,-1.855652e-02,-1.855575e-02,0.8364,0.8364
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.882512,0.016633,1.526816e-03,1.526813e-03,-1.269392e-02,-1.269313e-02,0.8294,0.8294
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.886878,0.016099,1.500443e-03,1.500440e-03,-6.781409e-03,-6.780608e-03,0.8222,0.8222
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.891213,0.015566,1.473835e-03,1.473832e-03,-7.829582e-04,-7.821347e-04,0.8149,0.8149
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.895518,0.015034,1.447032e-03,1.447028e-03,5.209204e-03,5.210056e-03,0.8075,0.8075
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.899793,0.014503,1.419293e-03,1.419289e-03,1.107745e-02,1.107831e-02,0.7998,0.7998
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.904038,0.013973,1.391407e-03,1.391403e-03,1.735002e-02,1.735095e-02,0.7919,0.7919
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.908253,0.013445,1.364444e-03,1.364440e-03,2.356826e-02,2.356921e-02,0.7842,0.7842
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.912439,0.012917,1.337293e-03,1.337288e-03,2.960104e-02,2.960204e-02,0.7764,0.7764
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.916595,0.012391,1.309242e-03,1.309237e-03,3.569905e-02,3.570009e-02,0.7683,0.7683
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.920722,0.011866,1.280360e-03,1.280355e-03,4.186596e-02,4.186705e-02,0.7598,0.7598
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.924820,0.011342,1.250675e-03,1.250669e-03,4.812483e-02,4.812599e-02,0.7510,0.7510
RANS_SA_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SA,799,0.928890,0.010819,1.220221e-03,1.220215e-03,5.447100e-02,5.447223e-02,0.7418,0.7418
