setting,quantity,coeff,step,value
L1,NN2,CD,29,2.573298e-05
L1,NN2,CD,30,1.211695e-05
L1,NN2,CD,31,-1.913597e-05
L1,NN2,CD,32,-1.414707e-05
L1,NN2,CD,33,-2.395059e-05
L1,NN2,CD,34,-3.023301e-05
L1,NN2,CD,35,-2.885117e-05
L1,NN2,CD,36,-2.653917e-05
L1,NN2,CD,37,-2.313328e-05
L1,NN2,CD,38,-1.689022e-05
L1,NN2,CD,39,-8.514287e-06
L1,NN2,CDp,2,0.000000e+00
L1,NN2,CDp,3,0.000000e+00
L1,NN2,CDp,4,0.000000e+00
L1,NN2,CDp,5,0.000000e+00
L1,NN2,CDp,6,0.000000e+00
L1,NN2,CDp,7,0.000000e+00
L1,NN2,CDp,8,0.000000e+00
L1,NN2,CDp,9,0.000000e+00
L1,NN2,CDp,10,1.190587e-05
L1,NN2,CDp,11,1.280782e-06
L1,NN2,CDp,12,-2.053576e-06
L1,NN2,CDp,13,-5.371573e-07
L1,NN2,CDp,14,2.792745e-06
L1,NN2,CDp,15,5.726425e-06
L1,NN2,CDp,16,7.858891e-06
L1,NN2,CDp,17,9.051376e-06
L1,NN2,CDp,18,8.385463e-06
L1,NN2,CDp,19,5.709891e-06
L1,NN2,CDp,20,1.016054e-05
L1,NN2,CDp,21,1.606132e-05
L1,NN2,CDp,22,1.941585e-06
L1,NN2,CDp,23,-1.144624e-06
L1,NN2,CDp,24,1.651930e-07
L1,NN2,CDp,25,4.390048e-06
L1,NN2,CDp,26,9.172626e-06
L1,NN2,CDp,27,1.354711e-05
L1,NN2,CDp,28,1.892545e-05
L1,NN2,CDp,29,2.575688e-05
L1,NN2,CDp,30,1.196031e-05
L1,NN2,CDp,31,-1.919919e-05
L1,NN2,CDp,32,-1.412252e-05
L1,NN2,CDp,33,-2.386081e-05
L1,NN2,CDp,34,-3.008806e-05
L1,NN2,CDp,35,-2.865052e-05
L1,NN2,CDp,36,-2.627726e-05
L1,NN2,CDp,37,-2.280270e-05
L1,NN2,CDp,38,-1.648483e-05
L1,NN2,CDp,39,-8.028996e-06
L1,NN2,CDv,2,0.000000e+00
L1,NN2,CDv,3,0.000000e+00
L1,NN2,CDv,4,0.000000e+00
L1,NN2,CDv,5,0.000000e+00
L1,NN2,CDv,6,0.000000e+00
L1,NN2,CDv,7,0.000000e+00
L1,NN2,CDv,8,0.000000e+00
L1,NN2,CDv,9,0.000000e+00
L1,NN2,CDv,10,4.157622e-09
L1,NN2,CDv,11,1.271123e-09
L1,NN2,CDv,12,-1.174544e-09
L1,NN2,CDv,13,-2.385299e-09
L1,NN2,CDv,14,-2.331368e-09
L1,NN2,CDv,15,-1.588355e-09
L1,NN2,CDv,16,-5.404887e-10
L1,NN2,CDv,17,6.119153e-10
L1,NN2,CDv,18,1.565515e-09
L1,NN2,CDv,19,2.129567e-09
L1,NN2,CDv,20,3.494093e-08
L1,NN2,CDv,21,1.924379e-08
L1,NN2,CDv,22,1.004253e-08
L1,NN2,CDv,23,5.203893e-09
L1,NN2,CDv,24,2.662771e-10
L1,NN2,CDv,25,-4.997101e-09
L1,NN2,CDv,26,-1.008759e-08
L1,NN2,CDv,27,-1.474777e-08
L1,NN2,CDv,28,-1.904182e-08
L1,NN2,CDv,29,-2.381866e-08
L1,NN2,CDv,30,1.564705e-07
L1,NN2,CDv,31,6.431128e-08
L1,NN2,CDv,32,-2.647858e-08
L1,NN2,CDv,33,-8.984288e-08
L1,NN2,CDv,34,-1.457890e-07
L1,NN2,CDv,35,-2.021156e-07
L1,NN2,CDv,36,-2.638998e-07
L1,NN2,CDv,37,-3.326422e-07
L1,NN2,CDv,38,-4.076514e-07
L1,NN2,CDv,39,-4.874525e-07
L1,P,CL,2,0.000000e+00
L1,P,CL,3,0.000000e+00
L1,P,CL,4,0.000000e+00
L1,P,CL,5,0.000000e+00
L1,P,CL,6,0.000000e+00
L1,P,CL,7,0.000000e+00
L1,P,CL,8,0.000000e+00
L1,P,CL,9,0.000000e+00
L1,P,CL,10,1.537300e-06
L1,P,CL,11,7.092500e-06
L1,P,CL,12,4.538500e-06
L1,P,CL,13,-1.449000e-07
L1,P,CL,14,-1.944100e-06
L1,P,CL,15,-7.298000e-07
L1,P,CL,16,4.763000e-07
L1,P,CL,17,-4.040000e-07
L1,P,CL,18,-2.664700e-06
L1,P,CL,19,-4.136700e-06
L1,P,CL,20,-1.759300e-06
L1,P,CL,21,3.411100e-06
L1,P,CL,22,2.334800e-06
L1,P,CL,23,-1.227700e-06
L1,P,CL,24,-3.353400e-06
L1,P,CL,25,-1.827000e-06
L1,P,CL,26,4.585500e-06
L1,P,CL,27,1.395320e-05
L1,P,CL,28,2.299820e-05
L1,P,CL,29,2.687880e-05
L1,P,CL,30,-5.089700e-06
L1,P,CL,31,-5.496600e-06
L1,P,CL,32,3.171900e-06
L1,P,CL,33,-7.437500e-06
L1,P,CL,34,-2.256760e-05
L1,P,CL,35,-2.986410e-05
L1,P,CL,36,-2.855110e-05
L1,P,CL,37,-2.209690e-05
L1,P,CL,38,-1.425980e-05
L1,P,CL,39,-7.573000e-06
L1,P,CD,2,0.000000e+00
L1,P,CD,3,0.000000e+00
L1,P,CD,4,0.000000e+00
L1,P,CD,5,0.000000e+00
L1,P,CD,6,0.000000e+00
L1,P,CD,7,0.000000e+00
L1,P,CD,8,0.000000e+00
L1,P,CD,9,0.000000e+00
L1,P,CD,10,-2.135914e-06
L1,P,CD,11,5.945370e-07
L1,P,CD,12,-2.433510e-07
L1,P,CD,13,-7.816000e-07
L1,P,CD,14,-1.213500e-08
L1,P,CD,15,9.348580e-07
L1,P,CD,16,1.237628e-06
L1,P,CD,17,1.096073e-06
L1,P,CD,18,9.086840e-07
L1,P,CD,19,6.992530e-07
L1,P,CD,20,4.851778e-06
L1,P,CD,21,-1.580770e-06
L1,P,CD,22,-2.150725e-06
L1,P,CD,23,-9.309460e-07
L1,P,CD,24,-2.317650e-07
L1,P,CD,25,3.594440e-07
L1,P,CD,26,1.133226e-06
L1,P,CD,27,1.773537e-06
L1,P,CD,28,1.992760e-06
L1,P,CD,29,1.745037e-06
L1,P,CD,30,-3.165469e-06
L1,P,CD,31,-8.046744e-06
L1,P,CD,32,-1.266244e-06
L1,P,CD,33,2.552669e-06
L1,P,CD,34,-8.638440e-07
L1,P,CD,35,-1.512587e-06
L1,P,CD,36,-1.586407e-06
L1,P,CD,37,-1.704541e-06
L1,P,CD,38,-1.184983e-06
L1,P,CD,39,-1.495200e-07
L1,P,CDp,2,0.000000e+00
L1,P,CDp,3,0.000000e+00
L1,P,CDp,4,0.000000e+00
L1,P,CDp,5,0.000000e+00
L1,P,CDp,6,0.000000e+00
L1,P,CDp,7,0.000000e+00
L1,P,CDp,8,0.000000e+00
L1,P,CDp,9,0.000000e+00
L1,P,CDp,10,-2.134628e-06
L1,P,CDp,11,5.943071e-07
L1,P,CDp,12,-2.433104e-07
L1,P,CDp,13,-7.801650e-07
L1,P,CDp,14,-1.273811e-08
L1,P,CDp,15,9.352971e-07
L1,P,CDp,16,1.238275e-06
L1,P,CDp,17,1.096091e-06
L1,P,CDp,18,9.078998e-07
L1,P,CDp,19,7.002652e-07
L1,P,CDp,20,4.848362e-06
L1,P,CDp,21,-1.581813e-06
L1,P,CDp,22,-2.151477e-06
L1,P,CDp,23,-9.310795e-07
L1,P,CDp,24,-2.323095e-07
L1,P,CDp,25,3.603273e-07
L1,P,CDp,26,1.134391e-06
L1,P,CDp,27,1.775389e-06
L1,P,CDp,28,1.995188e-06
L1,P,CDp,29,1.747727e-06
L1,P,CDp,30,-3.136280e-06
L1,P,CDp,31,-8.027658e-06
L1,P,CDp,32,-1.257212e-06
L1,P,CDp,33,2.557286e-06
L1,P,CDp,34,-8.634029e-07
L1,P,CDp,35,-1.515596e-06
L1,P,CDp,36,-1.591134e-06
L1,P,CDp,37,-1.709569e-06
L1,P,CDp,38,-1.190255e-06
L1,P,CDp,39,-1.543378e-07
L1,P,CDv,2,0.000000e+00
L1,P,CDv,3,0.000000e+00
L1,P,CDv,4,0.000000e+00
L1,P,CDv,5,0.000000e+00
L1,P,CDv,6,0.000000e+00
L1,P,CDv,7,0.000000e+00
L1,P,CDv,8,0.000000e+00
L1,P,CDv,9,0.000000e+00
L1,P,CDv,10,-8.978502e-10
L1,P,CDv,11,-6.846102e-10
L1,P,CDv,12,-5.938722e-10
L1,P,CDv,13,-5.038573e-10
L1,P,CDv,14,-4.717606e-10
L1,P,CDv,15,-5.413430e-10
L1,P,CDv,16,-6.360522e-10
L1,P,CDv,17,-5.594729e-10
L1,P,CDv,18,-3.601135e-10
L1,P,CDv,19,-2.294444e-10
L1,P,CDv,20,2.703405e-09
L1,P,CDv,21,1.332374e-09
L1,P,CDv,22,5.388571e-10
L1,P,CDv,23,4.806043e-10
L1,P,CDv,24,3.444537e-10
L1,P,CDv,25,-1.791388e-10
L1,P,CDv,26,-1.091480e-09
L1,P,CDv,27,-2.020275e-09
L1,P,CDv,28,-2.598661e-09
L1,P,CDv,29,-2.461655e-09
L1,P,CDv,30,-2.999852e-08
L1,P,CDv,31,-1.874093e-08
L1,P,CDv,32,-9.640079e-09
L1,P,CDv,33,-4.106329e-09
L1,P,CDv,34,-4.833604e-10
L1,P,CDv,35,2.174185e-09
L1,P,CDv,36,3.985856e-09
L1,P,CDv,37,5.074394e-09
L1,P,CDv,38,5.537860e-09
L1,P,CDv,39,5.683998e-09
L2,GP2,CL,2,0.000000e+00
L2,GP2,CL,3,0.000000e+00
L2,GP2,CL,4,0.000000e+00
L2,GP2,CL,5,0.000000e+00
L2,GP2,CL,6,0.000000e+00
L2,GP2,CL,7,0.000000e+00
L2,GP2,CL,8,0.000000e+00
L2,GP2,CL,9,0.000000e+00
L2,GP2,CL,10,2.999910e-05
L2,GP2,CL,11,3.566670e-05
L2,GP2,CL,12,5.197150e-05
L2,GP2,CL,13,6.722580e-05
L2,GP2,CL,14,7.216480e-05
L2,GP2,CL,15,7.036410e-05
L2,GP2,CL,16,6.364420e-05
L2,GP2,CL,17,4.908230e-05
L2,GP2,CL,18,2.582490e-05
L2,GP2,CL,19,1.182300e-06
L2,GP2,CL,20,-6.804800e-06
L2,GP2,CL,21,-1.396890e-05
L2,GP2,CL,22,-3.329420e-05
L2,GP2,CL,23,-2.111890e-05
L2,GP2,CL,24,2.245510e-05
L2,GP2,CL,25,7.484980e-05
L2,GP2,CL,26,1.165580e-04
L2,GP2,CL,27,1.359172e-04
L2,GP2,CL,28,1.250559e-04
L2,GP2,CL,29,6.032300e-05
L2,GP2,CL,30,1.245437e-04
L2,GP2,CL,31,-7.745380e-05
L2,GP2,CL,32,-2.745124e-04
L2,GP2,CL,33,-3.527424e-04
L2,GP2,CL,34,-3.754944e-04
L2,GP2,CL,35,-3.925666e-04
L2,GP2,CL,36,-3.819007e-04
L2,GP2,CL,37,-3.594754e-04
L2,GP2,CL,38,-3.061765e-04
L2,GP2,CL,39,-2.653719e-04
L2,GP2,CD,2,0.000000e+00
L2,GP2,CD,3,0.000000e+00
L2,GP2,CD,4,0.000000e+00
L2,GP2,CD,5,0.000000e+00
L2,GP2,CD,6,0.000000e+00
L2,GP2,CD,7,0.000000e+00
L2,GP2,CD,8,0.000000e+00
L2,GP2,CD,9,0.000000e+00
L2,GP2,CD,10,1.106585e-05
L2,GP2,CD,11,1.119343e-06
L2,GP2,CD,12,-8.779760e-07
L2,GP2,CD,13,2.388047e-06
L2,GP2,CD,14,5.084045e-06
L2,GP2,CD,15,5.907149e-06
L2,GP2,CD,16,5.206225e-06
L2,GP2,CD,17,2.777938e-06
L2,GP2,CD,18,-9.082940e-07
L2,GP2,CD,19,-4.595209e-06
L2,GP2,CD,20,2.960596e-06
L2,GP2,CD,21,9.306197e-06
L2,GP2,CD,22,6.339072e-06
L2,GP2,CD,23,3.888758e-06
L2,GP2,CD,24,7.831958e-06
L2,GP2,CD,25,1.552556e-05
L2,GP2,CD,26,2.587749e-05
L2,GP2,CD,27,3.633659e-05
L2,GP2,CD,28,4.866097e-05
L2,GP2,CD,29,4.849056e-05
L2,GP2,CD,30,9.876228e-05
L2,GP2,CD,31,9.044405e-05
L2,GP2,CD,32,4.594799e-05
L2,GP2,CD,33,1.548599e-05
L2,GP2,CD,34,8.151640e-06
L2,GP2,CD,35,2.348457e-06
L2,GP2,CD,36,-2.236453e-06
L2,GP2,CD,37,-4.725109e-06
L2,GP2,CD,38,-5.354827e-06
L2,GP2,CD,39,-5.299041e-06
L2,GP2,CDp,2,0.000000e+00
L2,GP2,CDp,3,0.000000e+00
L2,GP2,CDp,4,0.000000e+00
L2,GP2,CDp,5,0.000000e+00
L2,GP2,CDp,6,0.000000e+00
L2,GP2,CDp,7,0.000000e+00
L2,GP2,CDp,8,0.000000e+00
L2,GP2,CDp,9,0.000000e+00
L2,GP2,CDp,10,1.106143e-05
L2,GP2,CDp,11,1.118566e-06
L2,GP2,CDp,12,-8.769426e-07
L2,GP2,CDp,13,2.390417e-06
L2,GP2,CDp,14,5.086405e-06
L2,GP2,CDp,15,5.907871e-06
L2,GP2,CDp,16,5.210915e-06
L2,GP2,CDp,17,2.785371e-06
L2,GP2,CDp,18,-8.961255e-07
L2,GP2,CDp,19,-4.577727e-06
L2,GP2,CDp,20,2.967205e-06
L2,GP2,CDp,21,9.329173e-06
L2,GP2,CDp,22,6.373377e-06
L2,GP2,CDp,23,3.945257e-06
L2,GP2,CDp,24,7.922844e-06
L2,GP2,CDp,25,1.566544e-05
L2,GP2,CDp,26,2.607146e-05
L2,GP2,CDp,27,3.660100e-05
L2,GP2,CDp,28,4.901025e-05
L2,GP2,CDp,29,4.895531e-05
L2,GP2,CDp,30,9.919761e-05
L2,GP2,CDp,31,9.117772e-05
L2,GP2,CDp,32,4.690874e-05
L2,GP2,CDp,33,1.663664e-05
L2,GP2,CDp,34,9.468950e-06
L2,GP2,CDp,35,3.792742e-06
L2,GP2,CDp,36,-6.789486e-07
L2,GP2,CDp,37,-3.086808e-06
L2,GP2,CDp,38,-3.674732e-06
L2,GP2,CDp,39,-3.634351e-06
L2,GP2,CDv,2,0.000000e+00
L2,GP2,CDv,3,0.000000e+00
L2,GP2,CDv,4,0.000000e+00
L2,GP2,CDv,5,0.000000e+00
L2,GP2,CDv,6,0.000000e+00
L2,GP2,CDv,7,0.000000e+00
L2,GP2,CDv,8,0.000000e+00
L2,GP2,CDv,9,0.000000e+00
L2,GP2,CDv,10,3.872711e-09
L2,GP2,CDv,11,3.627035e-10
L2,GP2,CDv,12,-2.242692e-09
L2,GP2,CDv,13,-2.963165e-09
L2,GP2,CDv,14,-2.924591e-09
L2,GP2,CDv,15,-2.993124e-09
L2,GP2,CDv,16,-3.904252e-09
L2,GP2,CDv,17,-7.274592e-09
L2,GP2,CDv,18,-1.291421e-08
L2,GP2,CDv,19,-1.751550e-08
L2,GP2,CDv,20,-7.681429e-09
L2,GP2,CDv,21,-2.326340e-08
L2,GP2,CDv,22,-3.478172e-08
L2,GP2,CDv,23,-5.646920e-08
L2,GP2,CDv,24,-9.168397e-08
L2,GP2,CDv,25,-1.384574e-07
L2,GP2,CDv,26,-1.954141e-07
L2,GP2,CDv,27,-2.641088e-07
L2,GP2,CDv,28,-3.501900e-07
L2,GP2,CDv,29,-4.621821e-07
L2,GP2,CDv,30,-4.394170e-07
L2,GP2,CDv,31,-7.322109e-07
L2,GP2,CDv,32,-9.592032e-07
L2,GP2,CDv,33,-1.152213e-06
L2,GP2,CDv,34,-1.316655e-06
L2,GP2,CDv,35,-1.449842e-06
L2,GP2,CDv,36,-1.558240e-06
L2,GP2,CDv,37,-1.641016e-06
L2,GP2,CDv,38,-1.680729e-06
L2,GP2,CDv,39,-1.665184e-06
L2,NN2,CL,2,0.000000e+00
L2,NN2,CL,3,0.000000e+00
L2,NN2,CL,4,0.000000e+00
L2,NN2,CL,5,0.000000e+00
L2,NN2,CL,6,0.000000e+00
L2,NN2,CL,7,0.000000e+00
L2,NN2,CL,8,0.000000e+00
L2,NN2,CL,9,0.000000e+00
L2,NN2,CL,10,3.065220e-05
L2,NN2,CL,11,4.239100e-05
L2,NN2,CL,12,5.633380e-05
L2,NN2,CL,13,6.760060e-05
L2,NN2,CL,14,7.147030e-05
L2,NN2,CL,15,7.067540e-05
L2,NN2,CL,16,6.365320e-05
L2,NN2,CL,17,4.621290e-05
L2,NN2,CL,18,1.968380e-05
L2,NN2,CL,19,-5.559500e-06
L2,NN2,CL,20,-8.554000e-06
L2,NN2,CL,21,-9.895100e-06
L2,NN2,CL,22,-2.787030e-05
L2,NN2,CL,23,-1.820510e-05
L2,NN2,CL,24,2.133200e-05
L2,NN2,CL,25,7.238000e-05
L2,NN2,CL,26,1.178794e-04
L2,NN2,CL,27,1.455555e-04
L2,NN2,CL,28,1.498554e-04
L2,NN2,CL,29,1.070095e-04
L2,NN2,CL,30,2.694511e-04
L2,NN2,CL,31,5.539240e-05
L2,NN2,CL,32,-1.851792e-04
L2,NN2,CL,33,-3.171284e-04
L2,NN2,CL,34,-3.885728e-04
L2,NN2,CL,35,-4.382850e-04
L2,NN2,CL,36,-4.392792e-04
L2,NN2,CL,37,-4.122770e-04
L2,NN2,CL,38,-3.478912e-04
L2,NN2,CL,39,-2.965611e-04
L2,NN2,CD,2,0.000000e+00
L2,NN2,CD,3,0.000000e+00
L2,NN2,CD,4,0.000000e+00
L2,NN2,CD,5,0.000000e+00
L2,NN2,CD,6,0.000000e+00
L2,NN2,CD,7,0.000000e+00
L2,NN2,CD,8,0.000000e+00
L2,NN2,CD,9,0.000000e+00
L2,NN2,CD,10,9.405245e-06
L2,NN2,CD,11,1.667045e-06
L2,NN2,CD,12,-1.074159e-06
L2,NN2,CD,13,1.712775e-06
L2,NN2,CD,14,5.220821e-06
L2,NN2,CD,15,6.936726e-06
L2,NN2,CD,16,6.363861e-06
L2,NN2,CD,17,3.579585e-06
L2,NN2,CD,18,-3.782890e-07
L2,NN2,CD,19,-4.136432e-06
L2,NN2,CD,20,6.461289e-06
L2,NN2,CD,21,8.552456e-06
L2,NN2,CD,22,5.021712e-06
L2,NN2,CD,23,3.219937e-06
L2,NN2,CD,24,7.963464e-06
L2,NN2,CD,25,1.634606e-05
L2,NN2,CD,26,2.745319e-05
L2,NN2,CD,27,3.854933e-05
L2,NN2,CD,28,5.264183e-05
L2,NN2,CD,29,5.710269e-05
L2,NN2,CD,30,1.244473e-04
L2,NN2,CD,31,1.020764e-04
L2,NN2,CD,32,6.077173e-05
L2,NN2,CD,33,3.048456e-05
L2,NN2,CD,34,1.977685e-05
L2,NN2,CD,35,1.016100e-05
L2,NN2,CD,36,2.010725e-06
L2,NN2,CD,37,-2.501750e-06
L2,NN2,CD,38,-3.395183e-06
L2,NN2,CD,39,-2.738091e-06
L2,NN2,CDp,2,0.000000e+00
L2,NN2,CDp,3,0.000000e+00
L2,NN2,CDp,4,0.000000e+00
L2,NN2,CDp,5,0.000000e+00
L2,NN2,CDp,6,0.000000e+00
L2,NN2,CDp,7,0.000000e+00
L2,NN2,CDp,8,0.000000e+00
L2,NN2,CDp,9,0.000000e+00
L2,NN2,CDp,10,9.402034e-06
L2,NN2,CDp,11,1.667473e-06
L2,NN2,CDp,12,-1.071949e-06
L2,NN2,CDp,13,1.716085e-06
L2,NN2,CDp,14,5.223777e-06
L2,NN2,CDp,15,6.939137e-06
L2,NN2,CDp,16,6.368190e-06
L2,NN2,CDp,17,3.586579e-06
L2,NN2,CDp,18,-3.663753e-07
L2,NN2,CDp,19,-4.119299e-06
L2,NN2,CDp,20,6.465348e-06
L2,NN2,CDp,21,8.575668e-06
L2,NN2,CDp,22,5.057493e-06
L2,NN2,CDp,23,3.279380e-06
L2,NN2,CDp,24,8.058305e-06
L2,NN2,CDp,25,1.648914e-05
L2,NN2,CDp,26,2.765576e-05
L2,NN2,CDp,27,3.882687e-05
L2,NN2,CDp,28,5.300991e-05
L2,NN2,CDp,29,5.758749e-05
L2,NN2,CDp,30,1.249252e-04
L2,NN2,CDp,31,1.028135e-04
L2,NN2,CDp,32,6.170646e-05
L2,NN2,CDp,33,3.158613e-05
L2,NN2,CDp,34,2.103140e-05
L2,NN2,CDp,35,1.154409e-05
L2,NN2,CDp,36,3.511068e-06
L2,NN2,CDp,37,-9.136109e-07
L2,NN2,CDp,38,-1.762080e-06
L2,NN2,CDp,39,-1.113463e-06
L2,NN2,CDv,2,0.000000e+00
L2,NN2,CDv,3,0.000000e+00
L2,NN2,CDv,4,0.000000e+00
L2,NN2,CDv,5,0.000000e+00
L2,NN2,CDv,6,0.000000e+00
L2,NN2,CDv,7,0.000000e+00
L2,NN2,CDv,8,0.000000e+00
L2,NN2,CDv,9,0.000000e+00
L2,NN2,CDv,10,2.699685e-09
L2,NN2,CDv,11,-4.865274e-10
L2,NN2,CDv,12,-3.141300e-09
L2,NN2,CDv,13,-3.878024e-09
L2,NN2,CDv,14,-3.849041e-09
L2,NN2,CDv,15,-4.002473e-09
L2,NN2,CDv,16,-4.829813e-09
L2,NN2,CDv,17,-7.846854e-09
L2,NN2,CDv,18,-1.299188e-08
L2,NN2,CDv,19,-1.750078e-08
L2,NN2,CDv,20,-4.564313e-09
L2,NN2,CDv,21,-2.338714e-08
L2,NN2,CDv,22,-3.618297e-08
L2,NN2,CDv,23,-5.857463e-08
L2,NN2,CDv,24,-9.490755e-08
L2,NN2,CDv,25,-1.436001e-07
L2,NN2,CDv,26,-2.037555e-07
L2,NN2,CDv,27,-2.777032e-07
L2,NN2,CDv,28,-3.685850e-07
L2,NN2,CDv,29,-4.825470e-07
L2,NN2,CDv,30,-4.808747e-07
L2,NN2,CDv,31,-7.349700e-07
L2,NN2,CDv,32,-9.342772e-07
L2,NN2,CDv,33,-1.103774e-06
L2,NN2,CDv,34,-1.255025e-06
L2,NN2,CDv,35,-1.388321e-06
L2,NN2,CDv,36,-1.502694e-06
L2,NN2,CDv,37,-1.590989e-06
L2,NN2,CDv,38,-1.635070e-06
L2,NN2,CDv,39,-1.623699e-06
L2,P,CL,2,0.000000e+00
L2,P,CL,3,0.000000e+00
L2,P,CL,4,0.000000e+00
L2,P,CL,5,0.000000e+00
L2,P,CL,6,0.000000e+00
L2,P,CL,7,0.000000e+00
L2,P,CL,8,0.000000e+00
L2,P,CL,9,0.000000e+00
L2,P,CL,10,6.531000e-07
L2,P,CL,11,6.724300e-06
L2,P,CL,12,4.362300e-06
L2,P,CL,13,3.748000e-07
L2,P,CL,14,-6.945000e-07
L2,P,CL,15,3.113000e-07
L2,P,CL,16,9.000000e-09
L2,P,CL,17,-2.869400e-06
L2,P,CL,18,-6.141100e-06
L2,P,CL,19,-6.741800e-06
L2,P,CL,20,-1.749200e-06
L2,P,CL,21,4.073800e-06
L2,P,CL,22,5.423900e-06
L2,P,CL,23,2.913800e-06
L2,P,CL,24,-1.123100e-06
L2,P,CL,25,-2.469800e-06
L2,P,CL,26,1.321400e-06
L2,P,CL,27,9.638300e-06
L2,P,CL,28,2.479950e-05
L2,P,CL,29,4.668650e-05
L2,P,CL,30,1.449074e-04
L2,P,CL,31,1.328462e-04
L2,P,CL,32,8.933320e-05
L2,P,CL,33,3.561400e-05
L2,P,CL,34,-1.307840e-05
L2,P,CL,35,-4.571840e-05
L2,P,CL,36,-5.737850e-05
L2,P,CL,37,-5.280160e-05
L2,P,CL,38,-4.171470e-05
L2,P,CL,39,-3.118920e-05
L2,P,CD,2,0.000000e+00
L2,P,CD,3,0.000000e+00
L2,P,CD,4,0.000000e+00
L2,P,CD,5,0.000000e+00
L2,P,CD,6,0.000000e+00
L2,P,CD,7,0.000000e+00
L2,P,CD,8,0.000000e+00
L2,P,CD,9,0.000000e+00
L2,P,CD,10,-1.660601e-06
L2,P,CD,11,5.477020e-07
L2,P,CD,12,-1.961830e-07
L2,P,CD,13,-6.752720e-07
L2,P,CD,14,1.367760e-07
L2,P,CD,15,1.029577e-06
L2,P,CD,16,1.157636e-06
L2,P,CD,17,8.016470e-07
L2,P,CD,18,5.300050e-07
L2,P,CD,19,4.587770e-07
L2,P,CD,20,3.500693e-06
L2,P,CD,21,-7.537410e-07
L2,P,CD,22,-1.317360e-06
L2,P,CD,23,-6.688210e-07
L2,P,CD,24,1.315060e-07
L2,P,CD,25,8.205020e-07
L2,P,CD,26,1.575701e-06
L2,P,CD,27,2.212739e-06
L2,P,CD,28,3.980859e-06
L2,P,CD,29,8.612137e-06
L2,P,CD,30,2.568504e-05
L2,P,CD,31,1.163230e-05
L2,P,CD,32,1.482374e-05
L2,P,CD,33,1.499857e-05
L2,P,CD,34,1.162521e-05
L2,P,CD,35,7.812547e-06
L2,P,CD,36,4.247178e-06
L2,P,CD,37,2.223359e-06
L2,P,CD,38,1.959644e-06
L2,P,CD,39,2.560950e-06
L2,P,CDp,2,0.000000e+00
L2,P,CDp,3,0.000000e+00
L2,P,CDp,4,0.000000e+00
L2,P,CDp,5,0.000000e+00
L2,P,CDp,6,0.000000e+00
L2,P,CDp,7,0.000000e+00
L2,P,CDp,8,0.000000e+00
L2,P,CDp,9,0.000000e+00
L2,P,CDp,10,-1.659397e-06
L2,P,CDp,11,5.489069e-07
L2,P,CDp,12,-1.950059e-07
L2,P,CDp,13,-6.743323e-07
L2,P,CDp,14,1.373718e-07
L2,P,CDp,15,1.031266e-06
L2,P,CDp,16,1.157275e-06
L2,P,CDp,17,8.012081e-07
L2,P,CDp,18,5.297501e-07
L2,P,CDp,19,4.584281e-07
L2,P,CDp,20,3.498143e-06
L2,P,CDp,21,-7.535044e-07
L2,P,CDp,22,-1.315884e-06
L2,P,CDp,23,-6.658768e-07
L2,P,CDp,24,1.354613e-07
L2,P,CDp,25,8.237030e-07
L2,P,CDp,26,1.584303e-06
L2,P,CDp,27,2.225869e-06
L2,P,CDp,28,3.999658e-06
L2,P,CDp,29,8.632177e-06
L2,P,CDp,30,2.572758e-05
L2,P,CDp,31,1.163575e-05
L2,P,CDp,32,1.479773e-05
L2,P,CDp,33,1.494950e-05
L2,P,CDp,34,1.156245e-05
L2,P,CDp,35,7.751348e-06
L2,P,CDp,36,4.190017e-06
L2,P,CDp,37,2.173197e-06
L2,P,CDp,38,1.912653e-06
L2,P,CDp,39,2.520887e-06
L2,P,CDv,2,0.000000e+00
L2,P,CDv,3,0.000000e+00
L2,P,CDv,4,0.000000e+00
L2,P,CDv,5,0.000000e+00
L2,P,CDv,6,0.000000e+00
L2,P,CDv,7,0.000000e+00
L2,P,CDv,8,0.000000e+00
L2,P,CDv,9,0.000000e+00
L2,P,CDv,10,-1.173026e-09
L2,P,CDv,11,-8.492308e-10
L2,P,CDv,12,-8.986073e-10
L2,P,CDv,13,-9.148589e-10
L2,P,CDv,14,-9.244503e-10
L2,P,CDv,15,-1.009349e-09
L2,P,CDv,16,-9.255613e-10
L2,P,CDv,17,-5.722615e-10
L2,P,CDv,18,-7.766886e-11
L2,P,CDv,19,1.471865e-11
L2,P,CDv,20,3.117116e-09
L2,P,CDv,21,-1.237430e-10
L2,P,CDv,22,-1.401251e-09
L2,P,CDv,23,-2.105436e-09
L2,P,CDv,24,-3.223575e-09
L2,P,CDv,25,-5.142666e-09
L2,P,CDv,26,-8.341405e-09
L2,P,CDv,27,-1.359439e-08
L2,P,CDv,28,-1.839496e-08
L2,P,CDv,29,-2.036497e-08
L2,P,CDv,30,-4.145774e-08
L2,P,CDv,31,-2.759140e-09
L2,P,CDv,32,2.492606e-08
L2,P,CDv,33,4.843958e-08
L2,P,CDv,34,6.163041e-08
L2,P,CDv,35,6.152122e-08
L2,P,CDv,36,5.554609e-08
L2,P,CDv,37,5.002746e-08
L2,P,CDv,38,4.565975e-08
L2,P,CDv,39,4.148576e-08
