case,model,step,which,field,src_integral,tgt_integral,rel_defect_(tgt-src)/src,src_change_since_prev_event
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,139,state,Turb_Kin_Energy,1.765420673187e-03,1.765420701805e-03,1.621e-08,4.918e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,139,state,Omega,1.174433590478e+04,1.174433590646e+04,1.426e-10,1.564e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,148,bdf2_level,Density,3.136275210392e+04,3.136275210392e+04,-1.268e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,148,bdf2_level,Momentum_x,3.119893582747e+03,3.119893582754e+03,2.247e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,148,bdf2_level,Momentum_y,3.275979959773e+02,3.275979959772e+02,-1.881e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,148,bdf2_level,Energy,5.616224493368e+04,5.616224493367e+04,-1.831e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,148,bdf2_level,Turb_Kin_Energy,1.765420347114e-03,1.765420358307e-03,6.340e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,148,bdf2_level,Omega,1.174433604121e+04,1.174433603504e+04,-5.253e-10,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,149,state,Density,3.136275210392e+04,3.136275210392e+04,-1.288e-13,7.482e-13
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,149,state,Momentum_x,3.119893582613e+03,3.119893582624e+03,3.459e-12,-4.152e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,149,state,Momentum_y,3.275979957523e+02,3.275979957527e+02,1.325e-12,3.955e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,149,state,Energy,5.616224493369e+04,5.616224493368e+04,-1.816e-13,7.589e-13
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,149,state,Turb_Kin_Energy,1.765420320805e-03,1.765420333262e-03,7.056e-09,-1.996e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,149,state,Omega,1.174433603982e+04,1.174433603375e+04,-5.175e-10,1.150e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,158,bdf2_level,Density,3.136275210396e+04,3.136275210396e+04,-2.656e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,158,bdf2_level,Momentum_x,3.119893581560e+03,3.119893581539e+03,-6.450e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,158,bdf2_level,Momentum_y,3.275979976224e+02,3.275979976249e+02,7.421e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,158,bdf2_level,Energy,5.616224493378e+04,5.616224493376e+04,-3.305e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,158,bdf2_level,Turb_Kin_Energy,1.765420167775e-03,1.765420225943e-03,3.295e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,158,bdf2_level,Omega,1.174433691370e+04,1.174433693890e+04,2.145e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,159,state,Density,3.136275210397e+04,3.136275210396e+04,-2.682e-13,1.415e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,159,state,Momentum_x,3.119893581428e+03,3.119893581410e+03,-5.967e-12,-3.798e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,159,state,Momentum_y,3.275979979366e+02,3.275979979392e+02,8.088e-12,6.668e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,159,state,Energy,5.616224493378e+04,5.616224493377e+04,-3.349e-13,1.626e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,159,state,Turb_Kin_Energy,1.765420034547e-03,1.765420091228e-03,3.211e-08,-1.621e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,159,state,Omega,1.174433695130e+04,1.174433697615e+04,2.115e-09,7.761e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,168,bdf2_level,Density,3.136275210398e+04,3.136275210398e+04,-1.351e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,168,bdf2_level,Momentum_x,3.119893580356e+03,3.119893580352e+03,-1.114e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,168,bdf2_level,Momentum_y,3.275980019849e+02,3.275980019880e+02,9.400e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,168,bdf2_level,Energy,5.616224493380e+04,5.616224493379e+04,-1.670e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,168,bdf2_level,Turb_Kin_Energy,1.765418520478e-03,1.765418593512e-03,4.137e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,168,bdf2_level,Omega,1.174433651864e+04,1.174433653171e+04,1.113e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,169,state,Density,3.136275210398e+04,3.136275210398e+04,-1.271e-13,3.996e-13
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,169,state,Momentum_x,3.119893580257e+03,3.119893580254e+03,-8.498e-13,-3.754e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,169,state,Momentum_y,3.275980023255e+02,3.275980023290e+02,1.055e-11,1.340e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,169,state,Energy,5.616224493380e+04,5.616224493379e+04,-1.634e-13,2.132e-13
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,169,state,Turb_Kin_Energy,1.765418200626e-03,1.765418275386e-03,4.235e-08,-1.039e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,169,state,Omega,1.174433649240e+04,1.174433650571e+04,1.134e-09,-3.907e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,178,bdf2_level,Density,3.136275210392e+04,3.136275210391e+04,-4.179e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,178,bdf2_level,Momentum_x,3.119893579369e+03,3.119893579391e+03,7.094e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,178,bdf2_level,Momentum_y,3.275980026929e+02,3.275980026942e+02,3.812e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,178,bdf2_level,Energy,5.616224493363e+04,5.616224493360e+04,-5.062e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,178,bdf2_level,Turb_Kin_Energy,1.765418515275e-03,1.765418505618e-03,-5.470e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,178,bdf2_level,Omega,1.174433695599e+04,1.174433695458e+04,-1.200e-10,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,179,state,Density,3.136275210391e+04,3.136275210390e+04,-4.193e-13,-2.248e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,179,state,Momentum_x,3.119893579243e+03,3.119893579264e+03,6.705e-12,-3.249e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,179,state,Momentum_y,3.275980027618e+02,3.275980027629e+02,3.278e-12,1.332e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,179,state,Energy,5.616224493359e+04,5.616224493357e+04,-5.058e-13,-3.609e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,179,state,Turb_Kin_Energy,1.765418954910e-03,1.765418945640e-03,-5.251e-09,4.273e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,179,state,Omega,1.174433704616e+04,1.174433704484e+04,-1.123e-10,4.715e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,188,bdf2_level,Density,3.136275210373e+04,3.136275210372e+04,-3.082e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,188,bdf2_level,Momentum_x,3.119893577983e+03,3.119893578001e+03,5.833e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,188,bdf2_level,Momentum_y,3.275980025924e+02,3.275980026030e+02,3.247e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,188,bdf2_level,Energy,5.616224493311e+04,5.616224493309e+04,-4.065e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,188,bdf2_level,Turb_Kin_Energy,1.765420205982e-03,1.765420149871e-03,-3.178e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,188,bdf2_level,Omega,1.174433749625e+04,1.174433749131e+04,-4.211e-10,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,189,state,Density,3.136275210371e+04,3.136275210370e+04,-3.074e-13,-6.479e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,189,state,Momentum_x,3.119893577835e+03,3.119893577852e+03,5.324e-12,-4.513e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,189,state,Momentum_y,3.275980025299e+02,3.275980025405e+02,3.223e-11,-7.079e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,189,state,Energy,5.616224493305e+04,5.616224493303e+04,-4.128e-13,-9.708e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,189,state,Turb_Kin_Energy,1.765420114538e-03,1.765420061908e-03,-2.981e-08,6.569e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,189,state,Omega,1.174433751402e+04,1.174433750957e+04,-3.792e-10,3.984e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,198,bdf2_level,Density,3.136275210344e+04,3.136275210343e+04,-4.450e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,198,bdf2_level,Momentum_x,3.119893576539e+03,3.119893576531e+03,-2.641e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,198,bdf2_level,Momentum_y,3.275980052409e+02,3.275980052346e+02,-1.927e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,198,bdf2_level,Energy,5.616224493234e+04,5.616224493230e+04,-5.502e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,198,bdf2_level,Turb_Kin_Energy,1.765416944585e-03,1.765416986636e-03,2.382e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,198,bdf2_level,Omega,1.174433719495e+04,1.174433719888e+04,3.354e-10,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,199,state,Density,3.136275210341e+04,3.136275210340e+04,-4.538e-13,-9.499e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,199,state,Momentum_x,3.119893576367e+03,3.119893576351e+03,-5.289e-12,-4.705e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,199,state,Momentum_y,3.275980054903e+02,3.275980054844e+02,-1.817e-11,9.037e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,199,state,Energy,5.616224493225e+04,5.616224493222e+04,-5.678e-13,-1.421e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,199,state,Turb_Kin_Energy,1.765416625078e-03,1.765416667629e-03,2.410e-08,-1.977e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,199,state,Omega,1.174433717187e+04,1.174433717586e+04,3.400e-10,-2.913e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,208,bdf2_level,Density,3.136275210311e+04,3.136275210310e+04,-4.041e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,208,bdf2_level,Momentum_x,3.119893574431e+03,3.119893574341e+03,-2.888e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,208,bdf2_level,Momentum_y,3.275980066383e+02,3.275980066598e+02,6.560e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,208,bdf2_level,Energy,5.616224493146e+04,5.616224493143e+04,-6.745e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,208,bdf2_level,Turb_Kin_Energy,1.765417419066e-03,1.765417460959e-03,2.373e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,208,bdf2_level,Omega,1.174433936647e+04,1.174433937270e+04,5.306e-10,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,209,state,Density,3.136275210308e+04,3.136275210307e+04,-3.504e-13,-1.039e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,209,state,Momentum_x,3.119893574228e+03,3.119893574211e+03,-5.599e-12,-6.857e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,209,state,Momentum_y,3.275980069417e+02,3.275980069582e+02,5.043e-11,4.430e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,209,state,Energy,5.616224493138e+04,5.616224493136e+04,-4.621e-13,-1.542e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,209,state,Turb_Kin_Energy,1.765417567275e-03,1.765417606520e-03,2.223e-08,5.337e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,209,state,Omega,1.174433932479e+04,1.174433933083e+04,5.147e-10,1.833e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,218,bdf2_level,Density,3.136275210285e+04,3.136275210285e+04,-1.689e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,218,bdf2_level,Momentum_x,3.119893572742e+03,3.119893572724e+03,-5.851e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,218,bdf2_level,Momentum_y,3.275980088482e+02,3.275980088489e+02,1.900e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,218,bdf2_level,Energy,5.616224493077e+04,5.616224493076e+04,-2.158e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,218,bdf2_level,Turb_Kin_Energy,1.765419986876e-03,1.765420052445e-03,3.714e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,218,bdf2_level,Omega,1.174433814432e+04,1.174433814420e+04,-1.018e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,219,state,Density,3.136275210283e+04,3.136275210283e+04,-1.636e-13,-8.007e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,219,state,Momentum_x,3.119893572543e+03,3.119893572526e+03,-5.242e-12,-5.402e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,219,state,Momentum_y,3.275980088758e+02,3.275980088754e+02,-1.128e-12,5.904e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,219,state,Energy,5.616224493072e+04,5.616224493071e+04,-2.083e-13,-1.184e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,219,state,Turb_Kin_Energy,1.765419601818e-03,1.765419665186e-03,3.589e-08,1.152e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,219,state,Omega,1.174433805662e+04,1.174433805596e+04,-5.687e-11,-1.080e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,228,bdf2_level,Density,3.136275210274e+04,3.136275210273e+04,-2.291e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,228,bdf2_level,Momentum_x,3.119893570959e+03,3.119893570966e+03,2.212e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,228,bdf2_level,Momentum_y,3.275980147139e+02,3.275980147216e+02,2.350e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,228,bdf2_level,Energy,5.616224493046e+04,5.616224493045e+04,-2.945e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,228,bdf2_level,Turb_Kin_Energy,1.765414045879e-03,1.765414038771e-03,-4.026e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,228,bdf2_level,Omega,1.174433770852e+04,1.174433770903e+04,4.389e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,229,state,Density,3.136275210274e+04,3.136275210273e+04,-2.242e-13,-2.943e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,229,state,Momentum_x,3.119893570816e+03,3.119893570825e+03,2.883e-12,-5.534e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,229,state,Momentum_y,3.275980147966e+02,3.275980148045e+02,2.413e-11,1.807e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,229,state,Energy,5.616224493046e+04,5.616224493045e+04,-2.775e-13,-4.592e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,229,state,Turb_Kin_Energy,1.765413073586e-03,1.765413068981e-03,-2.609e-09,-3.698e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,229,state,Omega,1.174433765447e+04,1.174433765524e+04,6.485e-11,-3.424e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,238,bdf2_level,Density,3.136275210283e+04,3.136275210282e+04,-2.720e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,238,bdf2_level,Momentum_x,3.119893569846e+03,3.119893569826e+03,-6.646e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,238,bdf2_level,Momentum_y,3.275980111470e+02,3.275980111644e+02,5.304e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,238,bdf2_level,Energy,5.616224493068e+04,5.616224493066e+04,-4.026e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,238,bdf2_level,Turb_Kin_Energy,1.765410787498e-03,1.765410823157e-03,2.020e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,238,bdf2_level,Omega,1.174433780973e+04,1.174433780954e+04,-1.602e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,239,state,Density,3.136275210285e+04,3.136275210284e+04,-2.719e-13,3.493e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,239,state,Momentum_x,3.119893569759e+03,3.119893569739e+03,-6.455e-12,-3.389e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,239,state,Momentum_y,3.275980114693e+02,3.275980114865e+02,5.272e-11,-1.016e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,239,state,Energy,5.616224493074e+04,5.616224493071e+04,-3.918e-13,4.870e-12
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,239,state,Turb_Kin_Energy,1.765411282612e-03,1.765411318371e-03,2.026e-08,-1.014e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,239,state,Omega,1.174433790326e+04,1.174433790306e+04,-1.700e-11,2.118e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,248,bdf2_level,Density,3.136275210315e+04,3.136275210314e+04,-2.036e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,248,bdf2_level,Momentum_x,3.119893568787e+03,3.119893568806e+03,6.137e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,248,bdf2_level,Momentum_y,3.275980160100e+02,3.275980160060e+02,-1.220e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,248,bdf2_level,Energy,5.616224493150e+04,5.616224493148e+04,-2.119e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,248,bdf2_level,Turb_Kin_Energy,1.765411949474e-03,1.765412011258e-03,3.500e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,248,bdf2_level,Omega,1.174433801745e+04,1.174433804039e+04,1.953e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,249,state,Density,3.136275210320e+04,3.136275210319e+04,-1.904e-13,1.102e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,249,state,Momentum_x,3.119893568664e+03,3.119893568682e+03,5.532e-12,-3.508e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,249,state,Momentum_y,3.275980166019e+02,3.275980165978e+02,-1.257e-11,1.567e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,249,state,Energy,5.616224493162e+04,5.616224493161e+04,-1.902e-13,1.568e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,249,state,Turb_Kin_Energy,1.765411764595e-03,1.765411826267e-03,3.493e-08,2.730e-07
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,249,state,Omega,1.174433800698e+04,1.174433802994e+04,1.955e-09,8.831e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,258,bdf2_level,Density,3.136275210373e+04,3.136275210372e+04,-2.569e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,258,bdf2_level,Momentum_x,3.119893568028e+03,3.119893568043e+03,4.872e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,258,bdf2_level,Momentum_y,3.275980219847e+02,3.275980219799e+02,-1.478e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,258,bdf2_level,Energy,5.616224493298e+04,5.616224493297e+04,-2.938e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,258,bdf2_level,Turb_Kin_Energy,1.765410447295e-03,1.765410517866e-03,3.997e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,258,bdf2_level,Omega,1.174433786149e+04,1.174433787414e+04,1.077e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,259,state,Density,3.136275210380e+04,3.136275210379e+04,-2.625e-13,1.930e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,259,state,Momentum_x,3.119893567944e+03,3.119893567948e+03,1.455e-12,-2.309e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,259,state,Momentum_y,3.275980224906e+02,3.275980224871e+02,-1.063e-11,1.798e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,259,state,Energy,5.616224493317e+04,5.616224493315e+04,-3.055e-13,2.769e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,259,state,Turb_Kin_Energy,1.765409953357e-03,1.765410022847e-03,3.936e-08,-1.026e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,259,state,Omega,1.174433781272e+04,1.174433782519e+04,1.062e-09,-1.654e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,268,bdf2_level,Density,3.136275210455e+04,3.136275210454e+04,-2.899e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,268,bdf2_level,Momentum_x,3.119893567078e+03,3.119893567082e+03,1.234e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,268,bdf2_level,Momentum_y,3.275980260557e+02,3.275980260555e+02,-8.020e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,268,bdf2_level,Energy,5.616224493511e+04,5.616224493509e+04,-3.205e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,268,bdf2_level,Turb_Kin_Energy,1.765405496200e-03,1.765405566074e-03,3.958e-08,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,268,bdf2_level,Omega,1.174433780265e+04,1.174433781116e+04,7.249e-10,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,269,state,Density,3.136275210465e+04,3.136275210464e+04,-2.706e-13,2.704e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,269,state,Momentum_x,3.119893566999e+03,3.119893567005e+03,1.875e-12,-3.029e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,269,state,Momentum_y,3.275980258429e+02,3.275980258424e+02,-1.473e-12,1.023e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,269,state,Energy,5.616224493536e+04,5.616224493534e+04,-3.003e-13,3.890e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,269,state,Turb_Kin_Energy,1.765405161364e-03,1.765405231315e-03,3.962e-08,-2.714e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,269,state,Omega,1.174433782010e+04,1.174433782864e+04,7.273e-10,6.283e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,278,bdf2_level,Density,3.136275210557e+04,3.136275210557e+04,-1.359e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,278,bdf2_level,Momentum_x,3.119893566651e+03,3.119893566667e+03,5.202e-12,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,278,bdf2_level,Momentum_y,3.275980258177e+02,3.275980258429e+02,7.710e-11,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,278,bdf2_level,Energy,5.616224493774e+04,5.616224493773e+04,-1.753e-13,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,278,bdf2_level,Turb_Kin_Energy,1.765403620408e-03,1.765403605689e-03,-8.337e-09,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,278,bdf2_level,Omega,1.174433755746e+04,1.174433756448e+04,5.977e-10,
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,279,state,Density,3.136275210568e+04,3.136275210568e+04,-1.434e-13,3.298e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,279,state,Momentum_x,3.119893566627e+03,3.119893566644e+03,5.183e-12,-1.190e-10
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,279,state,Momentum_y,3.275980262128e+02,3.275980262383e+02,7.775e-11,1.129e-09
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,279,state,Energy,5.616224493803e+04,5.616224493802e+04,-1.806e-13,4.757e-11
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,279,state,Turb_Kin_Energy,1.765403363494e-03,1.765403350220e-03,-7.519e-09,-1.018e-06
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,279,state,Omega,1.174433753872e+04,1.174433754572e+04,5.968e-10,-2.396e-08
RANS_SST_WD_0.01-20_ConsGalerkinProj_Drift_Second,SST,288,bdf2_level,Density,3.136275210670e+04,3.136275210669e+04,-2.392e-13,
