case,model,step,which,field,src_integral,tgt_integral,rel_defect_(tgt-src)/src,src_change_since_prev_event
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,138,bdf2_level,Momentum_y,3.275320719595e+02,3.275320701144e+02,-5.633e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,138,bdf2_level,Energy,5.616358236887e+04,5.616358236971e+04,1.501e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,138,bdf2_level,Nu_Tilde,1.588963655718e-03,1.588962553373e-03,-6.938e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,139,state,Density,3.136378599593e+04,3.136378599631e+04,1.208e-11,-1.370e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,139,state,Momentum_x,3.119235047779e+03,3.119235046403e+03,-4.412e-10,-6.113e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,139,state,Momentum_y,3.275320717401e+02,3.275320698805e+02,-5.677e-09,-1.727e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,139,state,Energy,5.616358236887e+04,5.616358236964e+04,1.359e-11,-2.366e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,139,state,Nu_Tilde,1.588963599711e-03,1.588962478636e-03,-7.055e-07,4.410e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,148,bdf2_level,Density,3.136378599632e+04,3.136378599586e+04,-1.478e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,148,bdf2_level,Momentum_x,3.119235045696e+03,3.119235041811e+03,-1.246e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,148,bdf2_level,Momentum_y,3.275320671024e+02,3.275320656552e+02,-4.419e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,148,bdf2_level,Energy,5.616358236967e+04,5.616358236924e+04,-7.657e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,148,bdf2_level,Nu_Tilde,1.588962100702e-03,1.588963217947e-03,7.031e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,149,state,Density,3.136378599633e+04,3.136378599585e+04,-1.521e-11,1.257e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,149,state,Momentum_x,3.119235045619e+03,3.119235041714e+03,-1.252e-09,-6.925e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,149,state,Momentum_y,3.275320668308e+02,3.275320653948e+02,-4.384e-09,-1.499e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,149,state,Energy,5.616358236968e+04,5.616358236920e+04,-8.462e-12,1.433e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,149,state,Nu_Tilde,1.588962080789e-03,1.588963216277e-03,7.146e-07,-9.559e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,158,bdf2_level,Density,3.136378599588e+04,3.136378599590e+04,5.975e-13,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,158,bdf2_level,Momentum_x,3.119235041032e+03,3.119235037769e+03,-1.046e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,158,bdf2_level,Momentum_y,3.275320636509e+02,3.275320617186e+02,-5.900e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,158,bdf2_level,Energy,5.616358236928e+04,5.616358236915e+04,-2.299e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,158,bdf2_level,Nu_Tilde,1.588962876683e-03,1.588963282281e-03,2.553e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,159,state,Density,3.136378599589e+04,3.136378599595e+04,1.920e-12,-1.400e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,159,state,Momentum_x,3.119235040947e+03,3.119235037679e+03,-1.048e-09,-1.498e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,159,state,Momentum_y,3.275320635058e+02,3.275320615997e+02,-5.819e-09,-1.015e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,159,state,Energy,5.616358236929e+04,5.616358236927e+04,-3.814e-13,-6.848e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,159,state,Nu_Tilde,1.588962805461e-03,1.588963188286e-03,2.409e-07,4.561e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,168,bdf2_level,Density,3.136378599598e+04,3.136378599382e+04,-6.881e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,168,bdf2_level,Momentum_x,3.119235036975e+03,3.119235027708e+03,-2.971e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,168,bdf2_level,Momentum_y,3.275320605555e+02,3.275320620654e+02,4.610e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,168,bdf2_level,Energy,5.616358236936e+04,5.616358236652e+04,-5.056e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,168,bdf2_level,Nu_Tilde,1.588962994001e-03,1.588965093586e-03,1.321e-06,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,169,state,Density,3.136378599598e+04,3.136378599384e+04,-6.825e-11,2.947e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,169,state,Momentum_x,3.119235036908e+03,3.119235027641e+03,-2.971e-09,-1.295e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,169,state,Momentum_y,3.275320605695e+02,3.275320620722e+02,4.588e-09,-8.965e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,169,state,Energy,5.616358236935e+04,5.616358236656e+04,-4.973e-11,1.075e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,169,state,Nu_Tilde,1.588963008732e-03,1.588965085899e-03,1.307e-06,1.279e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,178,bdf2_level,Density,3.136378599376e+04,3.136378599396e+04,6.198e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,178,bdf2_level,Momentum_x,3.119235027043e+03,3.119235034308e+03,2.329e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,178,bdf2_level,Momentum_y,3.275320617769e+02,3.275320637221e+02,5.939e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,178,bdf2_level,Energy,5.616358236636e+04,5.616358236621e+04,-2.730e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,178,bdf2_level,Nu_Tilde,1.588964709073e-03,1.588964867770e-03,9.987e-08,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,179,state,Density,3.136378599374e+04,3.136378599394e+04,6.255e-12,-7.130e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,179,state,Momentum_x,3.119235026956e+03,3.119235034195e+03,2.321e-09,-3.191e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,179,state,Momentum_y,3.275320616178e+02,3.275320635582e+02,5.924e-09,3.201e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,179,state,Energy,5.616358236631e+04,5.616358236615e+04,-2.839e-12,-5.416e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,179,state,Nu_Tilde,1.588964642368e-03,1.588964822174e-03,1.132e-07,1.028e-06
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,188,bdf2_level,Density,3.136378599369e+04,3.136378599229e+04,-4.467e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,188,bdf2_level,Momentum_x,3.119235033261e+03,3.119235037232e+03,1.273e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,188,bdf2_level,Momentum_y,3.275320598154e+02,3.275320626104e+02,8.533e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,188,bdf2_level,Energy,5.616358236550e+04,5.616358236412e+04,-2.459e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,188,bdf2_level,Nu_Tilde,1.588964055107e-03,1.588963108719e-03,-5.956e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,189,state,Density,3.136378599365e+04,3.136378599225e+04,-4.463e-11,-2.892e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,189,state,Momentum_x,3.119235033157e+03,3.119235037156e+03,1.282e-09,1.988e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,189,state,Momentum_y,3.275320592903e+02,3.275320620790e+02,8.515e-09,-7.106e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,189,state,Energy,5.616358236540e+04,5.616358236403e+04,-2.432e-11,-1.624e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,189,state,Nu_Tilde,1.588963983004e-03,1.588963053083e-03,-5.852e-07,-4.150e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,198,bdf2_level,Density,3.136378599184e+04,3.136378599172e+04,-3.693e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,198,bdf2_level,Momentum_x,3.119235036124e+03,3.119235039227e+03,9.946e-10,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,198,bdf2_level,Momentum_y,3.275320607914e+02,3.275320630626e+02,6.934e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,198,bdf2_level,Energy,5.616358236296e+04,5.616358236192e+04,-1.851e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,198,bdf2_level,Nu_Tilde,1.588962955204e-03,1.588962059794e-03,-5.635e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,199,state,Density,3.136378599178e+04,3.136378599166e+04,-3.846e-12,-5.962e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,199,state,Momentum_x,3.119235035963e+03,3.119235039030e+03,9.831e-10,8.995e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,199,state,Momentum_y,3.275320607253e+02,3.275320630044e+02,6.958e-09,4.381e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,199,state,Energy,5.616358236282e+04,5.616358236175e+04,-1.900e-11,-4.600e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,199,state,Nu_Tilde,1.588962960244e-03,1.588962066432e-03,-5.625e-07,-6.437e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,208,bdf2_level,Density,3.136378599116e+04,3.136378599136e+04,6.279e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,208,bdf2_level,Momentum_x,3.119235037268e+03,3.119235039121e+03,5.938e-10,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,208,bdf2_level,Momentum_y,3.275320605208e+02,3.275320597542e+02,-2.341e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,208,bdf2_level,Energy,5.616358236044e+04,5.616358236009e+04,-6.182e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,208,bdf2_level,Nu_Tilde,1.588961925296e-03,1.588962161559e-03,1.487e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,209,state,Density,3.136378599111e+04,3.136378599133e+04,7.162e-12,-2.161e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,209,state,Momentum_x,3.119235037101e+03,3.119235038939e+03,5.891e-10,3.648e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,209,state,Momentum_y,3.275320604307e+02,3.275320596442e+02,-2.401e-09,-8.995e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,209,state,Energy,5.616358236030e+04,5.616358236002e+04,-4.936e-12,-4.490e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,209,state,Nu_Tilde,1.588961893907e-03,1.588962115640e-03,1.395e-07,-6.711e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,218,bdf2_level,Density,3.136378599092e+04,3.136378598919e+04,-5.539e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,218,bdf2_level,Momentum_x,3.119235037652e+03,3.119235033614e+03,-1.294e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,218,bdf2_level,Momentum_y,3.275320588317e+02,3.275320595171e+02,2.093e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,218,bdf2_level,Energy,5.616358235896e+04,5.616358235669e+04,-4.050e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,218,bdf2_level,Nu_Tilde,1.588961862264e-03,1.588962768853e-03,5.706e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,219,state,Density,3.136378599089e+04,3.136378598915e+04,-5.537e-11,-6.954e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,219,state,Momentum_x,3.119235037498e+03,3.119235033461e+03,-1.294e-09,1.273e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,219,state,Momentum_y,3.275320585862e+02,3.275320593015e+02,2.184e-09,-5.632e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,219,state,Energy,5.616358235887e+04,5.616358235660e+04,-4.039e-11,-2.534e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,219,state,Nu_Tilde,1.588961812113e-03,1.588962718705e-03,5.706e-07,-5.148e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,228,bdf2_level,Density,3.136378598899e+04,3.136378598896e+04,-8.754e-13,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,228,bdf2_level,Momentum_x,3.119235032294e+03,3.119235023667e+03,-2.766e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,228,bdf2_level,Momentum_y,3.275320600336e+02,3.275320571806e+02,-8.711e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,228,bdf2_level,Energy,5.616358235619e+04,5.616358235542e+04,-1.373e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,228,bdf2_level,Nu_Tilde,1.588962129791e-03,1.588963485566e-03,8.532e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,229,state,Density,3.136378598899e+04,3.136378598897e+04,-6.080e-13,-6.052e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,229,state,Momentum_x,3.119235032199e+03,3.119235023582e+03,-2.763e-09,-1.699e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,229,state,Momentum_y,3.275320600831e+02,3.275320572132e+02,-8.762e-09,4.570e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,229,state,Energy,5.616358235619e+04,5.616358235546e+04,-1.302e-11,-4.771e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,229,state,Nu_Tilde,1.588962069230e-03,1.588963431564e-03,8.574e-07,1.618e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,238,bdf2_level,Density,3.136378598920e+04,3.136378598860e+04,-1.896e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,238,bdf2_level,Momentum_x,3.119235023076e+03,3.119235021298e+03,-5.699e-10,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,238,bdf2_level,Momentum_y,3.275320554019e+02,3.275320544740e+02,-2.833e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,238,bdf2_level,Energy,5.616358235607e+04,5.616358235571e+04,-6.249e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,238,bdf2_level,Nu_Tilde,1.588963174986e-03,1.588963583502e-03,2.571e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,239,state,Density,3.136378598924e+04,3.136378598865e+04,-1.909e-11,8.141e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,239,state,Momentum_x,3.119235023033e+03,3.119235021189e+03,-5.913e-10,-2.939e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,239,state,Momentum_y,3.275320551973e+02,3.275320542747e+02,-2.817e-09,-1.492e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,239,state,Energy,5.616358235619e+04,5.616358235582e+04,-6.572e-12,-1.205e-14
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,239,state,Nu_Tilde,1.588963175148e-03,1.588963585929e-03,2.585e-07,6.960e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,248,bdf2_level,Density,3.136378598930e+04,3.136378598875e+04,-1.754e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,248,bdf2_level,Momentum_x,3.119235020831e+03,3.119235017463e+03,-1.080e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,248,bdf2_level,Momentum_y,3.275320550445e+02,3.275320545942e+02,-1.375e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,248,bdf2_level,Energy,5.616358235751e+04,5.616358235707e+04,-7.955e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,248,bdf2_level,Nu_Tilde,1.588963394467e-03,1.588964840389e-03,9.100e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,249,state,Density,3.136378598939e+04,3.136378598879e+04,-1.915e-11,4.775e-12
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,249,state,Momentum_x,3.119235020793e+03,3.119235017357e+03,-1.101e-09,-7.182e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,249,state,Momentum_y,3.275320552973e+02,3.275320548896e+02,-1.245e-09,3.053e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,249,state,Energy,5.616358235776e+04,5.616358235720e+04,-1.002e-11,2.793e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,249,state,Nu_Tilde,1.588963367344e-03,1.588964832528e-03,9.221e-07,1.210e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,258,bdf2_level,Density,3.136378598982e+04,3.136378598976e+04,-1.856e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,258,bdf2_level,Momentum_x,3.119235017255e+03,3.119235021835e+03,1.468e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,258,bdf2_level,Momentum_y,3.275320564188e+02,3.275320569526e+02,1.630e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,258,bdf2_level,Energy,5.616358235986e+04,5.616358235953e+04,-5.808e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,258,bdf2_level,Nu_Tilde,1.588964336897e-03,1.588962529141e-03,-1.138e-06,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,259,state,Density,3.136378598996e+04,3.136378598991e+04,-1.611e-12,1.802e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,259,state,Momentum_x,3.119235017244e+03,3.119235021848e+03,1.476e-09,-1.138e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,259,state,Momentum_y,3.275320567011e+02,3.275320572615e+02,1.711e-09,4.286e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,259,state,Energy,5.616358236021e+04,5.616358235991e+04,-5.341e-12,4.360e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,259,state,Nu_Tilde,1.588964239341e-03,1.588962425528e-03,-1.142e-06,5.488e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,268,bdf2_level,Density,3.136378599129e+04,3.136378599038e+04,-2.885e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,268,bdf2_level,Momentum_x,3.119235021714e+03,3.119235015448e+03,-2.009e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,268,bdf2_level,Momentum_y,3.275320607724e+02,3.275320600730e+02,-2.135e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,268,bdf2_level,Energy,5.616358236345e+04,5.616358236156e+04,-3.377e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,268,bdf2_level,Nu_Tilde,1.588961748803e-03,1.588963635950e-03,1.188e-06,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,269,state,Density,3.136378599145e+04,3.136378599058e+04,-2.786e-11,4.760e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,269,state,Momentum_x,3.119235021709e+03,3.119235015512e+03,-1.987e-09,1.431e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,269,state,Momentum_y,3.275320606385e+02,3.275320599222e+02,-2.187e-09,1.202e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,269,state,Energy,5.616358236388e+04,5.616358236207e+04,-3.231e-11,6.534e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,269,state,Nu_Tilde,1.588961711920e-03,1.588963566079e-03,1.167e-06,-1.591e-06
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,278,bdf2_level,Density,3.136378599219e+04,3.136378599268e+04,1.570e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,278,bdf2_level,Momentum_x,3.119235015633e+03,3.119235016489e+03,2.744e-10,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,278,bdf2_level,Momentum_y,3.275320581772e+02,3.275320592872e+02,3.389e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,278,bdf2_level,Energy,5.616358236620e+04,5.616358236720e+04,1.786e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,278,bdf2_level,Nu_Tilde,1.588963125378e-03,1.588962091331e-03,-6.508e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,279,state,Density,3.136378599238e+04,3.136378599290e+04,1.671e-11,2.954e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,279,state,Momentum_x,3.119235015646e+03,3.119235016536e+03,2.852e-10,-1.943e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,279,state,Momentum_y,3.275320580628e+02,3.275320591645e+02,3.364e-09,-7.864e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,279,state,Energy,5.616358236668e+04,5.616358236775e+04,1.906e-11,4.984e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,279,state,Nu_Tilde,1.588963060964e-03,1.588961995999e-03,-6.702e-07,8.490e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,288,bdf2_level,Density,3.136378599466e+04,3.136378599385e+04,-2.588e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,288,bdf2_level,Momentum_x,3.119235016815e+03,3.119235011661e+03,-1.652e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,288,bdf2_level,Momentum_y,3.275320616728e+02,3.275320629292e+02,3.836e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,288,bdf2_level,Energy,5.616358237225e+04,5.616358237132e+04,-1.663e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,288,bdf2_level,Nu_Tilde,1.588961612384e-03,1.588962014276e-03,2.529e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,289,state,Density,3.136378599486e+04,3.136378599405e+04,-2.601e-11,7.917e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,289,state,Momentum_x,3.119235016840e+03,3.119235011681e+03,-1.654e-09,3.827e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,289,state,Momentum_y,3.275320621916e+02,3.275320634679e+02,3.897e-09,1.261e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,289,state,Energy,5.616358237276e+04,5.616358237181e+04,-1.692e-11,1.084e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,289,state,Nu_Tilde,1.588961594244e-03,1.588961960170e-03,2.303e-07,-9.231e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,298,bdf2_level,Density,3.136378599587e+04,3.136378599592e+04,1.490e-12,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,298,bdf2_level,Momentum_x,3.119235011925e+03,3.119235011598e+03,-1.046e-10,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,298,bdf2_level,Momentum_y,3.275320675114e+02,3.275320657193e+02,-5.472e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,298,bdf2_level,Energy,5.616358237651e+04,5.616358237539e+04,-2.007e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,298,bdf2_level,Nu_Tilde,1.588962063644e-03,1.588961703508e-03,-2.266e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,299,state,Density,3.136378599608e+04,3.136378599611e+04,1.081e-12,3.886e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,299,state,Momentum_x,3.119235011958e+03,3.119235011640e+03,-1.021e-10,-1.565e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,299,state,Momentum_y,3.275320680466e+02,3.275320662656e+02,-5.438e-09,1.788e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,299,state,Energy,5.616358237705e+04,5.616358237588e+04,-2.069e-11,7.622e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,299,state,Nu_Tilde,1.588962102291e-03,1.588961755248e-03,-2.184e-07,3.197e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,308,bdf2_level,Density,3.136378599798e+04,3.136378599866e+04,2.153e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,308,bdf2_level,Momentum_x,3.119235012133e+03,3.119235008386e+03,-1.201e-09,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,308,bdf2_level,Momentum_y,3.275320679147e+02,3.275320721805e+02,1.302e-08,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,308,bdf2_level,Energy,5.616358238071e+04,5.616358238164e+04,1.663e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,308,bdf2_level,Nu_Tilde,1.588962121539e-03,1.588961937769e-03,-1.157e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,309,state,Density,3.136378599819e+04,3.136378599889e+04,2.225e-11,6.724e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,309,state,Momentum_x,3.119235012191e+03,3.119235008431e+03,-1.205e-09,7.439e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,309,state,Momentum_y,3.275320677874e+02,3.275320720374e+02,1.298e-08,-7.913e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,309,state,Energy,5.616358238125e+04,5.616358238223e+04,1.750e-11,7.482e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,309,state,Nu_Tilde,1.588962145923e-03,1.588961996531e-03,-9.402e-08,2.746e-08
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,318,bdf2_level,Density,3.136378600078e+04,3.136378600043e+04,-1.123e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,318,bdf2_level,Momentum_x,3.119235008957e+03,3.119235007536e+03,-4.557e-10,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,318,bdf2_level,Momentum_y,3.275320713197e+02,3.275320672762e+02,-1.235e-08,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,318,bdf2_level,Energy,5.616358238714e+04,5.616358238550e+04,-2.914e-11,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,318,bdf2_level,Nu_Tilde,1.588961735761e-03,1.588962339092e-03,3.797e-07,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,319,state,Density,3.136378600099e+04,3.136378600064e+04,-1.102e-11,8.913e-11
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,319,state,Momentum_x,3.119235009056e+03,3.119235007663e+03,-4.465e-10,-1.005e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,319,state,Momentum_y,3.275320706690e+02,3.275320665876e+02,-1.246e-08,8.798e-09
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,319,state,Energy,5.616358238768e+04,5.616358238606e+04,-2.872e-11,1.145e-10
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,319,state,Nu_Tilde,1.588961687256e-03,1.588962276535e-03,3.709e-07,-2.887e-07
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,328,bdf2_level,Density,3.136378600250e+04,3.136378600248e+04,-6.206e-13,
RANS_SA_WD_0.01-20_NN_Drift_Second,SA,328,bdf2_level,Momentum_x,3.119235009101e+03,3.119235014590e+03,1.760e-09,
