scheme,Struct_rel_L1,Struct_rel_L2,Struct_rel_Linf,Mixed_rel_L1,Mixed_rel_L2,Mixed_rel_Linf
NN1,1.016989671635171,0.5102488857241465,1.240043642267242e-17,0.8589160020749652,0.4305422288428814,9.322011013909248e-17
NN2,0.9925607725078434,0.5096880050788076,-0.107528955588883,0.9142078876629487,0.4407136242599706,-0.01454188345913918
NN3,1.001459815073897,0.5166942026063603,-0.04836840272591906,0.9136964032877221,0.4307145492903389,-0.02067057904785831
BAR2,1.011720897305435,0.5133691020525264,-0.04169333421012995,0.9361687892249244,0.4478466900076392,-0.03670529199904533
BAR3,1.004300697500374,0.5113789496696052,-0.05800263551959704,0.9475850139985554,0.4489828902758038,-0.03240857435863562
GP2,1.015948747019037,0.5151679384862472,-0.04287182904850583,0.9347334161234275,0.4482486105894181,-0.009657403694354765
GP3,1.009413792572019,0.514753208398289,-0.04414057614992746,0.9481964516467912,0.4497946755275606,-0.03109264144774608
