N,h_Struct,Struct_NN1,Struct_NN2,Struct_NN3,Struct_BAR2,Struct_BAR3,Struct_GP2,Struct_GP3,h_Mixed,Mixed_NN1,Mixed_NN2,Mixed_NN3,Mixed_BAR2,Mixed_BAR3,Mixed_GP2,Mixed_GP3
64,0.015625,0.1414213562373094,0.1262194620413954,0.1248685914715495,0.1116019161711971,0.1102995441327553,0.1128821623760626,0.1129025964724986,0.0128321184387413,0.1192405794009222,0.1082292530373971,0.1020996484162487,0.0923022553546434,0.091603176082134,0.09409348264864061,0.09351414089516361
128,0.0078125,0.0875711805130073,0.0825761049021833,0.07933744192784831,0.0769728233249415,0.0763027374303397,0.077057827182131,0.0772341052212847,0.0064007947720214,0.0888067429837647,0.07907733517927459,0.0759756132899789,0.0678043533303718,0.0672724019292808,0.0690315207647285,0.0685275981617654
256,0.00390625,0.06971312612599991,0.0622678067535038,0.0610059656302164,0.0547762950585795,0.0542866336376768,0.0552666722811631,0.055308466534837,0.0032206327947704,0.0657561338137596,0.0588535122734675,0.0562903991408209,0.0496979866169281,0.0492440707054388,0.0506345038703103,0.0502153217971822
