N,h_Struct,Struct_NN1,Struct_NN2,Struct_NN3,Struct_BAR2,Struct_BAR3,Struct_GP2,Struct_GP3,h_Mixed,Mixed_NN1,Mixed_NN2,Mixed_NN3,Mixed_BAR2,Mixed_BAR3,Mixed_GP2,Mixed_GP3
64,0.015625,0.012878193388781,0.0007858000299071,0.0002078016128081,0.0012691240432146,3.921067293556912e-05,0.0010930375481486,4.612119266095049e-05,0.0128321184387413,0.0106465686238983,0.0006342639483711,0.0001645588103042,0.0008339822386167,2.415402313991072e-05,0.0007879012432971001,3.012854868632845e-05
128,0.0078125,0.0063607046233679,0.0001915499846384,2.591063247100217e-05,0.0003104376827905,3.490638913079951e-06,0.000263699755918,4.180662551396156e-06,0.0064007947720214,0.0052946262833496,0.0001546494507469,2.085574610339095e-05,0.0002100833273361,2.387523800756003e-06,0.0002001097964406,3.089748978936796e-06
256,0.00390625,0.0031605436961863,4.732726597828909e-05,3.231280108622183e-06,7.673399588933701e-05,3.696720684663705e-07,6.475727532838367e-05,4.512392362258912e-07,0.0032206327947704,0.002634573429247,3.846011708455504e-05,2.583877341771881e-06,5.138478447166857e-05,2.61317854602998e-07,4.850463098995339e-05,3.422894542920669e-07
