grid,dim,solution,interp_order,method,resolution,n_points,h,field,geom_defect,supermesh_defect
Mixed,2,Discontinuous,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Momentum_x,0.004392987118808669,nan
Mixed,2,Discontinuous,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Momentum_y,0.004392987118808669,nan
Mixed,2,Discontinuous,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Energy,0.0007360634787119077,nan
Mixed,2,Discontinuous,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Density,0.00012902060750744933,nan
Mixed,2,Discontinuous,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Momentum_x,0.0016714395074823114,nan
Mixed,2,Discontinuous,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Momentum_y,0.0016714395074823114,nan
Mixed,2,Discontinuous,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Energy,0.00027706687404178656,nan
Mixed,2,Discontinuous,ThirdOrder,NN,64,6073,0.012832118438741323,Density,0.0008538831242866364,nan
Mixed,2,Discontinuous,ThirdOrder,NN,64,6073,0.012832118438741323,Momentum_x,0.010894371474583156,nan
Mixed,2,Discontinuous,ThirdOrder,NN,64,6073,0.012832118438741323,Momentum_y,0.010894371474583156,nan
Mixed,2,Discontinuous,ThirdOrder,NN,64,6073,0.012832118438741323,Energy,0.0018360033371555133,nan
Mixed,2,Discontinuous,ThirdOrder,NN,128,24408,0.006400794772021405,Density,0.00015788432416891153,nan
Mixed,2,Discontinuous,ThirdOrder,NN,128,24408,0.006400794772021405,Momentum_x,0.002025186979188981,nan
Mixed,2,Discontinuous,ThirdOrder,NN,128,24408,0.006400794772021405,Momentum_y,0.002025186979188981,nan
Mixed,2,Discontinuous,ThirdOrder,NN,128,24408,0.006400794772021405,Energy,0.00033932860095321326,nan
Mixed,2,Discontinuous,ThirdOrder,NN,256,96409,0.0032206327947704866,Density,0.0001594289867569781,nan
Mixed,2,Discontinuous,ThirdOrder,NN,256,96409,0.0032206327947704866,Momentum_x,0.0020653747667388287,nan
Mixed,2,Discontinuous,ThirdOrder,NN,256,96409,0.0032206327947704866,Momentum_y,0.0020653747667388287,nan
Mixed,2,Discontinuous,ThirdOrder,NN,256,96409,0.0032206327947704866,Energy,0.00034236771819979905,nan
Mixed,2,Linear,FirstOrder,NN,64,6073,0.012832118438741323,Density,2.5622110573829718e-05,nan
Mixed,2,Linear,FirstOrder,NN,64,6073,0.012832118438741323,Momentum_x,6.927073312062041e-05,nan
Mixed,2,Linear,FirstOrder,NN,64,6073,0.012832118438741323,Momentum_y,6.927073312062041e-05,nan
Mixed,2,Linear,FirstOrder,NN,64,6073,0.012832118438741323,Energy,7.179447350486128e-05,nan
Mixed,2,Linear,FirstOrder,NN,128,24408,0.006400794772021405,Density,2.46428491455682e-06,nan
Mixed,2,Linear,FirstOrder,NN,128,24408,0.006400794772021405,Momentum_x,9.012502107353848e-06,nan
Mixed,2,Linear,FirstOrder,NN,128,24408,0.006400794772021405,Momentum_y,9.012502107353848e-06,nan
Mixed,2,Linear,FirstOrder,NN,128,24408,0.006400794772021405,Energy,9.471044724462248e-06,nan
Mixed,2,Linear,FirstOrder,NN,256,96409,0.0032206327947704866,Density,3.297452641614788e-06,nan
Mixed,2,Linear,FirstOrder,NN,256,96409,0.0032206327947704866,Momentum_x,7.996918729505212e-06,nan
Mixed,2,Linear,FirstOrder,NN,256,96409,0.0032206327947704866,Momentum_y,7.996918729505212e-06,nan
Mixed,2,Linear,FirstOrder,NN,256,96409,0.0032206327947704866,Energy,8.268889438720562e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,64,6073,0.012832118438741323,Density,2.442734826731099e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,64,6073,0.012832118438741323,Momentum_x,3.1033002539364207e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,64,6073,0.012832118438741323,Momentum_y,3.1033002539364207e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,64,6073,0.012832118438741323,Energy,3.7101486507595606e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,128,24408,0.006400794772021405,Density,1.5957106132323386e-07,nan
Mixed,2,Linear,SecondOrder,Barycentric,128,24408,0.006400794772021405,Momentum_x,2.2206791488875914e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,128,24408,0.006400794772021405,Momentum_y,2.2206791488875914e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,128,24408,0.006400794772021405,Energy,2.392406348178965e-06,nan
Mixed,2,Linear,SecondOrder,Barycentric,256,96409,0.0032206327947704866,Density,1.9359747419373864e-09,nan
Mixed,2,Linear,SecondOrder,Barycentric,256,96409,0.0032206327947704866,Momentum_x,4.802169667121301e-07,nan
Mixed,2,Linear,SecondOrder,Barycentric,256,96409,0.0032206327947704866,Momentum_y,4.802169667121301e-07,nan
Mixed,2,Linear,SecondOrder,Barycentric,256,96409,0.0032206327947704866,Energy,5.230914831294561e-07,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Density,2.4427348253741628e-06,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Momentum_x,8.004773972718611e-06,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Momentum_y,8.004773972718611e-06,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Energy,8.376438566080813e-06,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Density,1.5957106132323386e-07,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Momentum_x,5.366829475122442e-07,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Momentum_y,5.366829475122442e-07,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Energy,6.067929129416501e-07,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Density,1.935976962383468e-09,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Momentum_x,2.1595983690772185e-07,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Momentum_y,2.1595983690772185e-07,nan
Mixed,2,Linear,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Energy,2.3423618343011357e-07,nan
Mixed,2,Linear,SecondOrder,NN,64,6073,0.012832118438741323,Density,2.442734826731099e-06,nan
Mixed,2,Linear,SecondOrder,NN,64,6073,0.012832118438741323,Momentum_x,6.919643027280185e-05,nan
Mixed,2,Linear,SecondOrder,NN,64,6073,0.012832118438741323,Momentum_y,6.919643027280185e-05,nan
Mixed,2,Linear,SecondOrder,NN,64,6073,0.012832118438741323,Energy,7.49285323227924e-05,nan
Mixed,2,Linear,SecondOrder,NN,128,24408,0.006400794772021405,Density,1.5957106132323386e-07,nan
Mixed,2,Linear,SecondOrder,NN,128,24408,0.006400794772021405,Momentum_x,1.618851181416415e-05,nan
Mixed,2,Linear,SecondOrder,NN,128,24408,0.006400794772021405,Momentum_y,1.618851181416415e-05,nan
Mixed,2,Linear,SecondOrder,NN,128,24408,0.006400794772021405,Energy,1.7634060386320856e-05,nan
Mixed,2,Linear,SecondOrder,NN,256,96409,0.0032206327947704866,Density,1.9359747419373864e-09,nan
Mixed,2,Linear,SecondOrder,NN,256,96409,0.0032206327947704866,Momentum_x,4.069999942226179e-06,nan
Mixed,2,Linear,SecondOrder,NN,256,96409,0.0032206327947704866,Momentum_y,4.069999942226179e-06,nan
Mixed,2,Linear,SecondOrder,NN,256,96409,0.0032206327947704866,Energy,4.426102228295981e-06,nan
Mixed,2,Linear,ThirdOrder,Barycentric,64,6073,0.012832118438741323,Density,2.442734826731099e-06,nan
Mixed,2,Linear,ThirdOrder,Barycentric,64,6073,0.012832118438741323,Momentum_x,4.543865582142665e-05,nan
Mixed,2,Linear,ThirdOrder,Barycentric,64,6073,0.012832118438741323,Momentum_y,4.543865582142665e-05,nan
Mixed,2,Linear,ThirdOrder,Barycentric,64,6073,0.012832118438741323,Energy,4.9101073845022195e-05,nan
Mixed,2,Linear,ThirdOrder,Barycentric,128,24408,0.006400794772021405,Density,1.5957106132323386e-07,nan
Mixed,2,Linear,ThirdOrder,Barycentric,128,24408,0.006400794772021405,Momentum_x,1.0030733665852878e-05,nan
Mixed,2,Linear,ThirdOrder,Barycentric,128,24408,0.006400794772021405,Momentum_y,1.0030733665852878e-05,nan
Mixed,2,Linear,ThirdOrder,Barycentric,128,24408,0.006400794772021405,Energy,1.0933729285963447e-05,nan
Mixed,2,Linear,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,Density,1.9359747419373864e-09,nan
Mixed,2,Linear,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,Momentum_x,2.546821283843497e-06,nan
Mixed,2,Linear,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,Momentum_y,2.546821283843497e-06,nan
Mixed,2,Linear,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,Energy,2.76958922748285e-06,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Density,2.442734834132569e-06,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Momentum_x,4.5438655818584654e-05,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Momentum_y,4.5438655818584654e-05,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,Energy,4.9100799505498265e-05,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Density,1.595710475071227e-07,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Momentum_x,1.003073367336423e-05,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Momentum_y,1.003073367336423e-05,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,Energy,1.0933720000974764e-05,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Density,1.9359733849981144e-09,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Momentum_x,2.5468212743019556e-06,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Momentum_y,2.5468212743019556e-06,nan
Mixed,2,Linear,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,Energy,2.7695885750334196e-06,nan
Mixed,2,Linear,ThirdOrder,NN,64,6073,0.012832118438741323,Density,2.4427348268544566e-06,nan
Mixed,2,Linear,ThirdOrder,NN,64,6073,0.012832118438741323,Momentum_x,4.543865582142665e-05,nan
Mixed,2,Linear,ThirdOrder,NN,64,6073,0.012832118438741323,Momentum_y,4.543865582142665e-05,nan
Mixed,2,Linear,ThirdOrder,NN,64,6073,0.012832118438741323,Energy,4.9100431547726096e-05,nan
Mixed,2,Linear,ThirdOrder,NN,128,24408,0.006400794772021405,Density,1.5957106132323386e-07,nan
Mixed,2,Linear,ThirdOrder,NN,128,24408,0.006400794772021405,Momentum_x,1.0030733665852878e-05,nan
Mixed,2,Linear,ThirdOrder,NN,128,24408,0.006400794772021405,Momentum_y,1.0030733665852878e-05,nan
Mixed,2,Linear,ThirdOrder,NN,128,24408,0.006400794772021405,Energy,1.093376218665821e-05,nan
Mixed,2,Linear,ThirdOrder,NN,256,96409,0.0032206327947704866,Density,1.9359747419373864e-09,nan
Mixed,2,Linear,ThirdOrder,NN,256,96409,0.0032206327947704866,Momentum_x,2.546821283843497e-06,nan
Mixed,2,Linear,ThirdOrder,NN,256,96409,0.0032206327947704866,Momentum_y,2.546821283843497e-06,nan
Mixed,2,Linear,ThirdOrder,NN,256,96409,0.0032206327947704866,Energy,2.76959469901421e-06,nan
Struct,2,Asym,FirstOrder,NN,64,4096,0.015625,Density,9.211586824378575e-05,nan
Struct,2,Asym,FirstOrder,NN,64,4096,0.015625,Momentum_x,0.03149407911312655,nan
Struct,2,Asym,FirstOrder,NN,64,4096,0.015625,Momentum_y,0.03149407911312655,nan
Struct,2,Asym,FirstOrder,NN,64,4096,0.015625,Energy,0.000940316652231144,nan
Struct,2,Asym,FirstOrder,NN,128,16384,0.0078125,Density,4.6120887041533344e-05,nan
Struct,2,Asym,FirstOrder,NN,128,16384,0.0078125,Momentum_x,0.01568603137206447,nan
Struct,2,Asym,FirstOrder,NN,128,16384,0.0078125,Momentum_y,0.01568603137206447,nan
Struct,2,Asym,FirstOrder,NN,128,16384,0.0078125,Energy,0.00046879470838250416,nan
Struct,2,Asym,FirstOrder,NN,256,65536,0.00390625,Density,2.3044627368627963e-05,nan
Struct,2,Asym,FirstOrder,NN,256,65536,0.00390625,Momentum_x,0.007827758554405494,nan
Struct,2,Asym,FirstOrder,NN,256,65536,0.00390625,Momentum_y,0.007827758554405494,nan
Struct,2,Asym,FirstOrder,NN,256,65536,0.00390625,Energy,0.00023399639217595904,nan
Struct,2,Asym,SecondOrder,Barycentric,64,4096,0.015625,Density,3.54820398643399e-05,nan
Struct,2,Asym,SecondOrder,Barycentric,64,4096,0.015625,Momentum_x,0.0010515278507371999,nan
Struct,2,Asym,SecondOrder,Barycentric,64,4096,0.015625,Momentum_y,0.0010515278507371999,nan
Struct,2,Asym,SecondOrder,Barycentric,64,4096,0.015625,Energy,6.097251800129817e-05,nan
Struct,2,Asym,SecondOrder,Barycentric,128,16384,0.0078125,Density,8.800828711092603e-06,nan
Struct,2,Asym,SecondOrder,Barycentric,128,16384,0.0078125,Momentum_x,0.0002611022117957674,nan
Struct,2,Asym,SecondOrder,Barycentric,128,16384,0.0078125,Momentum_y,0.0002611022117957674,nan
Struct,2,Asym,SecondOrder,Barycentric,128,16384,0.0078125,Energy,1.5135021993770686e-05,nan
Struct,2,Asym,SecondOrder,Barycentric,256,65536,0.00390625,Density,2.191681992932399e-06,nan
Struct,2,Asym,SecondOrder,Barycentric,256,65536,0.00390625,Momentum_x,6.50680955229812e-05,nan
Struct,2,Asym,SecondOrder,Barycentric,256,65536,0.00390625,Momentum_y,6.50680955229812e-05,nan
Struct,2,Asym,SecondOrder,Barycentric,256,65536,0.00390625,Energy,3.7705635823852587e-06,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Density,4.234710733229049e-09,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_x,1.6531289916663187e-07,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_y,1.6531289916663187e-07,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Energy,8.342374183322162e-09,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Density,1.3575206332109782e-10,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Momentum_x,5.212040788718836e-09,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Momentum_y,5.212040788718836e-09,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Energy,2.651172759580673e-10,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Density,4.258269737258224e-12,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Momentum_x,1.6262266407861247e-10,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Momentum_y,1.6262266407861247e-10,nan
Struct,2,Asym,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Energy,8.297187202597266e-12,nan
Struct,2,Asym,SecondOrder,NN,64,4096,0.015625,Density,2.4744697070789717e-05,nan
Struct,2,Asym,SecondOrder,NN,64,4096,0.015625,Momentum_x,0.0015289038493963454,nan
Struct,2,Asym,SecondOrder,NN,64,4096,0.015625,Momentum_y,0.0015289038493963454,nan
Struct,2,Asym,SecondOrder,NN,64,4096,0.015625,Energy,6.400423480876117e-05,nan
Struct,2,Asym,SecondOrder,NN,128,16384,0.0078125,Density,6.433567144253962e-06,nan
Struct,2,Asym,SecondOrder,NN,128,16384,0.0078125,Momentum_x,0.00023695437604724352,nan
Struct,2,Asym,SecondOrder,NN,128,16384,0.0078125,Momentum_y,0.00023695437604724352,nan
Struct,2,Asym,SecondOrder,NN,128,16384,0.0078125,Energy,1.2281916165581489e-05,nan
Struct,2,Asym,SecondOrder,NN,256,65536,0.00390625,Density,1.6352194663504911e-06,nan
Struct,2,Asym,SecondOrder,NN,256,65536,0.00390625,Momentum_x,4.0922332977116866e-05,nan
Struct,2,Asym,SecondOrder,NN,256,65536,0.00390625,Momentum_y,4.0922332977116866e-05,nan
Struct,2,Asym,SecondOrder,NN,256,65536,0.00390625,Energy,2.597466391842931e-06,nan
Struct,2,Asym,ThirdOrder,Barycentric,64,4096,0.015625,Density,1.7113392312080253e-05,nan
Struct,2,Asym,ThirdOrder,Barycentric,64,4096,0.015625,Momentum_x,0.0007104076241581985,nan
Struct,2,Asym,ThirdOrder,Barycentric,64,4096,0.015625,Momentum_y,0.0007104076241581985,nan
Struct,2,Asym,ThirdOrder,Barycentric,64,4096,0.015625,Energy,3.4836631095514826e-05,nan
Struct,2,Asym,ThirdOrder,Barycentric,128,16384,0.0078125,Density,3.881475623905233e-06,nan
Struct,2,Asym,ThirdOrder,Barycentric,128,16384,0.0078125,Momentum_x,0.0001495259024071438,nan
Struct,2,Asym,ThirdOrder,Barycentric,128,16384,0.0078125,Momentum_y,0.0001495259024071438,nan
Struct,2,Asym,ThirdOrder,Barycentric,128,16384,0.0078125,Energy,7.5923962075410514e-06,nan
Struct,2,Asym,ThirdOrder,Barycentric,256,65536,0.00390625,Density,9.305661316639917e-07,nan
Struct,2,Asym,ThirdOrder,Barycentric,256,65536,0.00390625,Momentum_x,3.548392840165776e-05,nan
Struct,2,Asym,ThirdOrder,Barycentric,256,65536,0.00390625,Momentum_y,3.548392840165776e-05,nan
Struct,2,Asym,ThirdOrder,Barycentric,256,65536,0.00390625,Energy,1.810783704903594e-06,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,64,4096,0.015625,Density,1.7560371711304347e-05,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_x,0.0007613982135547822,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_y,0.0007613982135547822,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,64,4096,0.015625,Energy,3.662489480243387e-05,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,128,16384,0.0078125,Density,3.912235324265678e-06,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,128,16384,0.0078125,Momentum_x,0.00015280173839076096,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,128,16384,0.0078125,Momentum_y,0.00015280173839076096,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,128,16384,0.0078125,Energy,7.708970304496505e-06,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,256,65536,0.00390625,Density,9.329349435980853e-07,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,256,65536,0.00390625,Momentum_x,3.572894204824949e-05,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,256,65536,0.00390625,Momentum_y,3.572894204824949e-05,nan
Struct,2,Asym,ThirdOrder,ConsGalerkinProj,256,65536,0.00390625,Energy,1.8195645116670755e-06,nan
Struct,2,Asym,ThirdOrder,NN,64,4096,0.015625,Density,1.6418646980554476e-05,nan
Struct,2,Asym,ThirdOrder,NN,64,4096,0.015625,Momentum_x,0.0005978789653741357,nan
Struct,2,Asym,ThirdOrder,NN,64,4096,0.015625,Momentum_y,0.0005978789653741357,nan
Struct,2,Asym,ThirdOrder,NN,64,4096,0.015625,Energy,1.4089555945141084e-06,nan
Struct,2,Asym,ThirdOrder,NN,128,16384,0.0078125,Density,3.83343177592946e-06,nan
Struct,2,Asym,ThirdOrder,NN,128,16384,0.0078125,Momentum_x,2.720256114388909e-05,nan
Struct,2,Asym,ThirdOrder,NN,128,16384,0.0078125,Momentum_y,2.720256114388909e-05,nan
Struct,2,Asym,ThirdOrder,NN,128,16384,0.0078125,Energy,2.742499415394351e-06,nan
Struct,2,Asym,ThirdOrder,NN,256,65536,0.00390625,Density,9.267141786416757e-07,nan
Struct,2,Asym,ThirdOrder,NN,256,65536,0.00390625,Momentum_x,1.2933091930475124e-05,nan
Struct,2,Asym,ThirdOrder,NN,256,65536,0.00390625,Momentum_y,1.2933091930475124e-05,nan
Struct,2,Asym,ThirdOrder,NN,256,65536,0.00390625,Energy,1.1944686498229186e-06,nan
Struct,2,Constant,FirstOrder,NN,64,4096,0.015625,Density,1.1102230246251518e-15,nan
Struct,2,Constant,FirstOrder,NN,64,4096,0.015625,Momentum_x,1.59872115546022e-14,nan
Struct,2,Constant,FirstOrder,NN,64,4096,0.015625,Momentum_y,1.59872115546022e-14,nan
Struct,2,Constant,FirstOrder,NN,64,4096,0.015625,Energy,1.259677827067424e-14,nan
Struct,2,Constant,FirstOrder,NN,128,16384,0.0078125,Density,8.511709855459507e-15,nan
Struct,2,Constant,FirstOrder,NN,128,16384,0.0078125,Momentum_x,3.363235615931183e-14,nan
Struct,2,Constant,FirstOrder,NN,128,16384,0.0078125,Momentum_y,3.363235615931183e-14,nan
Struct,2,Constant,FirstOrder,NN,128,16384,0.0078125,Energy,4.690800289365419e-14,nan
Struct,2,Constant,FirstOrder,NN,256,65536,0.00390625,Density,2.801462765470779e-13,nan
Struct,2,Constant,FirstOrder,NN,256,65536,0.00390625,Momentum_x,2.709536299031974e-13,nan
Struct,2,Constant,FirstOrder,NN,256,65536,0.00390625,Momentum_y,2.709536299031974e-13,nan
Struct,2,Constant,FirstOrder,NN,256,65536,0.00390625,Energy,2.833675264317555e-13,nan
Struct,2,Constant,SecondOrder,Barycentric,64,4096,0.015625,Density,1.1102230246251518e-15,nan
Struct,2,Constant,SecondOrder,Barycentric,64,4096,0.015625,Momentum_x,1.59872115546022e-14,nan
Struct,2,Constant,SecondOrder,Barycentric,64,4096,0.015625,Momentum_y,1.59872115546022e-14,nan
Struct,2,Constant,SecondOrder,Barycentric,64,4096,0.015625,Energy,1.2356839636947113e-14,nan
Struct,2,Constant,SecondOrder,Barycentric,128,16384,0.0078125,Density,8.511709855459507e-15,nan
Struct,2,Constant,SecondOrder,Barycentric,128,16384,0.0078125,Momentum_x,3.363235615931183e-14,nan
Struct,2,Constant,SecondOrder,Barycentric,128,16384,0.0078125,Momentum_y,3.363235615931183e-14,nan
Struct,2,Constant,SecondOrder,Barycentric,128,16384,0.0078125,Energy,4.678803357679063e-14,nan
Struct,2,Constant,SecondOrder,Barycentric,256,65536,0.00390625,Density,2.801462765470779e-13,nan
Struct,2,Constant,SecondOrder,Barycentric,256,65536,0.00390625,Momentum_x,2.709536299031974e-13,nan
Struct,2,Constant,SecondOrder,Barycentric,256,65536,0.00390625,Momentum_y,2.709536299031974e-13,nan
Struct,2,Constant,SecondOrder,Barycentric,256,65536,0.00390625,Energy,2.833675264317555e-13,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Density,1.1102230246251518e-15,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_x,1.59872115546022e-14,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_y,1.59872115546022e-14,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,64,4096,0.015625,Energy,1.259677827067424e-14,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Density,8.511709855459507e-15,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Momentum_x,3.363235615931183e-14,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Momentum_y,3.363235615931183e-14,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,128,16384,0.0078125,Energy,4.690800289365419e-14,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Density,2.801462765470779e-13,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Momentum_x,2.709536299031974e-13,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Momentum_y,2.709536299031974e-13,nan
Struct,2,Constant,SecondOrder,ConsGalerkinProj,256,65536,0.00390625,Energy,2.833675264317555e-13,nan
Struct,2,Constant,SecondOrder,NN,64,4096,0.015625,Density,1.1102230246251518e-15,nan
Struct,2,Constant,SecondOrder,NN,64,4096,0.015625,Momentum_x,1.59872115546022e-14,nan
Struct,2,Constant,SecondOrder,NN,64,4096,0.015625,Momentum_y,1.59872115546022e-14,nan
Struct,2,Constant,SecondOrder,NN,64,4096,0.015625,Energy,1.259677827067424e-14,nan
Struct,2,Constant,SecondOrder,NN,128,16384,0.0078125,Density,8.511709855459507e-15,nan
Struct,2,Constant,SecondOrder,NN,128,16384,0.0078125,Momentum_x,3.363235615931183e-14,nan
Struct,2,Constant,SecondOrder,NN,128,16384,0.0078125,Momentum_y,3.363235615931183e-14,nan
Struct,2,Constant,SecondOrder,NN,128,16384,0.0078125,Energy,4.690800289365419e-14,nan
Struct,2,Constant,SecondOrder,NN,256,65536,0.00390625,Density,2.801462765470779e-13,nan
Struct,2,Constant,SecondOrder,NN,256,65536,0.00390625,Momentum_x,2.709536299031974e-13,nan
Struct,2,Constant,SecondOrder,NN,256,65536,0.00390625,Momentum_y,2.709536299031974e-13,nan
Struct,2,Constant,SecondOrder,NN,256,65536,0.00390625,Energy,2.833675264317555e-13,nan
Struct,2,Constant,ThirdOrder,Barycentric,64,4096,0.015625,Density,1.1102230246251518e-15,nan
Struct,2,Constant,ThirdOrder,Barycentric,64,4096,0.015625,Momentum_x,1.59872115546022e-14,nan
Struct,2,Constant,ThirdOrder,Barycentric,64,4096,0.015625,Momentum_y,1.59872115546022e-14,nan
Struct,2,Constant,ThirdOrder,Barycentric,64,4096,0.015625,Energy,1.2356839636947113e-14,nan
Struct,2,Constant,ThirdOrder,Barycentric,128,16384,0.0078125,Density,8.511709855459507e-15,nan
Struct,2,Constant,ThirdOrder,Barycentric,128,16384,0.0078125,Momentum_x,3.363235615931183e-14,nan
Struct,2,Constant,ThirdOrder,Barycentric,128,16384,0.0078125,Momentum_y,3.363235615931183e-14,nan
Struct,2,Constant,ThirdOrder,Barycentric,128,16384,0.0078125,Energy,4.678803357679063e-14,nan
Struct,2,Constant,ThirdOrder,Barycentric,256,65536,0.00390625,Density,2.801462765470779e-13,nan
Struct,2,Constant,ThirdOrder,Barycentric,256,65536,0.00390625,Momentum_x,2.709536299031974e-13,nan
Struct,2,Constant,ThirdOrder,Barycentric,256,65536,0.00390625,Momentum_y,2.709536299031974e-13,nan
Struct,2,Constant,ThirdOrder,Barycentric,256,65536,0.00390625,Energy,2.833675264317555e-13,nan
Struct,2,Constant,ThirdOrder,ConsGalerkinProj,64,4096,0.015625,Density,1.1102230246251518e-15,nan
Struct,2,Constant,ThirdOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_x,1.59872115546022e-14,nan
Struct,2,Constant,ThirdOrder,ConsGalerkinProj,64,4096,0.015625,Momentum_y,1.59872115546022e-14,nan
