grid,dim,solution,interp_order,method,resolution,n_points,h,h_nominal,case,ref_source,field,L1,L2,Linf,rel_L1,rel_L2,rel_Linf,order_L2
Mixed,2,Asym,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Asym_SecondOrder_NN_256,reference_file,Momentum_y,0.006819167964885561,0.01069809717802614,0.13430151302189586,0.00023304473388417052,0.00027190861546194157,0.000992329570721054,2.0180365888893146
Mixed,2,Asym,SecondOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Asym_SecondOrder_NN_64,reference_file,Energy,832.4337160023018,1271.162080669255,8643.29997900594,0.0008597772891282396,0.001256520572352208,0.0046414564969499425,nan
Mixed,2,Asym,SecondOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Asym_SecondOrder_NN_128,reference_file,Energy,204.55967692695026,310.22627752635503,3066.022993916413,0.00021096581628167634,0.00030614488021200425,0.00164647334853657,2.0277868971744653
Mixed,2,Asym,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Asym_SecondOrder_NN_256,reference_file,Energy,50.81913699263072,77.35891620419606,866.8379171909764,5.242714624920932e-05,7.634096744147844e-05,0.0004654241738292797,2.0220683297209785
Mixed,2,Asym,SecondOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Asym_SecondOrder_NN_64,reference_file,ALL_FIELDS,208.1925629580606,635.581070810589,8643.29997900594,0.0008600458761103452,0.0012565206279172444,0.0046414564969499425,nan
Mixed,2,Asym,SecondOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Asym_SecondOrder_NN_128,reference_file,ALL_FIELDS,51.160592551686115,155.11314613852286,3066.022993916413,0.00021103156323332563,0.0003061448936213156,0.00164647334853657,2.027786897751865
Mixed,2,Asym,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Asym_SecondOrder_NN_256,reference_file,ALL_FIELDS,12.709914360131505,38.679459951449076,866.8379171909764,5.2443436423027876e-05,7.634097080357683e-05,0.0004654241738292797,2.0220683293365234
Mixed,2,Asym,ThirdOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Asym_ThirdOrder_Barycentric_64,reference_file,Density,4.148574396037483e-05,5.877724255941123e-05,0.0005651860939468456,1.7241362190727862e-05,2.4154023139910723e-05,0.00016796157986939035,nan
Mixed,2,Asym,ThirdOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Asym_ThirdOrder_Barycentric_128,reference_file,Density,4.026148180817678e-06,5.814166138029201e-06,6.841064735274571e-05,1.672131513278986e-06,2.3875238007560027e-06,2.0330330272640335e-05,3.3261833627417725
Mixed,2,Asym,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Asym_ThirdOrder_Barycentric_256,reference_file,Density,4.3753164326589863e-07,6.3626513678465e-07,7.864628265963347e-06,1.8175961696391443e-07,2.61317854602998e-07,2.3370366971166896e-06,3.2211627592427208
