N,h_Struct,Struct_NN1,Struct_NN2,Struct_NN3,Struct_Bary2,Struct_Bary3,Struct_Gal2,Struct_Gal3,h_Mixed,Mixed_NN1,Mixed_NN2,Mixed_NN3,Mixed_Bary2,Mixed_Bary3,Mixed_Gal2,Mixed_Gal3
64,0.015625,0.14142135623730948,0.1262194620413954,0.1248685914715495,0.11160191617119714,0.11029954413275539,0.11288216237606266,0.11290259647249867,0.012832118438741323,0.11924057940092221,0.1082292530373971,0.10209964841624876,0.09230225535464347,0.091603176082134,0.09409348264864066,0.09351414089516366
128,0.0078125,0.08757118051300733,0.08257610490218338,0.07933744192784838,0.07697282332494157,0.07630273743033972,0.07705782718213101,0.07723410522128478,0.006400794772021405,0.08880674298376477,0.07907733517927469,0.07597561328997893,0.06780435333037182,0.06727240192928084,0.0690315207647285,0.06852759816176542
256,0.00390625,0.06971312612599995,0.06226780675350387,0.06100596563021647,0.054776295058579505,0.054286633637676884,0.05526667228116317,0.055308466534837,0.0032206327947704866,0.0657561338137596,0.05885351227346759,0.056290399140820964,0.049697986616928105,0.0492440707054388,0.05063450387031039,0.050215321797182265
